look_back,units,batch_size,epochs,dropout,optimizer,layers,MAE
60,64,64,30,0.0,rmsprop,2,0.34346824884414673
60,64,64,30,0.0,rmsprop,3,0.33914461731910706
60,64,64,30,0.25,adam,1,0.3363521695137024
60,64,64,30,0.25,adam,2,0.32974666357040405
60,64,64,30,0.25,adam,3,0.3423338532447815
60,64,64,30,0.25,rmsprop,1,0.3711627721786499
60,64,64,30,0.25,rmsprop,2,0.3752758502960205
60,64,64,30,0.25,rmsprop,3,0.3650834858417511
60,64,64,30,0.5,adam,1,0.3383181691169739
60,64,64,30,0.5,adam,2,0.34273961186408997
60,64,64,30,0.5,adam,3,0.34641966223716736
60,64,64,30,0.5,rmsprop,1,0.37590721249580383
60,64,64,30,0.5,rmsprop,2,0.36886054277420044
60,64,64,30,0.5,rmsprop,3,0.35793542861938477
60,64,64,50,0.0,adam,1,0.34759092330932617
60,64,64,50,0.0,adam,2,0.3390159606933594
60,64,64,50,0.0,adam,3,0.3448213040828705
60,64,64,50,0.0,rmsprop,1,0.37082821130752563
60,64,64,50,0.0,rmsprop,2,0.37205806374549866
60,64,64,50,0.0,rmsprop,3,0.36861753463745117
60,64,64,50,0.25,adam,1,0.3386228680610657
60,64,64,50,0.25,adam,2,0.3389083445072174
60,64,64,50,0.25,adam,3,0.3288767635822296
60,64,64,50,0.25,rmsprop,1,0.3715006709098816
60,64,64,50,0.25,rmsprop,2,0.34532248973846436
60,64,64,50,0.25,rmsprop,3,0.3412133455276489
60,64,64,50,0.5,adam,1,0.3504292666912079
60,64,64,50,0.5,adam,2,0.34471482038497925
60,64,64,50,0.5,adam,3,0.3349820673465729
60,64,64,50,0.5,rmsprop,1,0.3813055157661438
60,64,64,50,0.5,rmsprop,2,0.3399549722671509
60,64,64,50,0.5,rmsprop,3,0.37474769353866577
60,128,32,10,0.0,adam,1,0.33748406171798706
60,128,32,10,0.0,adam,2,0.3426990509033203
60,128,32,10,0.0,adam,3,0.3274654448032379
60,128,32,10,0.0,rmsprop,1,0.3763875365257263
60,128,32,10,0.0,rmsprop,2,0.34800466895103455
60,128,32,10,0.0,rmsprop,3,0.3552689552307129
60,128,32,10,0.25,adam,1,0.352364718914032
60,128,32,10,0.25,adam,2,0.3476361334323883
60,128,32,10,0.25,adam,3,0.3270513117313385
60,128,32,10,0.25,rmsprop,1,0.37397581338882446
60,128,32,10,0.25,rmsprop,2,0.37107107043266296
60,128,32,10,0.25,rmsprop,3,0.3809857964515686
60,128,32,10,0.5,adam,1,0.3423871397972107
60,128,32,10,0.5,adam,2,0.34123554825782776
60,128,32,10,0.5,adam,3,0.34341588616371155
60,128,32,10,0.5,rmsprop,1,0.3725464940071106
60,128,32,10,0.5,rmsprop,2,0.36585769057273865
60,128,32,10,0.5,rmsprop,3,0.3489842116832733
60,128,32,30,0.0,adam,1,0.3466435968875885
60,128,32,30,0.0,adam,2,0.3416188955307007
60,128,32,30,0.0,adam,3,0.3362565338611603
60,128,32,30,0.0,rmsprop,1,0.37244731187820435
60,128,32,30,0.0,rmsprop,2,0.3394918739795685
60,128,32,30,0.0,rmsprop,3,0.36111676692962646
60,128,32,30,0.25,adam,1,0.33815693855285645
60,128,32,30,0.25,adam,2,0.3382548391819
60,128,32,30,0.25,adam,3,0.36015865206718445
60,128,32,30,0.25,rmsprop,1,0.3632359802722931
60,128,32,30,0.25,rmsprop,2,0.3388240933418274
60,128,32,30,0.25,rmsprop,3,0.33710968494415283
60,128,32,30,0.5,adam,1,0.3333200514316559
60,128,32,30,0.5,adam,2,0.34910500049591064
60,128,32,30,0.5,adam,3,0.3329668939113617
60,128,32,30,0.5,rmsprop,1,0.3697773814201355
60,128,32,30,0.5,rmsprop,2,0.33768993616104126
60,128,32,30,0.5,rmsprop,3,0.3427104353904724
60,128,32,50,0.0,adam,1,0.33474960923194885
60,128,32,50,0.0,adam,2,0.3452225923538208
60,128,32,50,0.0,adam,3,0.33668532967567444
60,128,32,50,0.0,rmsprop,1,0.3696543872356415
60,128,32,50,0.0,rmsprop,2,0.3419405221939087
60,128,32,50,0.0,rmsprop,3,0.36820363998413086
60,128,32,50,0.25,adam,1,0.343779981136322
60,128,32,50,0.25,adam,2,0.3257905840873718
60,128,32,50,0.25,adam,3,0.33200761675834656
60,128,32,50,0.25,rmsprop,1,0.3710082471370697
60,128,32,50,0.25,rmsprop,2,0.3427354097366333
60,128,32,50,0.25,rmsprop,3,0.37128546833992004
60,128,32,50,0.5,adam,1,0.3478491008281708
60,128,32,50,0.5,adam,2,0.33888113498687744
60,128,32,50,0.5,adam,3,0.33606114983558655
60,128,32,50,0.5,rmsprop,1,0.3546363413333893
60,128,32,50,0.5,rmsprop,2,0.34119078516960144
60,128,32,50,0.5,rmsprop,3,0.3648744523525238
60,128,64,10,0.0,adam,1,0.34714916348457336
60,128,64,10,0.0,adam,2,0.344913125038147
60,128,64,10,0.0,adam,3,0.33750420808792114
60,128,64,10,0.0,rmsprop,1,0.3771049976348877
60,128,64,10,0.0,rmsprop,2,0.3615919351577759
60,128,64,10,0.0,rmsprop,3,0.36403366923332214
60,128,64,10,0.25,adam,1,0.34499451518058777
60,128,64,10,0.25,adam,2,0.3439825475215912
60,128,64,10,0.25,adam,3,0.34339639544487
60,128,64,10,0.25,rmsprop,1,0.3792983889579773
60,128,64,10,0.25,rmsprop,2,0.36145249009132385
60,128,64,10,0.25,rmsprop,3,0.37664994597435
60,128,64,10,0.5,adam,1,0.3396979570388794
60,128,64,10,0.5,adam,2,0.36495694518089294
60,128,64,10,0.5,adam,3,0.34515154361724854
60,128,64,10,0.5,rmsprop,1,0.37184667587280273
60,128,64,10,0.5,rmsprop,2,0.36634427309036255
60,128,64,10,0.5,rmsprop,3,0.37214043736457825
60,128,64,30,0.0,adam,1,0.33064496517181396
60,128,64,30,0.0,adam,2,0.3342614471912384
60,128,64,30,0.0,adam,3,0.34718406200408936
60,128,64,30,0.0,rmsprop,1,0.37984487414360046
60,128,64,30,0.0,rmsprop,2,0.3359774649143219
60,128,64,30,0.0,rmsprop,3,0.38381561636924744
60,128,64,30,0.25,adam,1,0.35267001390457153
60,128,64,30,0.25,adam,2,0.3371139168739319
60,128,64,30,0.25,adam,3,0.3478510081768036
60,128,64,30,0.25,rmsprop,1,0.3849780559539795
60,128,64,30,0.25,rmsprop,2,0.3653794527053833
60,128,64,30,0.25,rmsprop,3,0.3689998388290405
60,128,64,30,0.5,adam,1,0.3427339196205139
60,128,64,30,0.5,adam,2,0.34742823243141174
60,128,64,30,0.5,adam,3,0.35023462772369385
60,128,64,30,0.5,rmsprop,1,0.372905969619751
60,128,64,30,0.5,rmsprop,2,0.35705265402793884
60,128,64,30,0.5,rmsprop,3,0.3478635847568512
60,128,64,50,0.0,adam,1,0.33739086985588074
60,128,64,50,0.0,adam,2,0.3361213803291321
60,128,64,50,0.0,adam,3,0.34311699867248535
60,128,64,50,0.0,rmsprop,1,0.37464848160743713
60,128,64,50,0.0,rmsprop,2,0.3782433867454529
60,128,64,50,0.0,rmsprop,3,0.3760617673397064
60,128,64,50,0.25,adam,1,0.3408363163471222
60,128,64,50,0.25,adam,2,0.34407469630241394
60,128,64,50,0.25,adam,3,0.34257006645202637
60,128,64,50,0.25,rmsprop,1,0.37224680185317993
60,128,64,50,0.25,rmsprop,2,0.3748624622821808
60,128,64,50,0.25,rmsprop,3,0.37466520071029663
60,128,64,50,0.5,adam,1,0.3457810878753662
60,128,64,50,0.5,adam,2,0.33630090951919556
60,128,64,50,0.5,adam,3,0.34053564071655273
60,128,64,50,0.5,rmsprop,1,0.3673756718635559
60,128,64,50,0.5,rmsprop,2,0.36318275332450867
60,128,64,50,0.5,rmsprop,3,0.3753420114517212
