model,look_back,units,batch_size,epochs,dropout,optimizer,layers,MAE
GRU,60,64,64,10,0.5,rmsprop,3,0.3704
GRU,60,64,64,30,0.0,adam,1,0.3485
GRU,60,64,64,30,0.0,adam,2,0.3437
GRU,60,64,64,30,0.0,adam,3,0.3348
GRU,60,64,64,30,0.0,rmsprop,1,0.3806
GRU,60,64,64,30,0.0,rmsprop,2,0.3787
GRU,60,64,64,30,0.0,rmsprop,3,0.3807
GRU,60,64,64,30,0.25,adam,1,0.3383
GRU,60,64,64,30,0.25,adam,2,0.3371
GRU,60,64,64,30,0.25,adam,3,0.357
GRU,60,64,64,30,0.25,rmsprop,1,0.3859
GRU,60,64,64,30,0.25,rmsprop,2,0.3864
GRU,60,64,64,30,0.25,rmsprop,3,0.3684
GRU,60,64,64,30,0.5,adam,1,0.3396
GRU,60,64,64,30,0.5,adam,2,0.3454
GRU,60,64,64,30,0.5,adam,3,0.352
GRU,60,64,64,30,0.5,rmsprop,1,0.3749
GRU,60,64,64,30,0.5,rmsprop,2,0.3778
GRU,60,64,64,30,0.5,rmsprop,3,0.3952
GRU,60,64,64,50,0.0,adam,1,0.3484
GRU,60,64,64,50,0.0,adam,2,0.3364
GRU,60,64,64,50,0.0,adam,3,0.3389
GRU,60,64,64,50,0.0,rmsprop,1,0.3725
GRU,60,64,64,50,0.0,rmsprop,2,0.3395
GRU,60,64,64,50,0.0,rmsprop,3,0.3806
GRU,60,64,64,50,0.25,adam,1,0.3397
GRU,60,64,64,50,0.25,adam,2,0.3445
GRU,60,64,64,50,0.25,adam,3,0.3321
GRU,60,64,64,50,0.25,rmsprop,1,0.3746
GRU,60,64,64,50,0.25,rmsprop,2,0.3685
GRU,60,64,64,50,0.25,rmsprop,3,0.3706
GRU,60,64,64,50,0.5,adam,1,0.3487
GRU,60,64,64,50,0.5,adam,2,0.3446
GRU,60,64,64,50,0.5,adam,3,0.3482
GRU,60,64,64,50,0.5,rmsprop,1,0.3792
GRU,60,64,64,50,0.5,rmsprop,2,0.3846
GRU,60,64,64,50,0.5,rmsprop,3,0.3876
GRU,60,128,32,10,0.0,adam,1,0.3441
GRU,60,128,32,10,0.0,adam,2,0.3525
GRU,60,128,32,10,0.0,adam,3,0.3487
GRU,60,128,32,10,0.0,rmsprop,1,0.3709
GRU,60,128,32,10,0.0,rmsprop,2,0.4098
GRU,60,128,32,10,0.0,rmsprop,3,0.3719
GRU,60,128,32,10,0.25,adam,1,0.3522
GRU,60,128,32,10,0.25,adam,2,0.3435
GRU,60,128,32,10,0.25,adam,3,0.3521
GRU,60,128,32,10,0.25,rmsprop,1,0.3747
GRU,60,128,32,10,0.25,rmsprop,2,0.39
GRU,60,128,32,10,0.25,rmsprop,3,0.3868
GRU,60,128,32,10,0.5,adam,1,0.3677
GRU,60,128,32,10,0.5,adam,2,0.3534
GRU,60,128,32,10,0.5,adam,3,0.3381
GRU,60,128,32,10,0.5,rmsprop,1,0.3722
GRU,60,128,32,10,0.5,rmsprop,2,0.3714
GRU,60,128,32,10,0.5,rmsprop,3,0.3673
GRU,60,128,32,30,0.0,adam,1,0.3417
GRU,60,128,32,30,0.0,adam,2,0.3334
GRU,60,128,32,30,0.0,adam,3,0.3444
GRU,60,128,32,30,0.0,rmsprop,1,0.3693
GRU,60,128,32,30,0.0,rmsprop,2,0.3719
GRU,60,128,32,30,0.0,rmsprop,3,0.3473
GRU,60,128,32,30,0.25,adam,1,0.3528
GRU,60,128,32,30,0.25,adam,2,0.3477
GRU,60,128,32,30,0.25,adam,3,0.3555
GRU,60,128,32,30,0.25,rmsprop,1,0.3626
GRU,60,128,32,30,0.25,rmsprop,2,0.3741
GRU,60,128,32,30,0.25,rmsprop,3,0.3712
GRU,60,128,32,30,0.5,adam,1,0.3425
GRU,60,128,32,30,0.5,adam,2,0.3534
GRU,60,128,32,30,0.5,adam,3,0.3313
GRU,60,128,32,30,0.5,rmsprop,1,0.3836
GRU,60,128,32,30,0.5,rmsprop,2,0.3765
GRU,60,128,32,30,0.5,rmsprop,3,0.3463
GRU,60,128,32,50,0.0,adam,1,0.3358
GRU,60,128,32,50,0.0,adam,2,0.3408
GRU,60,128,32,50,0.0,adam,3,0.3306
GRU,60,128,32,50,0.0,rmsprop,1,0.3708
GRU,60,128,32,50,0.0,rmsprop,2,0.3896
GRU,60,128,32,50,0.0,rmsprop,3,0.3442
GRU,60,128,32,50,0.25,adam,1,0.3528
GRU,60,128,32,50,0.25,adam,2,0.3468
GRU,60,128,32,50,0.25,adam,3,0.335
GRU,60,128,32,50,0.25,rmsprop,1,0.3696
GRU,60,128,32,50,0.25,rmsprop,2,0.3768
GRU,60,128,32,50,0.25,rmsprop,3,0.3778
GRU,60,128,32,50,0.5,adam,1,0.3573
GRU,60,128,32,50,0.5,adam,2,0.3451
GRU,60,128,32,50,0.5,adam,3,0.3353
GRU,60,128,32,50,0.5,rmsprop,1,0.3908
GRU,60,128,32,50,0.5,rmsprop,2,0.3805
GRU,60,128,32,50,0.5,rmsprop,3,0.3685
GRU,60,128,64,10,0.0,adam,1,0.3446
GRU,60,128,64,10,0.0,adam,2,0.3382
GRU,60,128,64,10,0.0,adam,3,0.352
GRU,60,128,64,10,0.0,rmsprop,1,0.4034
GRU,60,128,64,10,0.0,rmsprop,2,0.3807
GRU,60,128,64,10,0.0,rmsprop,3,0.3651
GRU,60,128,64,10,0.25,adam,1,0.3507
GRU,60,128,64,10,0.25,adam,2,0.3542
GRU,60,128,64,10,0.25,adam,3,0.3458
GRU,60,128,64,10,0.25,rmsprop,1,0.3779
GRU,60,128,64,10,0.25,rmsprop,2,0.3821
GRU,60,128,64,10,0.25,rmsprop,3,0.369
GRU,60,128,64,10,0.5,adam,1,0.3589
GRU,60,128,64,10,0.5,adam,2,0.3555
GRU,60,128,64,10,0.5,adam,3,0.36
GRU,60,128,64,10,0.5,rmsprop,1,0.3828
GRU,60,128,64,10,0.5,rmsprop,2,0.3859
GRU,60,128,64,10,0.5,rmsprop,3,0.3695
GRU,60,128,64,30,0.0,adam,1,0.347
GRU,60,128,64,30,0.0,adam,2,0.3461
GRU,60,128,64,30,0.0,adam,3,0.3435
GRU,60,128,64,30,0.0,rmsprop,1,0.3818
GRU,60,128,64,30,0.0,rmsprop,2,0.3696
GRU,60,128,64,30,0.0,rmsprop,3,0.4011
GRU,60,128,64,30,0.25,adam,1,0.3463
GRU,60,128,64,30,0.25,adam,2,0.3411
GRU,60,128,64,30,0.25,adam,3,0.3425
GRU,60,128,64,30,0.25,rmsprop,1,0.3851
GRU,60,128,64,30,0.25,rmsprop,2,0.3916
GRU,60,128,64,30,0.25,rmsprop,3,0.3826
GRU,60,128,64,30,0.5,adam,1,0.3403
GRU,60,128,64,30,0.5,adam,2,0.3557
GRU,60,128,64,30,0.5,adam,3,0.3415
GRU,60,128,64,30,0.5,rmsprop,1,0.3692
GRU,60,128,64,30,0.5,rmsprop,2,0.3884
GRU,60,128,64,30,0.5,rmsprop,3,0.3771
GRU,60,128,64,50,0.0,adam,1,0.3391
GRU,60,128,64,50,0.0,adam,2,0.3466
GRU,60,128,64,50,0.0,adam,3,0.3296
GRU,60,128,64,50,0.0,rmsprop,1,0.3775
GRU,60,128,64,50,0.0,rmsprop,2,0.3679
GRU,60,128,64,50,0.0,rmsprop,3,0.3662
GRU,60,128,64,50,0.25,adam,1,0.3448
GRU,60,128,64,50,0.25,adam,2,0.3345
GRU,60,128,64,50,0.25,adam,3,0.3439
GRU,60,128,64,50,0.25,rmsprop,1,0.3763
GRU,60,128,64,50,0.25,rmsprop,2,0.3756
GRU,60,128,64,50,0.25,rmsprop,3,0.3738
GRU,60,128,64,50,0.5,adam,1,0.3595
GRU,60,128,64,50,0.5,adam,2,0.346
GRU,60,128,64,50,0.5,adam,3,0.3483
GRU,60,128,64,50,0.5,rmsprop,1,0.384
GRU,60,128,64,50,0.5,rmsprop,2,0.3938
GRU,60,128,64,50,0.5,rmsprop,3,0.3768
