model,look_back,units,batch_size,epochs,dropout,optimizer,layers,MAE
LSTM,60,32,64,50,0.5,adam,1,0.3569540381431579
LSTM,60,32,64,50,0.5,adam,2,0.3431012034416199
LSTM,60,32,64,50,0.5,adam,3,0.3500353097915649
LSTM,60,32,64,50,0.5,rmsprop,1,0.3600748479366302
LSTM,60,32,64,50,0.5,rmsprop,2,0.3761810958385467
LSTM,60,32,64,50,0.5,rmsprop,3,0.3490442037582397
LSTM,60,64,32,10,0.0,adam,1,0.3374086320400238
LSTM,60,64,32,10,0.0,adam,2,0.3375964760780334
LSTM,60,64,32,10,0.0,adam,3,0.3295802772045135
LSTM,60,64,32,10,0.0,rmsprop,1,0.3881230056285858
LSTM,60,64,32,10,0.0,rmsprop,2,0.3731701076030731
LSTM,60,64,32,10,0.0,rmsprop,3,0.3419452905654907
LSTM,60,64,32,10,0.25,adam,1,0.3408400416374206
LSTM,60,64,32,10,0.25,adam,2,0.3358398675918579
LSTM,60,64,32,10,0.25,adam,3,0.3276792168617248
LSTM,60,64,32,10,0.25,rmsprop,1,0.362918496131897
LSTM,60,64,32,10,0.25,rmsprop,2,0.3571639358997345
LSTM,60,64,32,10,0.25,rmsprop,3,0.3749736845493316
LSTM,60,64,32,10,0.5,adam,1,0.366636574268341
LSTM,60,64,32,10,0.5,adam,2,0.3371220529079437
LSTM,60,64,32,10,0.5,adam,3,0.3587516248226166
LSTM,60,64,32,10,0.5,rmsprop,1,0.3664841651916504
LSTM,60,64,32,10,0.5,rmsprop,2,0.3795478641986847
LSTM,60,64,32,10,0.5,rmsprop,3,0.3725483417510986
LSTM,60,64,32,30,0.0,adam,1,0.3369924426078796
LSTM,60,64,32,30,0.0,adam,2,0.332930713891983
LSTM,60,64,32,30,0.0,adam,3,0.3318942785263061
LSTM,60,64,32,30,0.0,rmsprop,1,0.345158040523529
LSTM,60,64,32,30,0.0,rmsprop,2,0.3724735379219055
LSTM,60,64,32,30,0.0,rmsprop,3,0.341160386800766
LSTM,60,64,32,30,0.25,adam,1,0.3395957350730896
LSTM,60,64,32,30,0.25,adam,2,0.3361422419548034
LSTM,60,64,32,30,0.25,adam,3,0.3341813385486603
LSTM,60,64,32,30,0.25,rmsprop,1,0.3692694902420044
LSTM,60,64,32,30,0.25,rmsprop,2,0.374182254076004
LSTM,60,64,32,30,0.25,rmsprop,3,0.350322812795639
LSTM,60,64,32,30,0.5,adam,1,0.3440727591514587
LSTM,60,64,32,30,0.5,adam,2,0.3343668282032013
LSTM,60,64,32,30,0.5,adam,3,0.328871488571167
LSTM,60,64,32,30,0.5,rmsprop,1,0.3602341711521148
LSTM,60,64,32,30,0.5,rmsprop,2,0.3421386480331421
LSTM,60,64,32,30,0.5,rmsprop,3,0.3470027446746826
LSTM,60,64,32,50,0.0,adam,1,0.3469463586807251
LSTM,60,64,32,50,0.0,adam,2,0.3303652703762054
LSTM,60,64,32,50,0.0,adam,3,0.3309609293937683
LSTM,60,64,32,50,0.0,rmsprop,1,0.3760327696800232
LSTM,60,64,32,50,0.0,rmsprop,2,0.3387011885643005
LSTM,60,64,32,50,0.0,rmsprop,3,0.3363195359706878
LSTM,60,64,32,50,0.25,adam,1,0.3385514616966247
LSTM,60,64,32,50,0.25,adam,2,0.3563742637634277
LSTM,60,64,32,50,0.25,adam,3,0.3399990797042846
LSTM,60,64,32,50,0.25,rmsprop,1,0.3797066807746887
LSTM,60,64,32,50,0.25,rmsprop,2,0.3420614600181579
LSTM,60,64,32,50,0.25,rmsprop,3,0.3448079526424408
LSTM,60,64,32,50,0.5,adam,1,0.3436338901519775
LSTM,60,64,32,50,0.5,adam,2,0.3341890275478363
LSTM,60,64,32,50,0.5,adam,3,0.3340462148189544
LSTM,60,64,32,50,0.5,rmsprop,1,0.3426769375801086
LSTM,60,64,32,50,0.5,rmsprop,2,0.3358995616436004
LSTM,60,64,32,50,0.5,rmsprop,3,0.3525304496288299
LSTM,60,64,64,10,0.0,adam,1,0.3461197316646576
LSTM,60,64,64,10,0.0,adam,2,0.3378064334392547
LSTM,60,64,64,10,0.0,adam,3,0.3365842401981354
LSTM,60,64,64,10,0.0,rmsprop,1,0.3956995606422424
LSTM,60,64,64,10,0.0,rmsprop,2,0.3595878481864929
LSTM,60,64,64,10,0.0,rmsprop,3,0.3688341677188873
LSTM,60,64,64,10,0.25,adam,1,0.3587977290153503
LSTM,60,64,64,10,0.25,adam,2,0.3478640615940094
LSTM,60,64,64,10,0.25,adam,3,0.3350640833377838
LSTM,60,64,64,10,0.25,rmsprop,1,0.3713661432266235
LSTM,60,64,64,10,0.25,rmsprop,2,0.3787729740142822
LSTM,60,64,64,10,0.25,rmsprop,3,0.3623539209365845
LSTM,60,64,64,10,0.5,adam,1,0.3444097638130188
LSTM,60,64,64,10,0.5,adam,2,0.351823478937149
LSTM,60,64,64,10,0.5,adam,3,0.3520443141460418
LSTM,60,64,64,10,0.5,rmsprop,1,0.3785976469516754
LSTM,60,64,64,10,0.5,rmsprop,2,0.3775671124458313
LSTM,60,64,64,10,0.5,rmsprop,3,0.3638068437576294
LSTM,60,64,64,30,0.0,adam,1,0.3424129486083984
LSTM,60,64,64,30,0.0,adam,2,0.3383241593837738
LSTM,60,64,64,30,0.0,adam,3,0.3383475840091705
LSTM,60,64,64,30,0.0,rmsprop,1,0.3675213456153869
LSTM,60,64,64,30,0.0,rmsprop,2,0.3434682488441467
LSTM,60,64,64,30,0.0,rmsprop,3,0.339144617319107
LSTM,60,64,64,30,0.25,adam,1,0.3363521695137024
LSTM,60,64,64,30,0.25,adam,2,0.329746663570404
LSTM,60,64,64,30,0.25,adam,3,0.3423338532447815
LSTM,60,64,64,30,0.25,rmsprop,1,0.3711627721786499
LSTM,60,64,64,30,0.25,rmsprop,2,0.3752758502960205
LSTM,60,64,64,30,0.25,rmsprop,3,0.3650834858417511
LSTM,60,64,64,30,0.5,adam,1,0.3383181691169739
LSTM,60,64,64,30,0.5,adam,2,0.3427396118640899
LSTM,60,64,64,30,0.5,adam,3,0.3464196622371673
LSTM,60,64,64,30,0.5,rmsprop,1,0.3759072124958038
LSTM,60,64,64,30,0.5,rmsprop,2,0.3688605427742004
LSTM,60,64,64,30,0.5,rmsprop,3,0.3579354286193847
LSTM,60,64,64,50,0.0,adam,1,0.3475909233093261
LSTM,60,64,64,50,0.0,adam,2,0.3390159606933594
LSTM,60,64,64,50,0.0,adam,3,0.3448213040828705
LSTM,60,64,64,50,0.0,rmsprop,1,0.3708282113075256
LSTM,60,64,64,50,0.0,rmsprop,2,0.3720580637454986
LSTM,60,64,64,50,0.0,rmsprop,3,0.3686175346374511
LSTM,60,64,64,50,0.25,adam,1,0.3386228680610657
LSTM,60,64,64,50,0.25,adam,2,0.3389083445072174
LSTM,60,64,64,50,0.25,adam,3,0.3288767635822296
LSTM,60,64,64,50,0.25,rmsprop,1,0.3715006709098816
LSTM,60,64,64,50,0.25,rmsprop,2,0.3453224897384643
LSTM,60,64,64,50,0.25,rmsprop,3,0.3412133455276489
LSTM,60,64,64,50,0.5,adam,1,0.3504292666912079
LSTM,60,64,64,50,0.5,adam,2,0.3447148203849792
LSTM,60,64,64,50,0.5,adam,3,0.3349820673465729
LSTM,60,64,64,50,0.5,rmsprop,1,0.3813055157661438
LSTM,60,64,64,50,0.5,rmsprop,2,0.3399549722671509
LSTM,60,64,64,50,0.5,rmsprop,3,0.3747476935386657
LSTM,60,128,32,10,0.0,adam,1,0.337484061717987
LSTM,60,128,32,10,0.0,adam,2,0.3426990509033203
LSTM,60,128,32,10,0.0,adam,3,0.3274654448032379
LSTM,60,128,32,10,0.0,rmsprop,1,0.3763875365257263
LSTM,60,128,32,10,0.0,rmsprop,2,0.3480046689510345
LSTM,60,128,32,10,0.0,rmsprop,3,0.3552689552307129
LSTM,60,128,32,10,0.25,adam,1,0.352364718914032
LSTM,60,128,32,10,0.25,adam,2,0.3476361334323883
LSTM,60,128,32,10,0.25,adam,3,0.3270513117313385
LSTM,60,128,32,10,0.25,rmsprop,1,0.3739758133888244
LSTM,60,128,32,10,0.25,rmsprop,2,0.3710710704326629
LSTM,60,128,32,10,0.25,rmsprop,3,0.3809857964515686
LSTM,60,128,32,10,0.5,adam,1,0.3423871397972107
LSTM,60,128,32,10,0.5,adam,2,0.3412355482578277
LSTM,60,128,32,10,0.5,adam,3,0.3434158861637115
LSTM,60,128,32,10,0.5,rmsprop,1,0.3725464940071106
LSTM,60,128,32,10,0.5,rmsprop,2,0.3658576905727386
LSTM,60,128,32,10,0.5,rmsprop,3,0.3489842116832733
LSTM,60,128,32,30,0.0,adam,1,0.3466435968875885
LSTM,60,128,32,30,0.0,adam,2,0.3416188955307007
LSTM,60,128,32,30,0.0,adam,3,0.3362565338611603
LSTM,60,128,32,30,0.0,rmsprop,1,0.3724473118782043
LSTM,60,128,32,30,0.0,rmsprop,2,0.3394918739795685
LSTM,60,128,32,30,0.0,rmsprop,3,0.3611167669296264
LSTM,60,128,32,30,0.25,adam,1,0.3381569385528564
LSTM,60,128,32,30,0.25,adam,2,0.3382548391819
LSTM,60,128,32,30,0.25,adam,3,0.3601586520671844
LSTM,60,128,32,30,0.25,rmsprop,1,0.3632359802722931
LSTM,60,128,32,30,0.25,rmsprop,2,0.3388240933418274
LSTM,60,128,32,30,0.25,rmsprop,3,0.3371096849441528
LSTM,60,128,32,30,0.5,adam,1,0.3333200514316559
LSTM,60,128,32,30,0.5,adam,2,0.3491050004959106
LSTM,60,128,32,30,0.5,adam,3,0.3329668939113617
LSTM,60,128,32,30,0.5,rmsprop,1,0.3697773814201355
LSTM,60,128,32,30,0.5,rmsprop,2,0.3376899361610412
LSTM,60,128,32,30,0.5,rmsprop,3,0.3427104353904724
LSTM,60,128,32,50,0.0,adam,1,0.3347496092319488
LSTM,60,128,32,50,0.0,adam,2,0.3452225923538208
LSTM,60,128,32,50,0.0,adam,3,0.3366853296756744
LSTM,60,128,32,50,0.0,rmsprop,1,0.3696543872356415
LSTM,60,128,32,50,0.0,rmsprop,2,0.3419405221939087
LSTM,60,128,32,50,0.0,rmsprop,3,0.3682036399841308
LSTM,60,128,32,50,0.25,adam,1,0.343779981136322
LSTM,60,128,32,50,0.25,adam,2,0.3257905840873718
LSTM,60,128,32,50,0.25,adam,3,0.3320076167583465
LSTM,60,128,32,50,0.25,rmsprop,1,0.3710082471370697
LSTM,60,128,32,50,0.25,rmsprop,2,0.3427354097366333
LSTM,60,128,32,50,0.25,rmsprop,3,0.37128546833992
LSTM,60,128,32,50,0.5,adam,1,0.3478491008281708
LSTM,60,128,32,50,0.5,adam,2,0.3388811349868774
LSTM,60,128,32,50,0.5,adam,3,0.3360611498355865
LSTM,60,128,32,50,0.5,rmsprop,1,0.3546363413333893
LSTM,60,128,32,50,0.5,rmsprop,2,0.3411907851696014
LSTM,60,128,32,50,0.5,rmsprop,3,0.3648744523525238
LSTM,60,128,64,10,0.0,adam,1,0.3471491634845733
LSTM,60,128,64,10,0.0,adam,2,0.344913125038147
LSTM,60,128,64,10,0.0,adam,3,0.3375042080879211
LSTM,60,128,64,10,0.0,rmsprop,1,0.3771049976348877
LSTM,60,128,64,10,0.0,rmsprop,2,0.3615919351577759
LSTM,60,128,64,10,0.0,rmsprop,3,0.3640336692333221
LSTM,60,128,64,10,0.25,adam,1,0.3449945151805877
LSTM,60,128,64,10,0.25,adam,2,0.3439825475215912
LSTM,60,128,64,10,0.25,adam,3,0.34339639544487
LSTM,60,128,64,10,0.25,rmsprop,1,0.3792983889579773
LSTM,60,128,64,10,0.25,rmsprop,2,0.3614524900913238
LSTM,60,128,64,10,0.25,rmsprop,3,0.37664994597435
LSTM,60,128,64,10,0.5,adam,1,0.3396979570388794
LSTM,60,128,64,10,0.5,adam,2,0.3649569451808929
LSTM,60,128,64,10,0.5,adam,3,0.3451515436172485
LSTM,60,128,64,10,0.5,rmsprop,1,0.3718466758728027
LSTM,60,128,64,10,0.5,rmsprop,2,0.3663442730903625
LSTM,60,128,64,10,0.5,rmsprop,3,0.3721404373645782
LSTM,60,128,64,30,0.0,adam,1,0.3306449651718139
LSTM,60,128,64,30,0.0,adam,2,0.3342614471912384
LSTM,60,128,64,30,0.0,adam,3,0.3471840620040893
LSTM,60,128,64,30,0.0,rmsprop,1,0.3798448741436004
LSTM,60,128,64,30,0.0,rmsprop,2,0.3359774649143219
LSTM,60,128,64,30,0.0,rmsprop,3,0.3838156163692474
LSTM,60,128,64,30,0.25,adam,1,0.3526700139045715
LSTM,60,128,64,30,0.25,adam,2,0.3371139168739319
LSTM,60,128,64,30,0.25,adam,3,0.3478510081768036
LSTM,60,128,64,30,0.25,rmsprop,1,0.3849780559539795
LSTM,60,128,64,30,0.25,rmsprop,2,0.3653794527053833
LSTM,60,128,64,30,0.25,rmsprop,3,0.3689998388290405
LSTM,60,128,64,30,0.5,adam,1,0.3427339196205139
LSTM,60,128,64,30,0.5,adam,2,0.3474282324314117
LSTM,60,128,64,30,0.5,adam,3,0.3502346277236938
LSTM,60,128,64,30,0.5,rmsprop,1,0.372905969619751
LSTM,60,128,64,30,0.5,rmsprop,2,0.3570526540279388
LSTM,60,128,64,30,0.5,rmsprop,3,0.3478635847568512
LSTM,60,128,64,50,0.0,adam,1,0.3373908698558807
LSTM,60,128,64,50,0.0,adam,2,0.3361213803291321
LSTM,60,128,64,50,0.0,adam,3,0.3431169986724853
LSTM,60,128,64,50,0.0,rmsprop,1,0.3746484816074371
LSTM,60,128,64,50,0.0,rmsprop,2,0.3782433867454529
LSTM,60,128,64,50,0.0,rmsprop,3,0.3760617673397064
LSTM,60,128,64,50,0.25,adam,1,0.3408363163471222
LSTM,60,128,64,50,0.25,adam,2,0.3440746963024139
LSTM,60,128,64,50,0.25,adam,3,0.3425700664520263
LSTM,60,128,64,50,0.25,rmsprop,1,0.3722468018531799
LSTM,60,128,64,50,0.25,rmsprop,2,0.3748624622821808
LSTM,60,128,64,50,0.25,rmsprop,3,0.3746652007102966
LSTM,60,128,64,50,0.5,adam,1,0.3457810878753662
LSTM,60,128,64,50,0.5,adam,2,0.3363009095191955
LSTM,60,128,64,50,0.5,adam,3,0.3405356407165527
LSTM,60,128,64,50,0.5,rmsprop,1,0.3673756718635559
LSTM,60,128,64,50,0.5,rmsprop,2,0.3631827533245086
LSTM,60,128,64,50,0.5,rmsprop,3,0.3753420114517212
