05시,06시,07시,08시,09시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시,구분,모바일ID,정류소ID,정류소명,조회일자,합계,행정구역
0,0,0,34,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,승차,02717,7111040500,성산3동,2019-01-01,37,대구광역시 달성군 화원읍
0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,하차,02717,7111040500,성산3동,2019-01-01,3,대구광역시 달성군 화원읍
0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,하차,01445,7111003900,성산리1,2019-01-01,4,대구광역시 달성군 화원읍
0,0,0,0,1,2,0,2,0,0,2,1,0,1,1,0,0,0,0,승차,02272,7111004000,성산리2,2019-01-01,10,대구광역시 달성군 화원읍
0,1,2,1,3,3,2,5,7,2,3,2,5,7,0,0,4,0,0,승차,00869,7041052000,성산중학교앞,2019-01-01,47,대구광역시 달서구 이곡1동
0,1,0,1,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,하차,00869,7041052000,성산중학교앞,2019-01-01,6,대구광역시 달서구 이곡1동
0,0,0,2,1,0,2,1,0,2,3,0,3,0,0,2,1,0,0,승차,00870,7041051900,성산초등학교앞,2019-01-01,17,대구광역시 달서구 이곡1동
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,하차,00870,7041051900,성산초등학교앞,2019-01-01,1,대구광역시 달서구 이곡1동
0,1,0,1,0,0,1,2,1,1,2,0,4,7,5,0,3,6,0,승차,00856,7041013300,성서119안전센터건너,2019-01-01,34,대구광역시 달서구 이곡1동
0,3,2,1,5,3,3,0,4,4,3,2,5,1,4,0,3,2,0,하차,00856,7041013300,성서119안전센터건너,2019-01-01,45,대구광역시 달서구 이곡1동
1,12,15,14,10,6,4,6,22,12,15,29,19,24,17,15,22,13,0,승차,00851,7041013200,성서119안전센터앞,2019-01-01,256,대구광역시 달서구 이곡2동
0,0,0,1,0,2,1,0,0,0,1,0,1,0,1,0,0,0,0,하차,00851,7041013200,성서119안전센터앞,2019-01-01,7,대구광역시 달서구 이곡2동
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,하차,01646,7041053000,성서4차산업단지앞1,2019-01-01,2,대구광역시 달서구 월성2동
0,1,0,0,1,0,1,1,3,1,5,3,3,0,0,1,2,0,0,승차,02999,7041058700,성서4차산업단지앞2,2019-01-01,22,대구광역시 달서구 월성2동
0,2,0,0,1,1,3,0,0,1,0,0,0,0,1,0,2,0,0,하차,02999,7041058700,성서4차산업단지앞2,2019-01-01,11,대구광역시 달서구 월성2동
0,0,0,2,2,0,0,1,1,4,0,0,3,2,1,0,0,0,0,승차,03954,7041060500,성서국민체육센터앞,2019-01-01,16,대구광역시 달서구 이곡2동
0,1,0,0,0,0,0,1,0,1,0,0,1,1,2,1,0,0,0,하차,03954,7041060500,성서국민체육센터앞,2019-01-01,8,대구광역시 달서구 이곡2동
1,5,3,7,3,8,11,12,13,5,16,9,9,7,7,4,4,2,0,승차,02564,7041009200,성서농협남부지소,2019-01-01,126,대구광역시 달서구 본동
0,2,0,1,1,4,2,3,2,1,5,4,1,1,1,1,3,2,0,하차,02564,7041009200,성서농협남부지소,2019-01-01,34,대구광역시 달서구 본동
0,0,0,2,9,5,0,1,0,1,2,1,0,8,3,2,4,2,0,승차,00874,7041004000,성서동서서한타운건너,2019-01-01,40,대구광역시 달서구 이곡2동
0,1,0,0,0,2,1,2,0,0,1,1,0,0,0,2,0,0,0,하차,00874,7041004000,성서동서서한타운건너,2019-01-01,10,대구광역시 달서구 이곡2동
1,3,3,5,2,5,11,5,1,7,1,9,5,3,5,4,2,0,0,승차,00875,7041004100,성서동서서한타운앞,2019-01-01,72,대구광역시 달서구 이곡2동
0,1,0,1,0,0,1,2,0,0,0,0,0,1,0,0,1,1,0,하차,00875,7041004100,성서동서서한타운앞,2019-01-01,8,대구광역시 달서구 이곡2동
2,1,1,3,12,3,6,5,5,6,2,5,4,9,1,1,1,1,0,승차,02080,7041003500,성서보성타운2차건너1,2019-01-01,68,대구광역시 달서구 용산2동
0,0,1,0,1,1,2,2,1,1,0,0,1,1,2,0,0,1,0,하차,02080,7041003500,성서보성타운2차건너1,2019-01-01,14,대구광역시 달서구 용산2동
0,0,0,0,0,1,2,2,0,1,0,0,0,1,0,0,2,0,0,승차,01361,7041052600,성서보성타운2차건너2,2019-01-01,9,대구광역시 달서구 용산2동
0,1,5,2,5,1,3,6,3,7,5,3,3,10,5,3,4,5,1,승차,02081,7041003400,성서보성타운2차앞,2019-01-01,72,대구광역시 달서구 용산2동
0,0,0,0,2,1,2,2,1,1,1,2,2,1,0,1,1,0,0,하차,02081,7041003400,성서보성타운2차앞,2019-01-01,17,대구광역시 달서구 용산2동
0,5,1,2,5,2,5,2,5,14,5,10,10,5,8,16,22,11,4,승차,05171,7041006800,성서산업단지역(1번출구),2019-01-01,132,대구광역시 달서구 이곡2동
0,0,4,1,1,3,1,6,4,6,1,3,1,4,2,0,0,4,1,하차,05171,7041006800,성서산업단지역(1번출구),2019-01-01,42,대구광역시 달서구 이곡2동
5,3,7,3,4,2,2,5,8,8,4,9,7,12,11,4,12,5,0,승차,00699,7041006700,성서산업단지역(2번출구),2019-01-01,111,대구광역시 달서구 이곡2동
0,0,0,2,0,3,1,5,4,4,8,5,7,4,3,1,2,2,0,하차,00699,7041006700,성서산업단지역(2번출구),2019-01-01,51,대구광역시 달서구 이곡2동
0,2,7,10,10,18,26,19,5,10,13,13,13,18,6,5,6,1,0,승차,02082,7041003900,성서서한2차타운1,2019-01-01,182,대구광역시 달서구 이곡2동
1,1,0,0,0,1,0,1,0,0,2,1,2,0,0,0,1,0,0,하차,02082,7041003900,성서서한2차타운1,2019-01-01,10,대구광역시 달서구 이곡2동
0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,승차,03145,7041005300,성서서한2차타운2,2019-01-01,4,대구광역시 달서구 이곡2동
0,2,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,하차,03145,7041005300,성서서한2차타운2,2019-01-01,7,대구광역시 달서구 이곡2동
0,1,2,2,1,0,1,2,0,2,3,0,1,1,0,3,0,1,0,승차,09242,7041035900,성서우방2차아파트,2019-01-01,20,대구광역시 달서구 용산2동
0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,하차,09242,7041035900,성서우방2차아파트,2019-01-01,6,대구광역시 달서구 용산2동
9,5,2,19,5,7,11,12,8,13,15,16,17,9,22,9,13,11,0,승차,00887,7041004800,성서우방타운건너,2019-01-01,203,대구광역시 달서구 이곡2동
0,3,0,2,4,1,4,2,1,8,8,7,5,1,2,2,0,2,0,하차,00887,7041004800,성서우방타운건너,2019-01-01,52,대구광역시 달서구 이곡2동
1,15,3,6,5,1,10,7,13,8,8,21,19,35,22,22,24,15,4,승차,00884,7041004900,성서우방타운앞,2019-01-01,239,대구광역시 달서구 이곡2동
0,3,0,2,3,2,2,2,6,3,4,6,6,5,4,3,6,1,0,하차,00884,7041004900,성서우방타운앞,2019-01-01,58,대구광역시 달서구 이곡2동
0,1,1,0,3,0,1,1,0,2,2,0,3,3,2,1,7,2,1,승차,00888,7041005000,성서우체국건너,2019-01-01,30,대구광역시 달서구 이곡2동
1,1,2,0,1,2,0,0,2,1,0,0,1,0,1,1,0,0,0,하차,00888,7041005000,성서우체국건너,2019-01-01,13,대구광역시 달서구 이곡2동
0,0,0,2,0,0,3,0,2,3,1,0,0,1,2,2,0,4,0,승차,00889,7041005100,성서우체국앞,2019-01-01,20,대구광역시 달서구 이곡1동
1,1,0,2,0,0,0,2,0,1,0,1,2,2,0,0,0,2,0,하차,00889,7041005100,성서우체국앞,2019-01-01,14,대구광역시 달서구 이곡1동
0,22,1,6,6,9,13,16,16,19,29,40,27,27,39,36,37,37,6,승차,00900,7041000700,성서종합시장건너,2019-01-01,386,대구광역시 달서구 신당동
0,3,1,4,5,4,5,13,6,16,10,11,13,10,5,9,7,9,0,하차,00900,7041000700,성서종합시장건너,2019-01-01,131,대구광역시 달서구 신당동
17,15,18,15,26,24,24,25,40,51,42,64,53,57,66,53,62,69,0,승차,02085,7041000600,성서종합시장앞,2019-01-01,721,대구광역시 달서구 신당동
0,0,2,5,4,7,8,9,9,4,12,12,7,5,7,7,3,7,0,하차,02085,7041000600,성서종합시장앞,2019-01-01,108,대구광역시 달서구 신당동
3,5,8,1,6,4,8,3,7,4,3,6,10,5,2,6,6,2,0,승차,09102,7041002000,성서주공1단지건너,2019-01-01,89,대구광역시 달서구 신당동
1,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,하차,09102,7041002000,성서주공1단지건너,2019-01-01,6,대구광역시 달서구 신당동
1,2,0,0,1,6,3,1,4,2,3,1,3,2,0,0,0,0,0,승차,09105,7041002100,성서주공1단지앞,2019-01-01,29,대구광역시 달서구 신당동
0,4,0,2,0,1,1,0,0,4,4,1,1,3,0,0,0,1,0,하차,09105,7041002100,성서주공1단지앞,2019-01-01,22,대구광역시 달서구 신당동
11,13,20,29,41,39,51,35,66,49,49,53,47,37,40,38,18,20,0,승차,02307,7041004500,성서주공2단지앞,2019-01-01,656,대구광역시 달서구 신당동
0,0,0,1,1,2,4,5,3,7,6,4,4,5,2,2,1,1,0,하차,02307,7041004500,성서주공2단지앞,2019-01-01,48,대구광역시 달서구 신당동
0,0,1,1,3,1,1,2,2,6,0,2,0,1,3,0,0,0,0,승차,02441,7041055000,성서주공5단지앞,2019-01-01,23,대구광역시 달서구 용산2동
0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,하차,02441,7041055000,성서주공5단지앞,2019-01-01,3,대구광역시 달서구 용산2동
1,2,4,11,5,10,13,19,18,17,15,15,16,8,12,12,3,6,1,승차,01138,7041006400,성서청구타운건너,2019-01-01,188,대구광역시 달서구 용산2동
0,0,0,2,0,1,2,0,0,1,1,1,3,4,1,0,2,0,0,하차,01138,7041006400,성서청구타운건너,2019-01-01,18,대구광역시 달서구 용산2동
0,3,1,7,9,3,1,9,7,7,3,4,2,7,8,6,3,0,0,승차,05016,7041051200,성서청구타운앞,2019-01-01,80,대구광역시 달서구 용산2동
0,0,0,0,0,1,1,0,3,1,4,2,1,0,0,1,0,1,1,하차,05016,7041051200,성서청구타운앞,2019-01-01,16,대구광역시 달서구 용산2동
0,2,4,1,6,4,5,4,16,2,4,3,2,2,2,1,0,1,0,승차,02079,7041007200,성서초등학교건너,2019-01-01,59,대구광역시 달서구 이곡1동
1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,하차,02079,7041007200,성서초등학교건너,2019-01-01,4,대구광역시 달서구 이곡1동
0,0,1,1,0,0,0,1,0,0,0,2,1,0,0,1,0,0,0,하차,00687,7041007100,성서초등학교앞,2019-01-01,7,대구광역시 달서구 이곡1동
1,7,2,4,10,12,14,11,8,7,5,7,5,3,6,4,4,0,0,승차,00878,7041036000,성서푸른마을아파트건너,2019-01-01,110,대구광역시 달서구 이곡1동
0,4,0,0,0,1,2,2,1,3,2,0,4,0,1,1,0,0,0,하차,00878,7041036000,성서푸른마을아파트건너,2019-01-01,21,대구광역시 달서구 이곡1동
0,1,0,2,0,6,3,0,3,4,2,7,1,4,6,8,0,0,0,승차,00873,7041003800,성서푸른마을아파트앞,2019-01-01,47,대구광역시 달서구 이곡1동
0,2,1,1,0,2,1,0,1,0,1,3,1,1,2,6,2,5,0,하차,00873,7041003800,성서푸른마을아파트앞,2019-01-01,29,대구광역시 달서구 이곡1동
0,1,0,1,0,0,1,0,2,1,4,1,2,8,0,0,1,2,0,승차,00877,7041005200,성서한샘타운앞,2019-01-01,24,대구광역시 달서구 이곡1동
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,하차,00877,7041005200,성서한샘타운앞,2019-01-01,3,대구광역시 달서구 이곡1동
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,승차,01173,7041039800,성서협업단지건너,2019-01-01,2,대구광역시 달서구 신당동
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,하차,01173,7041039800,성서협업단지건너,2019-01-01,1,대구광역시 달서구 신당동
0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,승차,01169,7041039900,성서협업단지앞,2019-01-01,2,대구광역시 달서구 신당동
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,하차,01169,7041039900,성서협업단지앞,2019-01-01,1,대구광역시 달서구 신당동
0,0,0,2,2,2,0,0,3,0,0,0,2,0,2,0,0,0,0,승차,02407,7111023600,성요셉요양병원건너,2019-01-01,13,대구광역시 달성군 논공읍
0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,2,1,0,하차,02407,7111023600,성요셉요양병원건너,2019-01-01,7,대구광역시 달성군 논공읍
0,0,1,0,0,0,0,2,0,1,2,1,0,0,1,0,1,0,0,승차,02408,7111023700,성요셉요양병원앞,2019-01-01,9,대구광역시 달성군 논공읍
0,8,0,0,2,1,0,1,1,0,0,3,1,0,0,0,0,0,0,하차,02408,7111023700,성요셉요양병원앞,2019-01-01,17,대구광역시 달성군 논공읍
0,2,1,2,0,0,2,0,3,0,0,0,0,3,4,2,0,0,0,승차,02669,7111007600,성원아파트건너,2019-01-01,19,대구광역시 달성군 논공읍
0,0,0,0,0,0,0,0,1,0,1,0,1,4,0,0,0,0,0,하차,02669,7111007600,성원아파트건너,2019-01-01,7,대구광역시 달성군 논공읍
2,5,3,7,5,3,17,5,13,9,6,11,7,0,2,1,0,3,0,승차,02668,7111007500,성원아파트앞,2019-01-01,99,대구광역시 달성군 논공읍
0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,하차,02668,7111007500,성원아파트앞,2019-01-01,5,대구광역시 달성군 논공읍
0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,하차,01190,7111011400,성주사건너,2019-01-01,2,대구광역시 달성군 다사읍
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,승차,01189,7111010900,성주사앞,2019-01-01,1,대구광역시 달성군 다사읍
0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,하차,01189,7111010900,성주사앞,2019-01-01,3,대구광역시 달성군 다사읍
1,2,1,1,3,1,3,2,2,3,7,4,2,6,2,1,1,3,0,승차,05127,7041005900,성지중학교건너,2019-01-01,45,대구광역시 달서구 용산2동
0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,2,0,0,0,하차,05127,7041005900,성지중학교건너,2019-01-01,7,대구광역시 달서구 용산2동
3,2,0,2,2,4,5,5,2,4,5,5,4,2,3,1,2,0,0,승차,05015,7041005800,성지중학교앞,2019-01-01,51,대구광역시 달서구 이곡1동
1,2,5,4,1,9,9,12,3,10,5,12,3,0,6,3,0,1,1,하차,05015,7041005800,성지중학교앞,2019-01-01,87,대구광역시 달서구 이곡1동
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,승차,01515,7111023900,성하리,2019-01-01,1,대구광역시 달성군 현풍면
0,2,0,1,0,0,1,2,0,1,0,2,0,0,0,0,0,0,0,하차,01515,7111023900,성하리,2019-01-01,9,대구광역시 달성군 현풍면
3,2,2,9,11,9,8,5,5,18,5,12,6,8,6,2,1,2,0,승차,09028,7021028200,성화여고건너,2019-01-01,114,대구광역시 북구 복현2동
0,0,0,1,2,0,2,0,0,2,1,0,2,1,0,0,0,0,0,하차,09028,7021028200,성화여고건너,2019-01-01,11,대구광역시 북구 복현2동
0,1,0,2,2,5,4,5,0,7,5,4,7,7,2,5,1,8,2,승차,09027,7021028300,성화여고앞,2019-01-01,67,대구광역시 북구 복현2동
0,2,2,0,7,3,1,6,1,2,7,7,2,7,4,3,3,5,0,하차,09027,7021028300,성화여고앞,2019-01-01,62,대구광역시 북구 복현2동
1,2,4,6,4,9,7,8,14,10,12,5,13,6,4,10,7,3,0,승차,02566,7041031500,세강병원앞,2019-01-01,125,대구광역시 달서구 송현2동
7,14,15,26,19,27,23,35,29,31,33,29,33,28,25,22,11,14,0,하차,02566,7041031500,세강병원앞,2019-01-01,421,대구광역시 달서구 송현2동
0,7,5,13,9,6,7,9,3,8,2,6,2,7,12,7,7,1,2,승차,01180,7041037600,세원정공건너,2019-01-01,113,대구광역시 달서구 신당동
0,1,0,0,3,1,1,1,3,3,2,0,1,2,2,1,2,0,0,하차,01180,7041037600,세원정공건너,2019-01-01,23,대구광역시 달서구 신당동
0,0,0,2,3,1,0,2,7,2,0,4,5,1,3,1,1,0,0,승차,01183,7041001300,세원정공앞,2019-01-01,32,대구광역시 달서구 신당동
0,1,0,1,3,0,3,1,9,2,3,7,5,1,5,2,10,1,0,하차,01183,7041001300,세원정공앞,2019-01-01,54,대구광역시 달서구 신당동
0,0,2,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,승차,02952,7111044600,세천고개1,2019-01-01,6,대구광역시 달성군 다사읍
0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,승차,02953,7111044900,세천고개2,2019-01-01,3,대구광역시 달성군 다사읍
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,하차,02953,7111044900,세천고개2,2019-01-01,1,대구광역시 달성군 다사읍
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,승차,05166,7111044700,세천리2,2019-01-01,1,대구광역시 달성군 다사읍
0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,승차,02910,7111044800,세천리3,2019-01-01,5,대구광역시 달성군 다사읍
0,4,1,4,2,4,3,2,2,12,4,1,3,3,0,2,3,2,1,승차,03914,7111070300,세천초등학교건너,2019-01-01,53,대구광역시 달성군 다사읍
0,2,0,0,0,0,0,3,1,2,0,0,0,0,2,2,0,0,0,하차,03914,7111070300,세천초등학교건너,2019-01-01,12,대구광역시 달성군 다사읍
6,15,10,12,8,16,23,32,30,18,22,28,25,22,15,9,8,13,0,승차,03913,7111070400,세천초등학교앞,2019-01-01,312,대구광역시 달성군 다사읍
0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,하차,03913,7111070400,세천초등학교앞,2019-01-01,4,대구광역시 달성군 다사읍
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,하차,02758,7111065400,세하앞,2019-01-01,2,대구광역시 달성군 유가면
0,0,0,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,승차,01803,7041043900,세흥인쇄,2019-01-01,5,대구광역시 달서구 월성2동
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,하차,01803,7041043900,세흥인쇄,2019-01-01,1,대구광역시 달서구 월성2동
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,승차,,3600108300,소라아파트 앞,2019-01-01,2,경상북도 경산시 
0,0,0,3,0,2,0,0,6,5,4,9,1,3,9,0,0,1,0,승차,01623,7061035200,소선여중건너,2019-01-01,43,대구광역시 수성구 만촌3동
0,2,2,3,2,3,0,0,4,3,2,3,1,4,2,0,1,0,0,하차,01623,7061035200,소선여중건너,2019-01-01,32,대구광역시 수성구 만촌3동
0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,승차,02955,7061058000,소선여중앞,2019-01-01,3,대구광역시 수성구 만촌3동
0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,하차,02955,7061058000,소선여중앞,2019-01-01,5,대구광역시 수성구 만촌3동
0,0,0,1,3,3,0,2,2,1,4,1,1,2,0,5,10,0,0,승차,00477,7011002800,솔렌스힐건너,2019-01-01,35,대구광역시 동구 신천3동
0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,하차,00477,7011002800,솔렌스힐건너,2019-01-01,4,대구광역시 동구 신천3동
0,3,0,2,0,0,3,3,3,2,0,1,1,0,1,1,1,0,0,승차,00474,7011002700,솔렌스힐앞,2019-01-01,21,대구광역시 동구 신천3동
0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,하차,00474,7011002700,솔렌스힐앞,2019-01-01,2,대구광역시 동구 신천3동
0,0,0,0,0,1,0,0,4,0,3,3,5,0,0,0,0,0,0,승차,00489,7111052600,솔밭기세길입구,2019-01-01,16,대구광역시 달성군 옥포면
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,하차,00489,7111052600,솔밭기세길입구,2019-01-01,1,대구광역시 달성군 옥포면
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,하차,01850,7111018200,솔비식당입구,2019-01-01,1,대구광역시 달성군 논공읍
0,0,1,0,3,0,0,5,0,1,0,0,0,0,1,0,0,0,0,승차,01951,7111018100,솔비식당입구맞은편,2019-01-01,11,대구광역시 달성군 논공읍
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,승차,05738,7181001400,송림마을(칠곡군),2019-01-01,1,경상북도 칠곡군 
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,하차,05732,7181000700,송림사입구건너(칠곡군),2019-01-01,2,경상북도 칠곡군 
0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,승차,05731,7181000600,송림사입구앞(칠곡군),2019-01-01,3,경상북도 칠곡군 
1,1,5,8,8,11,16,11,19,11,13,24,10,5,8,3,4,1,0,승차,02246,7061008800,송원맨션건너,2019-01-01,159,대구광역시 수성구 파동
0,0,1,0,1,2,3,2,0,2,1,2,2,2,1,0,1,0,0,하차,02246,7061008800,송원맨션건너,2019-01-01,20,대구광역시 수성구 파동
0,2,1,2,5,4,5,4,7,5,8,3,3,6,3,5,0,2,2,승차,09096,7061008700,송원맨션앞,2019-01-01,67,대구광역시 수성구 파동
0,0,0,0,0,2,0,3,1,1,2,0,2,0,1,2,0,0,0,하차,09096,7061008700,송원맨션앞,2019-01-01,14,대구광역시 수성구 파동
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,하차,04687,7011031800,송정동1,2019-01-01,1,대구광역시 동구 공산동
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,승차,05420,7111047200,송정마을2,2019-01-01,1,대구광역시 달성군 가창면
1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,승차,01270,7011032200,송정삼거리1,2019-01-01,4,대구광역시 동구 안심3.4동
0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,하차,01270,7011032200,송정삼거리1,2019-01-01,4,대구광역시 동구 안심3.4동
0,4,0,0,0,0,0,0,1,0,0,5,0,0,0,0,5,0,0,승차,01293,7011034300,송정삼거리2,2019-01-01,15,대구광역시 동구 안심3.4동
0,0,0,0,0,0,0,1,1,0,1,0,2,2,0,0,2,0,2,하차,01293,7011034300,송정삼거리2,2019-01-01,11,대구광역시 동구 안심3.4동
1,2,0,0,5,2,0,6,3,6,2,10,0,6,2,1,2,0,0,승차,01269,7011019200,송정삼거리3,2019-01-01,48,대구광역시 동구 안심3.4동
0,0,0,1,4,2,1,0,0,1,0,1,0,0,1,0,1,0,0,하차,01269,7011019200,송정삼거리3,2019-01-01,12,대구광역시 동구 안심3.4동
0,14,0,0,0,1,0,0,0,0,1,0,6,2,0,3,0,0,0,승차,01268,7011019300,송정삼거리4,2019-01-01,27,대구광역시 동구 안심3.4동
0,0,1,0,0,1,0,4,0,3,0,0,0,0,0,3,0,0,0,하차,01268,7011019300,송정삼거리4,2019-01-01,12,대구광역시 동구 안심3.4동
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,승차,02876,7011055000,송정삼거리4-1,2019-01-01,1,대구광역시 동구 안심3.4동
0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,승차,,7181073500,송학2리사거리입구,2019-01-01,2,경상북도 칠곡군 
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,승차,05758,7181003700,송학교입구,2019-01-01,4,경상북도 경산시 
0,3,6,7,9,5,3,3,4,4,6,9,7,8,3,11,4,1,0,승차,09120,7041027600,송현1동치안센터건너,2019-01-01,93,대구광역시 달서구 송현2동
0,0,0,1,1,1,0,1,2,1,1,0,1,3,0,1,1,1,1,하차,09120,7041027600,송현1동치안센터건너,2019-01-01,16,대구광역시 달서구 송현2동
0,0,0,0,0,0,2,0,0,1,0,0,0,1,1,0,2,1,0,승차,00582,7041016400,송현2동행정복지센터건너,2019-01-01,8,대구광역시 달서구 본동
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,하차,00582,7041016400,송현2동행정복지센터건너,2019-01-01,2,대구광역시 달서구 본동
0,0,0,1,0,1,2,1,0,0,1,1,4,1,0,0,1,0,0,하차,00593,7041028000,송현공원건너,2019-01-01,13,대구광역시 달서구 송현1동
0,0,1,1,1,2,1,2,1,0,1,1,0,0,0,1,0,1,0,승차,00594,7041028100,송현공원앞,2019-01-01,13,대구광역시 달서구 송현1동
1,0,0,1,1,0,2,3,3,1,3,6,2,2,0,1,1,1,0,하차,00594,7041028100,송현공원앞,2019-01-01,28,대구광역시 달서구 송현1동
0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,승차,00988,7041028400,송현교,2019-01-01,3,대구광역시 달서구 송현1동
0,0,0,2,1,5,4,3,2,0,3,2,1,0,0,0,0,0,0,승차,00803,7041016500,송현여중고교건너,2019-01-01,23,대구광역시 달서구 송현2동
0,0,0,0,1,0,0,1,0,3,1,6,0,1,0,0,1,2,0,하차,00803,7041016500,송현여중고교건너,2019-01-01,16,대구광역시 달서구 송현2동
0,1,0,4,1,1,2,6,1,2,0,3,5,3,1,0,1,2,0,승차,00802,7041016600,송현여중고교앞,2019-01-01,33,대구광역시 달서구 송현2동
1,3,0,2,1,0,2,4,4,2,2,3,1,4,1,2,0,2,0,하차,00802,7041016600,송현여중고교앞,2019-01-01,34,대구광역시 달서구 송현2동
1,6,4,2,8,5,2,5,10,14,11,8,14,6,12,6,12,10,1,승차,09119,7041027400,송현역(1번출구),2019-01-01,137,대구광역시 달서구 송현2동
0,0,2,0,2,2,3,2,1,1,5,5,2,6,0,3,3,2,0,하차,09119,7041027400,송현역(1번출구),2019-01-01,39,대구광역시 달서구 송현2동
4,8,9,10,11,10,17,9,19,26,25,12,14,21,14,14,15,12,0,승차,05261,7041027500,송현역(2번출구),2019-01-01,250,대구광역시 달서구 송현2동
2,1,2,2,1,2,3,2,2,5,4,4,3,4,1,2,1,1,0,하차,05261,7041027500,송현역(2번출구),2019-01-01,42,대구광역시 달서구 송현2동
1,10,4,10,18,6,14,9,21,18,10,18,14,22,12,13,13,13,0,승차,05210,7041027300,송현역(3번출구),2019-01-01,226,대구광역시 달서구 송현2동
1,5,6,6,15,9,14,23,18,23,12,13,11,7,5,5,8,3,0,하차,05210,7041027300,송현역(3번출구),2019-01-01,184,대구광역시 달서구 송현2동
1,5,0,2,6,1,0,6,8,3,4,9,3,3,3,4,6,2,1,승차,09118,7041027200,송현역(4번출구),2019-01-01,67,대구광역시 달서구 송현2동
0,1,0,1,4,6,3,4,4,6,4,4,1,4,0,2,4,0,0,하차,09118,7041027200,송현역(4번출구),2019-01-01,48,대구광역시 달서구 송현2동
1,0,5,2,4,3,7,3,5,6,8,3,5,5,3,1,2,3,0,승차,00584,7041027000,송현제림타운건너,2019-01-01,66,대구광역시 달서구 송현2동
0,3,2,8,2,14,9,7,14,15,13,5,4,8,4,1,4,0,0,하차,00584,7041027000,송현제림타운건너,2019-01-01,113,대구광역시 달서구 송현2동
