05시,06시,07시,08시,09시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시,구분,모바일번호,일자,정류소명,정류소번호,합계,행정구역
1,4,4,3,6,3,11,11,14,10,8,5,9,5,10,8,5,4,1,하차,536,2021-01-01,공고네거리1,7011009400,122,대구광역시 동구 신암1동
2,2,3,6,5,2,2,7,4,1,4,6,8,3,1,4,4,2,0,승차,2053,2021-01-01,공고네거리2,7011009300,66,대구광역시 동구 신암3동
0,0,0,2,1,1,0,7,4,2,6,2,7,5,0,1,2,0,1,하차,2053,2021-01-01,공고네거리2,7011009300,41,대구광역시 동구 신암3동
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,하차,1598,2021-01-01,공군기지관사입구,7011030800,1,대구광역시 동구 해안동
0,1,3,3,2,7,1,3,4,8,10,6,8,7,7,10,5,2,0,승차,1038,2021-01-01,공단역1,7021018000,87,대구광역시 북구 노원3동
2,1,0,12,2,7,3,1,8,3,7,6,6,8,2,4,4,3,2,하차,1038,2021-01-01,공단역1,7021018000,81,대구광역시 북구 노원3동
0,9,8,0,7,6,12,11,10,7,8,13,13,13,5,7,2,4,0,승차,2332,2021-01-01,공단역2,7031014300,135,대구광역시 서구 비산7동
0,2,2,5,4,8,8,8,7,8,7,7,4,4,3,9,1,2,0,하차,2332,2021-01-01,공단역2,7031014300,89,대구광역시 서구 비산7동
0,0,0,1,1,1,1,4,0,0,2,2,4,0,1,0,0,1,0,하차,1832,2021-01-01,공단하수처리장건너,7111032200,18,대구광역시 달성군 논공읍
0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,승차,1831,2021-01-01,공단하수처리장앞,7111032100,2,대구광역시 달성군 논공읍
0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,하차,1831,2021-01-01,공단하수처리장앞,7111032100,2,대구광역시 달성군 논공읍
0,0,0,0,0,0,3,4,0,0,3,0,1,1,0,0,1,0,0,승차,1858,2021-01-01,공산댐건너,7011026300,13,대구광역시 동구 공산동
0,1,0,0,0,0,0,2,1,1,0,1,1,0,0,2,0,0,0,승차,1855,2021-01-01,공산동행정복지센터건너,7011001300,9,대구광역시 동구 공산동
0,1,0,0,0,0,2,0,0,0,0,1,0,1,1,0,0,0,1,하차,1855,2021-01-01,공산동행정복지센터건너,7011001300,7,대구광역시 동구 공산동
0,0,0,7,4,5,1,7,6,5,4,4,4,5,3,0,0,0,0,승차,5085,2021-01-01,공산동행정복지센터앞,7011001400,55,대구광역시 동구 공산동
0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,하차,5085,2021-01-01,공산동행정복지센터앞,7011001400,2,대구광역시 동구 공산동
0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,승차,1397,2021-01-01,공산초등학교건너,7011023000,2,대구광역시 동구 공산동
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하차,1397,2021-01-01,공산초등학교건너,7011023000,1,대구광역시 동구 공산동
1,0,2,1,2,4,4,2,4,2,3,0,3,4,0,4,1,0,0,승차,3114,2021-01-01,공산초등학교앞,7011023100,37,대구광역시 동구 공산동
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,하차,3114,2021-01-01,공산초등학교앞,7011023100,1,대구광역시 동구 공산동
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,승차,1497,2021-01-01,공산파출소,7011040200,1,대구광역시 동구 공산동
0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,2,0,하차,1497,2021-01-01,공산파출소,7011040200,7,대구광역시 동구 공산동
4,6,1,5,11,6,7,10,7,12,14,5,10,4,3,1,3,1,0,승차,169,2021-01-01,공항시장건너,7011012500,110,대구광역시 동구 지저동
0,2,0,0,1,0,0,0,0,0,2,0,1,1,0,0,4,2,0,하차,169,2021-01-01,공항시장건너,7011012500,13,대구광역시 동구 지저동
0,3,3,1,0,3,1,3,5,1,6,3,4,0,2,0,2,1,0,승차,170,2021-01-01,공항시장앞,7011012600,38,대구광역시 동구 지저동
0,0,0,1,2,1,3,2,0,2,4,0,1,2,1,4,1,0,0,하차,170,2021-01-01,공항시장앞,7011012600,24,대구광역시 동구 지저동
2,2,10,10,17,14,13,15,15,16,14,10,7,6,8,1,5,0,0,승차,5088,2021-01-01,과학마을청아람앞,7111059500,165,대구광역시 달성군 구지면
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하차,5088,2021-01-01,과학마을청아람앞,7111059500,1,대구광역시 달성군 구지면
1,1,6,8,9,13,10,7,23,36,26,28,19,40,22,17,35,41,1,승차,2235,2021-01-01,곽병원건너,7001006200,343,대구광역시 중구 성내2동
1,3,8,7,16,9,23,27,21,38,32,30,33,20,9,4,6,8,1,하차,2235,2021-01-01,곽병원건너,7001006200,296,대구광역시 중구 성내2동
1,1,4,7,3,4,8,9,14,7,22,18,19,15,21,10,29,11,1,승차,2391,2021-01-01,곽병원앞1,7001006300,204,대구광역시 중구 성내2동
0,1,3,2,0,3,11,4,5,9,12,6,8,4,1,3,3,2,0,하차,2391,2021-01-01,곽병원앞1,7001006300,77,대구광역시 중구 성내2동
1,0,2,2,2,3,5,4,2,9,5,7,8,9,4,11,15,6,1,승차,2229,2021-01-01,곽병원앞2,7001006100,96,대구광역시 중구 성내2동
0,0,0,1,3,4,4,3,3,1,1,3,2,2,0,2,0,2,1,하차,2229,2021-01-01,곽병원앞2,7001006100,32,대구광역시 중구 성내2동
0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,승차,2405,2021-01-01,관리공단,7111008600,2,대구광역시 달성군 논공읍
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,하차,2405,2021-01-01,관리공단,7111008600,1,대구광역시 달성군 논공읍
0,1,0,2,2,2,0,0,0,0,1,0,0,0,0,3,0,1,0,승차,1208,2021-01-01,관음공영주차장앞,7021041000,12,대구광역시 북구 관음동
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,하차,1208,2021-01-01,관음공영주차장앞,7021041000,2,대구광역시 북구 관음동
0,0,1,4,0,2,4,0,1,0,2,0,3,2,1,0,0,0,0,승차,1453,2021-01-01,관음농협앞,7021041100,20,대구광역시 북구 관음동
0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,하차,1453,2021-01-01,관음농협앞,7021041100,3,대구광역시 북구 관음동
0,0,0,0,0,1,3,0,1,1,0,1,1,0,0,0,2,0,0,승차,1454,2021-01-01,관음동행정복지센터건너,7021041300,10,대구광역시 북구 관음동
0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,하차,1454,2021-01-01,관음동행정복지센터건너,7021041300,4,대구광역시 북구 관음동
0,1,2,0,0,1,0,1,2,1,0,0,0,0,0,0,1,1,0,승차,1207,2021-01-01,관음동행정복지센터앞,7021044900,10,대구광역시 북구 관음동
0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,하차,1207,2021-01-01,관음동행정복지센터앞,7021044900,2,대구광역시 북구 관음동
0,2,1,8,5,5,0,4,1,2,3,3,3,3,1,1,0,0,0,승차,5162,2021-01-01,관음변전소1,7021001500,42,대구광역시 북구 관음동
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하차,5162,2021-01-01,관음변전소1,7021001500,1,대구광역시 북구 관음동
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,승차,1216,2021-01-01,관음변전소2,7021001400,1,대구광역시 북구 관음동
0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,하차,1216,2021-01-01,관음변전소2,7021001400,4,대구광역시 북구 관음동
0,0,0,2,0,1,0,0,0,0,0,3,0,1,1,0,0,0,0,승차,2756,2021-01-01,관음변전소3,7021054900,8,대구광역시 북구 관음동
0,0,2,0,1,0,0,1,0,1,0,2,1,1,0,0,2,0,0,승차,1452,2021-01-01,관음어린이집,7021041200,11,대구광역시 북구 관음동
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,하차,1452,2021-01-01,관음어린이집,7021041200,2,대구광역시 북구 관음동
0,0,0,0,2,0,0,0,0,0,2,1,1,0,1,1,1,0,0,승차,1206,2021-01-01,관음중학교(북편),7021044800,9,대구광역시 북구 관음동
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,하차,1206,2021-01-01,관음중학교(북편),7021044800,1,대구광역시 북구 관음동
0,1,3,6,4,8,5,4,8,5,8,14,14,4,6,2,1,2,0,승차,5197,2021-01-01,광명프레지던트아파트건너,7061014700,95,대구광역시 수성구 상동
1,1,2,2,2,1,5,4,1,8,5,6,8,4,3,6,5,5,0,하차,5197,2021-01-01,광명프레지던트아파트건너,7061014700,69,대구광역시 수성구 상동
0,2,5,4,5,4,8,6,8,12,9,14,13,9,7,12,12,7,1,승차,2278,2021-01-01,광장타운건너,7031004300,138,대구광역시 달서구 두류3동
0,0,3,2,1,2,2,2,1,3,1,2,3,2,1,1,2,2,0,하차,2278,2021-01-01,광장타운건너,7031004300,30,대구광역시 달서구 두류3동
1,4,3,2,3,2,0,7,3,9,7,2,9,12,6,11,13,6,1,승차,2114,2021-01-01,광장타운앞,7031004200,101,대구광역시 서구 내당4동
1,0,0,0,0,0,1,1,3,2,4,0,3,4,4,0,1,2,0,하차,2114,2021-01-01,광장타운앞,7031004200,26,대구광역시 서구 내당4동
2,1,1,0,2,4,2,6,0,4,5,2,3,1,1,2,0,1,0,승차,9131,2021-01-01,교대부설초등학교건너,7041020800,37,대구광역시 달서구 도원동
0,0,0,0,0,0,1,0,0,2,0,1,0,2,0,0,0,0,0,하차,9131,2021-01-01,교대부설초등학교건너,7041020800,6,대구광역시 달서구 도원동
0,0,0,0,0,0,0,1,0,1,0,1,0,1,2,0,3,1,0,하차,965,2021-01-01,교대부설초등학교앞,7041020900,10,대구광역시 달서구 도원동
0,1,0,0,1,0,2,6,0,1,1,3,1,3,1,3,4,1,0,승차,2148,2021-01-01,교동시장앞,7001010700,28,대구광역시 중구 성내1동
0,0,1,0,0,2,0,0,0,0,1,0,0,1,1,0,0,0,0,하차,2148,2021-01-01,교동시장앞,7001010700,6,대구광역시 중구 성내1동
0,0,0,1,2,0,0,0,0,0,0,2,1,2,1,0,0,0,0,승차,1205,2021-01-01,교동초등학교건너,7021041400,9,대구광역시 북구 읍내동
0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,하차,1205,2021-01-01,교동초등학교건너,7021041400,3,대구광역시 북구 읍내동
0,1,0,2,2,0,1,0,2,0,0,1,2,0,1,0,0,0,0,승차,1754,2021-01-01,교동초등학교앞,7021045000,12,대구광역시 북구 읍내동
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,하차,1754,2021-01-01,교동초등학교앞,7021045000,2,대구광역시 북구 읍내동
1,1,5,5,2,4,2,8,5,8,6,5,6,4,2,2,1,1,0,승차,352,2021-01-01,교통연수원,7061022000,68,대구광역시 수성구 지산1동
1,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,하차,352,2021-01-01,교통연수원,7061022000,5,대구광역시 수성구 지산1동
0,1,0,2,0,0,2,0,3,1,1,0,1,3,2,1,0,0,0,승차,353,2021-01-01,교통연수원건너,7061022100,17,대구광역시 수성구 지산1동
0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,하차,353,2021-01-01,교통연수원건너,7061022100,3,대구광역시 수성구 지산1동
0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,하차,2448,2021-01-01,교항2리마을입구,7111049500,2,대구광역시 달성군 옥포면
0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,승차,1816,2021-01-01,교항2리회관,7111017400,4,대구광역시 달성군 옥포면
1,2,3,7,7,5,7,9,15,16,5,8,6,3,9,1,4,2,0,승차,3859,2021-01-01,교항리건너,7111005500,110,대구광역시 달성군 옥포면
0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,1,0,1,0,하차,3859,2021-01-01,교항리건너,7111005500,6,대구광역시 달성군 옥포면
0,0,0,0,1,0,1,0,3,0,1,0,1,0,0,1,0,0,0,승차,9050,2021-01-01,교항리앞,7111005400,8,대구광역시 달성군 옥포면
0,0,0,0,0,0,1,2,2,2,5,0,3,1,2,1,1,2,0,하차,9050,2021-01-01,교항리앞,7111005400,22,대구광역시 달성군 옥포면
2,5,9,11,12,20,11,16,8,19,16,16,18,7,7,11,5,5,1,승차,2165,2021-01-01,구)대영학원건너,7031009400,199,대구광역시 서구 내당2.3동
0,2,0,2,1,1,6,2,7,4,2,5,3,5,3,4,2,3,0,하차,2165,2021-01-01,구)대영학원건너,7031009400,52,대구광역시 서구 내당2.3동
2,3,7,7,13,19,5,25,17,19,15,20,15,15,6,12,9,9,2,승차,2159,2021-01-01,구)대영학원앞,7031009500,220,대구광역시 서구 비산4동
3,4,2,5,5,5,12,9,5,6,7,6,7,3,5,1,2,5,0,하차,2159,2021-01-01,구)대영학원앞,7031009500,92,대구광역시 서구 비산4동
0,8,1,7,0,1,0,2,2,4,4,7,10,2,3,4,3,9,0,승차,2007,2021-01-01,구.남부정류장건너1,7061001700,67,대구광역시 수성구 만촌3동
0,0,3,3,3,2,3,4,5,4,4,10,8,6,7,5,10,2,0,하차,2007,2021-01-01,구.남부정류장건너1,7061001700,79,대구광역시 수성구 만촌3동
2,2,1,3,4,1,3,2,2,12,3,4,8,3,2,3,6,5,1,승차,5205,2021-01-01,구.남부정류장건너2,7061028700,67,대구광역시 수성구 만촌3동
2,2,0,1,4,1,4,1,3,4,3,5,0,3,3,2,3,1,0,하차,5205,2021-01-01,구.남부정류장건너2,7061028700,42,대구광역시 수성구 만촌3동
0,5,2,8,4,10,8,9,25,9,14,19,14,6,8,5,8,8,0,승차,2008,2021-01-01,구.남부정류장앞1,7061001800,162,대구광역시 수성구 만촌2동
0,1,0,1,1,1,4,5,5,5,6,4,4,2,3,3,3,1,0,하차,2008,2021-01-01,구.남부정류장앞1,7061001800,49,대구광역시 수성구 만촌2동
0,1,2,3,1,1,5,3,0,7,5,2,3,1,0,0,0,2,0,승차,9252,2021-01-01,구.남부정류장앞2,7061001900,36,대구광역시 수성구 만촌2동
0,0,1,2,1,2,1,0,0,0,1,0,0,1,1,1,3,0,0,하차,9252,2021-01-01,구.남부정류장앞2,7061001900,14,대구광역시 수성구 만촌2동
0,1,0,1,0,0,0,0,1,2,0,4,1,1,1,0,1,3,0,승차,3166,2021-01-01,구.대봉도서관건너,7001009100,16,대구광역시 중구 대봉2동
0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,하차,3166,2021-01-01,구.대봉도서관건너,7001009100,4,대구광역시 중구 대봉2동
0,1,0,1,1,1,2,3,3,2,1,4,1,4,0,1,4,1,0,승차,3165,2021-01-01,구.대봉도서관앞,7001009000,30,대구광역시 중구 대봉1동
0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,하차,3165,2021-01-01,구.대봉도서관앞,7001009000,3,대구광역시 중구 대봉1동
0,2,5,0,4,6,5,7,10,6,8,5,11,9,5,12,9,2,0,승차,2034,2021-01-01,구.동부정류장(메트로팔레스),7011004700,106,대구광역시 수성구 만촌1동
0,1,0,0,1,1,1,4,3,0,4,1,10,5,2,5,6,1,0,하차,2034,2021-01-01,구.동부정류장(메트로팔레스),7011004700,45,대구광역시 수성구 만촌1동
0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,승차,1599,2021-01-01,구둔산,7011036100,4,대구광역시 동구 해안동
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,승차,1984,2021-01-01,구룡촌앞,7111051900,1,대구광역시 달성군 가창면
1,6,5,6,2,2,4,2,6,7,10,5,5,10,3,5,2,7,0,승차,933,2021-01-01,구병원건너,7041008500,88,대구광역시 달서구 감삼동
0,1,2,1,0,1,3,1,2,4,2,6,3,7,2,2,2,1,0,하차,933,2021-01-01,구병원건너,7041008500,40,대구광역시 달서구 감삼동
1,0,12,14,3,9,11,6,3,16,13,16,13,10,6,11,10,2,0,승차,2277,2021-01-01,구병원앞,7041008400,156,대구광역시 달서구 감삼동
1,0,2,0,0,1,6,11,10,9,14,5,4,5,2,4,2,1,0,하차,2277,2021-01-01,구병원앞,7041008400,77,대구광역시 달서구 감삼동
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,하차,2714,2021-01-01,구삼폭포건너,7111049300,1,대구광역시 달성군 가창면
0,0,2,1,1,1,2,2,2,1,0,0,3,1,3,0,0,0,0,승차,5329,2021-01-01,구암가구골목1,7021008000,19,대구광역시 북구 구암동
0,0,0,1,0,2,0,0,2,0,0,0,2,1,0,0,0,0,0,하차,5329,2021-01-01,구암가구골목1,7021008000,8,대구광역시 북구 구암동
0,0,0,2,0,0,1,0,0,2,0,3,0,0,0,0,0,0,1,승차,9278,2021-01-01,구암가구골목2,7021008100,9,대구광역시 북구 구암동
0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,하차,9278,2021-01-01,구암가구골목2,7021008100,3,대구광역시 북구 구암동
0,1,2,1,2,4,0,1,0,2,4,1,2,2,1,1,5,0,0,승차,1797,2021-01-01,구암교1,7021008400,29,대구광역시 북구 태전2동
0,0,0,1,1,1,1,3,0,1,2,0,0,1,1,0,0,0,0,하차,1797,2021-01-01,구암교1,7021008400,12,대구광역시 북구 태전2동
0,0,0,0,0,0,1,1,1,0,2,1,2,6,4,2,5,3,0,승차,1775,2021-01-01,구암교2,7021008500,28,대구광역시 북구 태전2동
0,0,0,0,1,0,0,0,0,0,1,0,2,0,1,0,0,1,0,하차,1775,2021-01-01,구암교2,7021008500,6,대구광역시 북구 태전2동
0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,승차,2362,2021-01-01,구암동1,7011022400,3,대구광역시 동구 공산동
0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,하차,2362,2021-01-01,구암동1,7011022400,3,대구광역시 동구 공산동
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,승차,2373,2021-01-01,구암동2,7011022500,1,대구광역시 동구 공산동
0,0,0,0,0,0,2,0,0,2,1,0,0,0,0,0,0,0,0,하차,2373,2021-01-01,구암동2,7011022500,5,대구광역시 동구 공산동
0,1,1,1,4,3,4,1,2,2,0,1,2,1,3,0,2,2,0,승차,1768,2021-01-01,구암역(운전면허시험장)1,7021008200,30,대구광역시 북구 구암동
0,0,0,1,1,1,0,0,1,1,0,0,2,0,0,0,0,0,0,하차,1768,2021-01-01,구암역(운전면허시험장)1,7021008200,7,대구광역시 북구 구암동
0,1,1,2,1,1,0,2,0,1,0,2,0,0,0,2,0,0,0,승차,9214,2021-01-01,구암역(운전면허시험장)2,7021008300,13,대구광역시 북구 태전2동
0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,하차,9214,2021-01-01,구암역(운전면허시험장)2,7021008300,2,대구광역시 북구 태전2동
0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,승차,5157,2021-01-01,구암초등학교건너,7021007500,4,대구광역시 북구 구암동
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,하차,5157,2021-01-01,구암초등학교건너,7021007500,3,대구광역시 북구 구암동
0,1,0,1,0,2,4,1,0,1,0,1,0,0,0,0,0,0,0,승차,9034,2021-01-01,구암초등학교앞,7021007400,11,대구광역시 북구 구암동
0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,하차,9034,2021-01-01,구암초등학교앞,7021007400,2,대구광역시 북구 구암동
0,0,0,1,0,0,0,0,2,1,2,0,1,0,1,0,0,0,0,승차,3536,2021-01-01,구지면사무소건너,7111041200,8,대구광역시 달성군 구지면
0,0,0,0,2,0,1,0,0,0,2,0,0,0,0,0,0,0,0,하차,3536,2021-01-01,구지면사무소건너,7111041200,5,대구광역시 달성군 구지면
0,1,3,0,1,2,0,0,0,0,1,0,1,0,2,1,0,0,0,승차,3537,2021-01-01,구지면사무소앞,7111041300,12,대구광역시 달성군 구지면
0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,하차,3537,2021-01-01,구지면사무소앞,7111041300,3,대구광역시 달성군 구지면
0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,하차,4120,2021-01-01,구지중학교건너,7111077500,3,대구광역시 달성군 구지면
0,0,2,0,0,0,2,0,0,1,6,0,0,1,0,1,1,0,0,승차,4121,2021-01-01,구지중학교앞,7111077400,14,대구광역시 달성군 구지면
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,승차,2734,2021-01-01,국가물산업클러스터건너,7111060000,2,대구광역시 달성군 구지면
0,0,2,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,하차,2734,2021-01-01,국가물산업클러스터건너,7111060000,6,대구광역시 달성군 구지면
0,0,0,0,0,0,0,2,0,0,0,2,0,0,1,1,0,0,0,승차,2735,2021-01-01,국가물산업클러스터앞,7111060100,6,대구광역시 달성군 구지면
0,0,0,0,0,0,1,0,0,3,0,0,0,1,0,0,1,0,0,하차,2735,2021-01-01,국가물산업클러스터앞,7111060100,6,대구광역시 달성군 구지면
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,승차,4859,2021-01-01,국가산단반도유보라1차,7111044100,1,대구광역시 달성군 구지면
0,0,1,0,1,1,0,0,0,0,1,0,3,2,5,2,1,1,0,하차,4859,2021-01-01,국가산단반도유보라1차,7111044100,18,대구광역시 달성군 구지면
0,0,1,2,2,1,3,0,1,2,4,2,3,0,0,0,0,1,0,승차,4860,2021-01-01,국가산단반도유보라2차,7111044200,22,대구광역시 달성군 구지면
1,1,0,2,2,0,2,2,1,3,0,5,0,1,0,0,0,1,0,승차,4216,2021-01-01,국가산단반도유보라3차건너,7111079400,21,대구광역시 달성군 구지면
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,승차,4215,2021-01-01,국가산단반도유보라3차앞,7111079500,2,대구광역시 달성군 구지면
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,하차,4215,2021-01-01,국가산단반도유보라3차앞,7111079500,2,대구광역시 달성군 구지면
2,0,1,6,2,1,1,3,0,3,2,1,0,2,0,1,0,0,0,승차,4162,2021-01-01,국가산단서한이다음,7111078600,25,대구광역시 달성군 현풍면
0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,하차,4161,2021-01-01,국가산단서한이다음건너,7111078700,4,대구광역시 달성군 현풍면
0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,승차,4123,2021-01-01,국립대구과학관앞,7111077200,2,대구광역시 달성군 유가면
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,승차,5275,2021-01-01,국립대구과학관정문건너,7111065100,2,대구광역시 달성군 유가면
1,2,4,6,4,6,2,6,7,10,5,7,4,7,2,2,3,2,0,승차,752,2021-01-01,국립대구박물관건너,7061017800,80,대구광역시 수성구 황금1동
0,1,0,1,0,0,2,2,0,2,1,2,1,3,1,1,0,0,0,하차,752,2021-01-01,국립대구박물관건너,7061017800,17,대구광역시 수성구 황금1동
0,0,2,0,3,4,4,2,9,12,12,9,2,3,3,3,3,1,1,승차,694,2021-01-01,국립대구박물관앞,7061017900,73,대구광역시 수성구 황금1동
0,0,2,2,0,1,0,1,1,3,1,6,1,3,2,0,3,1,2,하차,694,2021-01-01,국립대구박물관앞,7061017900,29,대구광역시 수성구 황금1동
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,승차,192,2021-01-01,국립신암선열공원건너,7011008500,1,대구광역시 동구 신암4동
3,0,4,5,2,3,3,7,4,5,4,2,2,2,5,4,0,1,0,하차,192,2021-01-01,국립신암선열공원건너,7011008500,56,대구광역시 동구 신암4동
0,0,1,0,0,1,0,0,2,0,1,0,0,2,0,0,1,0,0,승차,5048,2021-01-01,국립신암선열공원앞,7011008400,8,대구광역시 동구 신암5동
0,1,0,1,0,0,0,2,0,0,0,0,1,1,0,2,0,1,0,하차,5048,2021-01-01,국립신암선열공원앞,7011008400,9,대구광역시 동구 신암5동
1,3,5,8,13,7,13,11,11,18,9,13,15,20,9,7,12,7,0,승차,905,2021-01-01,국민건강보험공단건너,7041024300,182,대구광역시 달서구 두류3동
0,1,0,1,1,2,6,4,1,5,2,1,0,2,1,0,2,0,0,하차,905,2021-01-01,국민건강보험공단건너,7041024300,29,대구광역시 달서구 두류3동
1,2,0,6,8,1,6,7,4,5,7,9,13,12,7,3,8,4,1,승차,904,2021-01-01,국민건강보험공단앞,7041024400,104,대구광역시 달서구 두류3동
0,3,3,4,2,8,2,5,4,5,5,2,9,7,4,0,4,3,1,하차,904,2021-01-01,국민건강보험공단앞,7041024400,71,대구광역시 달서구 두류3동
1,1,2,2,3,3,1,3,5,7,0,9,3,5,9,2,9,1,0,승차,9283,2021-01-01,국민연금네거리,7041060600,66,대구광역시 달서구 이곡1동
0,0,0,0,0,1,0,2,3,0,0,4,3,3,2,3,3,0,0,하차,9283,2021-01-01,국민연금네거리,7041060600,24,대구광역시 달서구 이곡1동
0,2,0,1,1,3,1,0,3,5,3,10,10,6,7,3,4,0,0,승차,3966,2021-01-01,국민연금네거리1,7041060700,59,대구광역시 달서구 이곡1동
1,1,3,0,3,1,1,1,0,5,1,0,1,3,1,1,1,2,1,하차,3966,2021-01-01,국민연금네거리1,7041060700,27,대구광역시 달서구 이곡1동
0,0,1,0,0,1,0,1,0,0,1,0,1,0,2,0,0,0,0,승차,4174,2021-01-01,국민연금네거리2,7041063300,7,대구광역시 달서구 이곡1동
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,하차,4174,2021-01-01,국민연금네거리2,7041063300,1,대구광역시 달서구 이곡1동
0,1,0,3,0,0,2,3,0,1,0,2,5,2,1,1,0,0,0,승차,558,2021-01-01,국민은행3공단지점건너,7021009100,21,대구광역시 북구 노원3동
0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,하차,558,2021-01-01,국민은행3공단지점건너,7021009100,6,대구광역시 북구 노원3동
0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,1,0,0,0,승차,299,2021-01-01,국민은행3공단지점앞,7021009200,7,대구광역시 북구 노원3동
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,하차,299,2021-01-01,국민은행3공단지점앞,7021009200,4,대구광역시 북구 노원3동
0,0,1,0,0,0,0,0,4,3,0,1,4,0,0,0,0,0,0,승차,1572,2021-01-01,국우동현대아파트건너,7021042900,13,대구광역시 북구 동천동
0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,하차,1572,2021-01-01,국우동현대아파트건너,7021042900,3,대구광역시 북구 동천동
0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,승차,4103,2021-01-01,국우동현대아파트건너2,7021061500,4,대구광역시 북구 동천동
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,하차,4103,2021-01-01,국우동현대아파트건너2,7021061500,3,대구광역시 북구 동천동
3,1,4,5,0,2,1,4,8,3,0,4,7,0,3,0,1,1,0,승차,9217,2021-01-01,국우동현대아파트앞,7021039400,47,대구광역시 북구 동천동
1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,하차,9217,2021-01-01,국우동현대아파트앞,7021039400,5,대구광역시 북구 동천동
