05시,06시,07시,08시,09시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시,구분,모바일번호,일자,정류소명,정류소번호,합계,행정구역
2,6,9,4,5,4,5,7,9,6,16,10,7,9,4,4,4,5,0,승차,9201,2021-01-01,KT동대구지사건너,7011007300,116,대구광역시 동구 신암4동
3,5,5,7,7,14,14,17,10,19,11,14,11,14,11,6,5,3,1,하차,9201,2021-01-01,KT동대구지사건너,7011007300,177,대구광역시 동구 신암4동
1,2,18,4,4,2,4,9,10,11,13,5,14,8,6,3,9,2,0,승차,2094,2021-01-01,KT동대구지사앞,7011007200,125,대구광역시 동구 신암4동
0,0,2,0,1,0,1,1,2,1,2,0,2,1,2,3,3,1,0,하차,2094,2021-01-01,KT동대구지사앞,7011007200,22,대구광역시 동구 신암4동
0,0,0,0,0,0,1,2,1,1,1,0,1,0,0,0,0,0,0,승차,134,2021-01-01,KT북대구지사건너,7021013700,7,대구광역시 북구 고성동
0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,하차,134,2021-01-01,KT북대구지사건너,7021013700,3,대구광역시 북구 고성동
1,1,2,2,2,3,0,2,3,0,1,2,2,3,2,2,1,0,0,승차,131,2021-01-01,KT북대구지사앞,7021013800,29,대구광역시 북구 고성동
0,0,0,3,0,1,0,1,0,0,0,4,0,0,0,0,0,0,0,하차,131,2021-01-01,KT북대구지사앞,7021013800,9,대구광역시 북구 고성동
4,4,3,8,9,7,15,7,10,10,12,9,25,6,4,3,4,0,0,승차,2155,2021-01-01,KT서대구지사건너,7031015100,140,대구광역시 서구 평리2동
0,1,1,1,2,0,0,1,3,2,2,2,4,1,2,1,3,0,0,하차,2155,2021-01-01,KT서대구지사건너,7031015100,26,대구광역시 서구 평리2동
2,3,5,2,9,8,8,7,7,11,10,12,7,9,5,5,7,1,2,승차,2154,2021-01-01,KT서대구지사앞,7031010600,120,대구광역시 서구 평리2동
0,1,3,0,3,2,3,4,3,8,7,8,4,4,1,6,4,5,0,하차,2154,2021-01-01,KT서대구지사앞,7031010600,66,대구광역시 서구 평리2동
1,1,2,3,5,5,1,8,5,7,5,4,5,2,0,2,1,2,1,승차,9164,2021-01-01,LG물류센터건너,7011015100,60,대구광역시 동구 안심2동
0,0,2,1,4,0,3,1,2,0,2,3,2,2,1,2,1,1,0,하차,9164,2021-01-01,LG물류센터건너,7011015100,27,대구광역시 동구 안심2동
3,2,8,3,6,9,2,7,8,4,4,2,6,3,4,1,0,4,0,승차,9009,2021-01-01,LG물류센터앞,7011015200,76,대구광역시 동구 안심2동
0,1,1,0,1,3,1,4,4,3,1,2,2,0,2,0,0,0,0,하차,9009,2021-01-01,LG물류센터앞,7011015200,25,대구광역시 동구 안심2동
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,승차,3982,2021-01-01,LH10단지아파트건너,7011060000,1,대구광역시 동구 안심3.4동
1,1,2,4,4,0,1,2,3,1,0,0,5,0,0,1,2,0,0,하차,3982,2021-01-01,LH10단지아파트건너,7011060000,27,대구광역시 동구 안심3.4동
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,승차,3983,2021-01-01,LH10단지아파트앞,7011060100,1,대구광역시 동구 안심3.4동
0,0,0,0,2,0,1,0,0,0,1,0,2,2,0,0,0,1,1,하차,3983,2021-01-01,LH10단지아파트앞,7011060100,10,대구광역시 동구 안심3.4동
1,0,0,0,1,2,1,0,3,0,2,1,0,1,3,0,0,0,0,승차,4043,2021-01-01,LH14단지아파트,7011061800,15,대구광역시 동구 안심3.4동
0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,하차,4043,2021-01-01,LH14단지아파트,7011061800,3,대구광역시 동구 안심3.4동
0,2,1,1,1,0,2,5,0,0,0,2,4,1,0,0,1,1,0,승차,3000,2021-01-01,LH5단지아파트건너,7011056100,21,대구광역시 동구 안심3.4동
0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,승차,2992,2021-01-01,LH5단지아파트앞,7011056000,5,대구광역시 동구 안심3.4동
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,하차,2992,2021-01-01,LH5단지아파트앞,7011056000,3,대구광역시 동구 안심3.4동
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,승차,2973,2021-01-01,LH5단지아파트후문앞,7011051400,1,대구광역시 동구 안심3.4동
0,0,0,0,0,0,0,0,1,0,0,1,0,2,1,0,1,0,0,하차,2973,2021-01-01,LH5단지아파트후문앞,7011051400,6,대구광역시 동구 안심3.4동
5,3,2,5,6,12,5,12,8,9,10,8,4,8,5,2,4,1,0,승차,9225,2021-01-01,LH천년나무2단지건너,7111073200,109,대구광역시 달성군 유가면
0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,하차,9225,2021-01-01,LH천년나무2단지건너,7111073200,6,대구광역시 달성군 유가면
1,0,1,2,0,0,3,1,1,2,4,2,0,1,3,0,2,2,0,승차,3972,2021-01-01,LH천년나무2단지앞,7111073100,25,대구광역시 달성군 현풍면
0,0,0,1,0,1,2,0,1,0,1,2,0,1,1,0,1,2,0,하차,3972,2021-01-01,LH천년나무2단지앞,7111073100,13,대구광역시 달성군 현풍면
0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,하차,3006,2021-01-01,NH농협혁신도시지점건너,7011056700,2,대구광역시 동구 안심3.4동
0,0,1,1,1,0,0,5,0,5,2,0,3,2,2,1,0,0,0,승차,3012,2021-01-01,NH농협혁신도시지점앞,7011056600,23,대구광역시 동구 안심3.4동
2,2,1,2,2,1,4,5,5,4,0,11,1,1,1,7,2,0,0,승차,5218,2021-01-01,SD아이프라임강북아파트,7021005600,51,대구광역시 북구 읍내동
0,0,0,1,0,0,0,0,1,1,1,1,2,0,0,1,0,0,0,하차,5218,2021-01-01,SD아이프라임강북아파트,7021005600,8,대구광역시 북구 읍내동
1,1,0,6,4,1,5,5,7,4,7,8,13,5,10,7,6,3,0,승차,9166,2021-01-01,SK리더스뷰건너,7061012500,93,대구광역시 수성구 황금2동
0,0,0,0,1,0,2,0,0,1,1,3,3,1,0,0,1,0,0,하차,9166,2021-01-01,SK리더스뷰건너,7061012500,13,대구광역시 수성구 황금2동
0,2,3,4,1,3,1,3,4,5,1,2,5,7,2,10,14,7,0,승차,31,2021-01-01,SK리더스뷰앞,7061012600,74,대구광역시 수성구 두산동
0,1,0,0,0,1,1,1,1,1,2,3,5,1,0,3,0,0,1,하차,31,2021-01-01,SK리더스뷰앞,7061012600,21,대구광역시 수성구 두산동
0,0,1,0,0,0,0,1,2,0,0,1,0,0,0,1,1,0,0,승차,1182,2021-01-01,STX메탈건너,7041001500,7,대구광역시 달서구 신당동
0,0,0,2,3,1,2,3,2,0,2,0,9,5,3,4,3,1,0,하차,1182,2021-01-01,STX메탈건너,7041001500,40,대구광역시 달서구 신당동
0,0,1,0,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0,하차,1181,2021-01-01,STX메탈앞,7041001400,11,대구광역시 달서구 신당동
4,6,3,16,6,5,10,9,13,7,9,17,22,15,23,17,37,16,0,승차,2250,2021-01-01,TBC건너,7061012900,235,대구광역시 수성구 지산1동
1,0,1,0,0,0,1,3,1,0,0,0,2,0,1,1,1,1,0,하차,2250,2021-01-01,TBC건너,7061012900,13,대구광역시 수성구 지산1동
0,0,1,3,2,1,6,0,1,4,5,5,6,4,4,4,6,2,0,승차,2249,2021-01-01,TBC앞,7061012800,54,대구광역시 수성구 두산동
0,0,2,0,1,0,0,0,4,7,3,7,4,9,3,1,4,0,1,하차,2249,2021-01-01,TBC앞,7061012800,46,대구광역시 수성구 두산동
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,승차,1430,2021-01-01,㈜윔스건너,7041044700,1,대구광역시 달서구 월성2동
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,하차,1430,2021-01-01,㈜윔스건너,7041044700,1,대구광역시 달서구 월성2동
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,승차,1437,2021-01-01,㈜윔스앞,7041044800,1,대구광역시 달서구 월성2동
0,0,0,0,1,0,0,1,3,6,6,1,0,4,3,0,0,0,0,승차,2243,2021-01-01,가창농협건너,7111000400,25,대구광역시 달성군 가창면
0,1,0,2,1,1,1,3,2,5,4,1,2,2,2,0,0,0,0,하차,2243,2021-01-01,가창농협건너,7111000400,27,대구광역시 달성군 가창면
1,2,3,7,6,6,7,7,6,8,11,3,8,6,8,5,3,2,0,승차,9097,2021-01-01,가창농협앞,7111000500,99,대구광역시 달성군 가창면
0,0,0,1,0,0,0,1,0,0,1,0,1,2,0,0,0,0,0,하차,9097,2021-01-01,가창농협앞,7111000500,6,대구광역시 달성군 가창면
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,승차,2737,2021-01-01,가창댐1,7111060300,1,대구광역시 달성군 가창면
0,0,1,2,2,2,0,2,1,1,2,1,0,3,1,0,1,1,0,승차,5287,2021-01-01,가창면사무소건너,7111000600,20,대구광역시 달성군 가창면
0,0,1,1,1,0,0,1,0,6,0,1,1,2,0,0,0,1,0,하차,5287,2021-01-01,가창면사무소건너,7111000600,15,대구광역시 달성군 가창면
0,1,0,2,3,3,3,6,6,9,2,12,10,10,2,6,1,0,0,승차,2995,2021-01-01,가창면사무소앞,7111000700,76,대구광역시 달성군 가창면
0,0,0,1,2,0,0,1,0,0,0,1,1,0,0,0,2,0,0,하차,2995,2021-01-01,가창면사무소앞,7111000700,8,대구광역시 달성군 가창면
0,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,승차,1965,2021-01-01,가창중학교건너,7111045600,6,대구광역시 달성군 가창면
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,승차,1518,2021-01-01,가창중학교앞,7111045700,1,대구광역시 달성군 가창면
0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,하차,1518,2021-01-01,가창중학교앞,7111045700,4,대구광역시 달성군 가창면
0,0,1,2,0,1,0,1,4,1,1,10,2,0,2,1,1,0,0,승차,1519,2021-01-01,가창초등학교건너,7111045800,27,대구광역시 달성군 가창면
0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하차,1519,2021-01-01,가창초등학교건너,7111045800,2,대구광역시 달성군 가창면
1,1,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,0,0,승차,2596,2021-01-01,가창초등학교앞,7111045900,7,대구광역시 달성군 가창면
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,승차,4021,2021-01-01,가천동건너,7061058600,4,대구광역시 수성구 고산2동
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,하차,4021,2021-01-01,가천동건너,7061058600,2,대구광역시 수성구 고산2동
0,1,0,1,0,0,0,2,0,0,0,1,0,0,0,1,4,2,0,승차,3959,2021-01-01,각산비나리공원건너,7011059300,12,대구광역시 동구 안심3.4동
0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,하차,3959,2021-01-01,각산비나리공원건너,7011059300,2,대구광역시 동구 안심3.4동
0,0,0,4,3,6,0,2,1,3,4,0,1,1,2,2,0,0,0,승차,3958,2021-01-01,각산비나리공원앞,7011059200,29,대구광역시 동구 안심3.4동
0,1,1,2,4,1,1,2,4,3,4,6,4,1,2,10,7,0,0,승차,1272,2021-01-01,각산역(1번출구),7011038100,53,대구광역시 동구 안심3.4동
0,0,0,0,0,0,0,2,1,2,0,2,0,1,2,0,0,0,0,하차,1272,2021-01-01,각산역(1번출구),7011038100,10,대구광역시 동구 안심3.4동
0,0,0,0,1,0,2,0,0,0,1,0,1,4,2,2,3,3,0,승차,1291,2021-01-01,각산역(2번출구),7011038000,19,대구광역시 동구 안심3.4동
0,1,2,0,0,0,0,0,1,0,2,3,3,3,0,0,0,0,0,하차,1291,2021-01-01,각산역(2번출구),7011038000,15,대구광역시 동구 안심3.4동
1,1,1,2,0,1,3,2,2,6,1,3,4,7,1,1,2,1,0,승차,1260,2021-01-01,각산태영데시앙건너,7011018000,39,대구광역시 동구 안심3.4동
2,2,1,2,4,0,2,3,3,1,3,5,5,4,2,2,4,2,0,하차,1260,2021-01-01,각산태영데시앙건너,7011018000,47,대구광역시 동구 안심3.4동
0,1,1,2,2,1,3,5,2,5,5,5,1,7,6,1,9,1,0,승차,1258,2021-01-01,각산태영데시앙앞,7011017900,57,대구광역시 동구 안심1동
0,0,0,3,1,5,3,1,7,7,8,1,1,0,0,0,2,1,0,하차,1258,2021-01-01,각산태영데시앙앞,7011017900,40,대구광역시 동구 안심1동
1,2,0,4,0,0,3,3,1,1,2,3,3,3,0,1,1,2,0,승차,9272,2021-01-01,각산푸르지오,7011051800,30,대구광역시 동구 안심3.4동
0,0,1,0,0,0,3,5,3,0,1,3,4,1,0,1,1,1,0,하차,9272,2021-01-01,각산푸르지오,7011051800,24,대구광역시 동구 안심3.4동
0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,승차,5506,2021-01-01,갈실마을회관종점,7111028400,3,대구광역시 달성군 논공읍
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,하차,1368,2021-01-01,감문1리1,7111015600,1,대구광역시 달성군 하빈면
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,승차,2655,2021-01-01,감문1리2,7111015700,2,대구광역시 달성군 하빈면
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,승차,4154,2021-01-01,감문리(삼실)건너,7111078500,1,대구광역시 달성군 하빈면
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,하차,1356,2021-01-01,감문리(삼실)앞,7111015100,1,대구광역시 달성군 하빈면
1,0,3,1,4,3,2,8,6,7,15,6,11,13,12,12,26,6,2,승차,2275,2021-01-01,감삼네거리1,7031004100,138,대구광역시 서구 내당4동
0,0,0,3,0,4,4,3,5,4,7,4,6,6,3,3,4,1,0,하차,2275,2021-01-01,감삼네거리1,7031004100,57,대구광역시 서구 내당4동
4,9,7,18,12,12,15,24,16,23,22,25,24,20,16,18,32,20,0,승차,935,2021-01-01,감삼네거리2,7041024200,317,대구광역시 달서구 두류3동
2,2,1,3,8,5,11,9,10,16,15,18,15,10,9,8,12,8,0,하차,935,2021-01-01,감삼네거리2,7041024200,162,대구광역시 달서구 두류3동
1,1,1,0,8,2,4,5,2,5,4,5,3,3,2,6,5,1,0,승차,9238,2021-01-01,감삼초등학교건너,7041010600,58,대구광역시 달서구 성당2동
0,0,1,0,0,1,1,1,3,1,0,2,2,0,0,1,1,0,0,하차,9238,2021-01-01,감삼초등학교건너,7041010600,14,대구광역시 달서구 성당2동
0,1,1,3,4,2,4,4,3,2,3,1,10,1,5,1,2,2,0,승차,5178,2021-01-01,감삼초등학교앞,7041010700,49,대구광역시 달서구 감삼동
0,0,1,0,1,1,0,0,1,0,1,2,1,0,1,2,6,2,0,하차,5178,2021-01-01,감삼초등학교앞,7041010700,19,대구광역시 달서구 감삼동
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,승차,1613,2021-01-01,갓골건너,7011033900,1,대구광역시 동구 도평동
0,1,12,24,19,26,43,50,48,63,61,65,48,23,11,3,1,4,0,승차,3599,2021-01-01,갓바위,7011036000,502,대구광역시 동구 공산동
0,2,1,3,1,4,3,3,3,6,4,0,1,1,0,0,0,0,0,하차,3599,2021-01-01,갓바위,7011036000,32,대구광역시 동구 공산동
7,12,15,22,29,26,32,37,41,41,37,37,34,30,33,27,12,7,0,승차,2048,2021-01-01,강남약국건너,7021025000,479,대구광역시 북구 대현2동
1,0,3,8,6,4,8,6,8,8,9,9,2,3,2,7,3,2,0,하차,2048,2021-01-01,강남약국건너,7021025000,89,대구광역시 북구 대현2동
4,8,12,15,25,15,24,20,18,19,18,36,36,30,12,12,20,12,0,승차,2051,2021-01-01,강남약국앞1,7011008900,336,대구광역시 동구 신암2동
1,0,1,1,1,3,7,6,7,6,6,13,6,4,9,6,5,3,0,하차,2051,2021-01-01,강남약국앞1,7011008900,85,대구광역시 동구 신암2동
1,3,3,3,5,3,8,7,9,7,4,7,9,13,5,8,7,2,1,승차,2050,2021-01-01,강남약국앞2,7011009000,105,대구광역시 동구 신암2동
0,0,1,0,0,0,0,0,2,0,0,1,2,1,1,0,0,0,0,하차,2050,2021-01-01,강남약국앞2,7011009000,8,대구광역시 동구 신암2동
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,하차,1668,2021-01-01,강동중·고등학교,7011032400,1,대구광역시 동구 안심3.4동
0,0,0,2,0,0,1,2,2,1,3,0,3,0,1,0,1,0,0,승차,1667,2021-01-01,강동중·고등학교건너,7011032500,16,대구광역시 동구 안심3.4동
0,0,0,0,0,1,0,0,1,0,1,5,0,0,1,1,0,0,0,승차,4054,2021-01-01,강동초교건너,7011062800,10,대구광역시 동구 안심3.4동
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,하차,4067,2021-01-01,강동초교앞,7011063000,1,대구광역시 동구 안심3.4동
1,0,1,3,1,1,5,5,3,3,3,1,4,8,3,8,0,3,0,승차,2615,2021-01-01,강변동서마을건너,7011028500,53,대구광역시 동구 안심2동
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,하차,2615,2021-01-01,강변동서마을건너,7011028500,1,대구광역시 동구 안심2동
0,0,3,0,1,3,3,3,5,6,3,3,1,3,3,4,5,1,0,승차,9003,2021-01-01,강변동서마을앞,7011014500,47,대구광역시 동구 안심2동
0,0,0,0,0,0,3,2,0,0,0,2,1,1,1,0,1,2,1,하차,9003,2021-01-01,강변동서마을앞,7011014500,14,대구광역시 동구 안심2동
0,0,1,1,0,0,2,0,1,1,1,1,3,0,0,1,1,1,0,승차,1560,2021-01-01,강북경찰서건너,7021038600,14,대구광역시 북구 동천동
0,0,1,0,0,3,1,1,1,1,1,2,4,4,1,0,1,1,0,하차,1560,2021-01-01,강북경찰서건너,7021038600,22,대구광역시 북구 동천동
3,3,1,1,2,3,2,3,5,4,3,4,3,3,1,4,8,2,0,승차,9288,2021-01-01,강북경찰서앞,7021038700,55,대구광역시 북구 구암동
0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,하차,9288,2021-01-01,강북경찰서앞,7021038700,4,대구광역시 북구 구암동
0,0,0,2,0,0,0,1,0,1,3,2,0,0,1,0,1,0,0,하차,1552,2021-01-01,강북중학교건너,7021043200,11,대구광역시 북구 구암동
0,2,2,1,1,5,3,4,4,3,7,7,2,2,4,4,1,2,0,승차,1553,2021-01-01,강북중학교앞,7021047000,54,대구광역시 북구 구암동
0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,하차,1553,2021-01-01,강북중학교앞,7021047000,2,대구광역시 북구 구암동
1,3,1,7,3,2,3,5,3,3,3,6,0,2,5,2,3,1,0,승차,9196,2021-01-01,강산아파트건너,7011012300,53,대구광역시 동구 지저동
2,5,6,10,15,12,11,14,12,12,9,5,8,6,2,5,2,2,1,하차,9196,2021-01-01,강산아파트건너,7011012300,139,대구광역시 동구 지저동
1,2,6,0,6,1,6,7,11,3,9,10,5,1,2,2,2,0,0,승차,5053,2021-01-01,강산아파트앞,7011012400,74,대구광역시 동구 지저동
1,0,5,0,0,1,4,0,3,3,3,3,4,3,0,3,2,0,0,하차,5053,2021-01-01,강산아파트앞,7011012400,35,대구광역시 동구 지저동
0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,승차,2900,2021-01-01,강정보(디아크문화관)입구,7111049900,25,대구광역시 달성군 다사읍
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하차,2900,2021-01-01,강정보(디아크문화관)입구,7111049900,1,대구광역시 달성군 다사읍
0,2,6,15,6,0,1,0,4,4,4,4,1,4,1,2,5,1,0,승차,5170,2021-01-01,강창교1,7111009900,60,대구광역시 달성군 다사읍
0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하차,5170,2021-01-01,강창교1,7111009900,3,대구광역시 달성군 다사읍
0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,승차,2897,2021-01-01,강창교2,7111062100,3,대구광역시 달성군 다사읍
0,1,0,1,1,0,0,1,0,1,2,0,2,0,0,2,2,1,0,하차,2897,2021-01-01,강창교2,7111062100,14,대구광역시 달성군 다사읍
2,4,1,2,6,2,2,2,2,3,6,3,11,5,3,4,4,0,0,승차,1193,2021-01-01,강창역(1번출구),7041032500,62,대구광역시 달서구 신당동
0,0,1,0,1,1,0,0,0,0,1,2,2,3,0,1,0,2,0,하차,1193,2021-01-01,강창역(1번출구),7041032500,14,대구광역시 달서구 신당동
2,2,8,7,12,2,10,19,18,17,16,19,20,24,13,13,13,5,0,승차,2461,2021-01-01,강창역(2번출구),7041037700,220,대구광역시 달서구 신당동
0,0,0,1,0,0,0,1,0,0,0,1,2,2,0,0,0,0,0,하차,2461,2021-01-01,강창역(2번출구),7041037700,7,대구광역시 달서구 신당동
3,4,3,7,4,5,6,5,10,4,6,4,7,4,5,1,3,3,0,승차,3132,2021-01-01,강창하이츠,7111019400,84,대구광역시 달성군 다사읍
0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,하차,3132,2021-01-01,강창하이츠,7111019400,3,대구광역시 달성군 다사읍
0,0,2,0,0,3,1,2,1,1,2,2,0,5,0,0,3,0,0,승차,2411,2021-01-01,거동교1,7021032100,22,대구광역시 북구 읍내동
0,0,0,2,1,1,0,1,5,1,3,2,3,1,3,2,0,2,0,하차,2411,2021-01-01,거동교1,7021032100,27,대구광역시 북구 읍내동
0,0,0,3,1,2,1,0,0,3,2,0,2,0,3,2,1,1,0,승차,1475,2021-01-01,거동교2,7021032200,21,대구광역시 북구 읍내동
0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,하차,1475,2021-01-01,거동교2,7021032200,4,대구광역시 북구 읍내동
0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,승차,1030,2021-01-01,건들바위건너,7001008100,5,대구광역시 중구 대봉2동
0,0,0,0,1,1,1,1,0,0,0,2,1,0,0,0,2,0,0,하차,1030,2021-01-01,건들바위건너,7001008100,9,대구광역시 중구 대봉2동
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,승차,1035,2021-01-01,건들바위앞,7001008200,2,대구광역시 중구 대봉2동
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,하차,1035,2021-01-01,건들바위앞,7001008200,4,대구광역시 중구 대봉2동
0,0,0,2,0,2,5,3,6,2,1,1,2,1,2,3,9,0,0,승차,5046,2021-01-01,건영아파트건너,7021026400,39,대구광역시 북구 산격2동
1,1,1,5,5,2,5,4,8,6,2,6,3,3,3,2,6,2,0,하차,5046,2021-01-01,건영아파트건너,7021026400,65,대구광역시 북구 산격2동
1,3,2,4,11,2,5,3,9,2,12,7,6,8,2,4,2,0,0,승차,1191,2021-01-01,건영캐스빌건너,7111047500,83,대구광역시 달성군 다사읍
0,2,1,0,1,2,0,2,3,1,1,0,0,2,2,0,1,0,0,하차,1191,2021-01-01,건영캐스빌건너,7111047500,18,대구광역시 달성군 다사읍
1,1,3,0,2,1,2,2,0,3,2,4,3,5,1,1,3,0,0,승차,2753,2021-01-01,건영캐스빌앞,7111010300,34,대구광역시 달성군 다사읍
0,0,1,0,0,3,0,0,1,1,1,1,0,4,0,0,0,0,0,하차,2753,2021-01-01,건영캐스빌앞,7111010300,12,대구광역시 달성군 다사읍
0,1,1,3,1,0,0,4,2,1,1,2,2,3,0,0,2,0,0,승차,303,2021-01-01,검단동대구축협앞,7021042200,23,대구광역시 북구 검단동
0,0,0,0,0,1,0,0,3,1,3,0,0,0,2,0,0,1,0,승차,2964,2021-01-01,검단동행정복지센터1,7021055200,11,대구광역시 북구 검단동
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,하차,2964,2021-01-01,검단동행정복지센터1,7021055200,1,대구광역시 북구 검단동
0,0,0,0,0,0,0,0,2,0,2,1,2,0,2,2,0,1,0,하차,2963,2021-01-01,검단동행정복지센터2,7021055300,12,대구광역시 북구 검단동
0,2,4,5,8,10,3,2,10,4,6,7,8,5,3,7,0,0,0,승차,1508,2021-01-01,검단동행정복지센터건너,7021019000,84,대구광역시 북구 검단동
0,3,0,0,0,1,0,0,0,0,0,0,1,3,0,1,1,1,0,하차,306,2021-01-01,검단동행정복지센터앞,7021018900,11,대구광역시 북구 검단동
0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,승차,300,2021-01-01,검단상가아파트앞,7021042300,5,대구광역시 북구 검단동
0,3,3,4,2,1,1,1,3,1,4,2,4,7,0,6,3,2,0,승차,310,2021-01-01,검단유성아파트(서편),7021019400,47,대구광역시 북구 검단동
0,0,0,0,1,0,1,1,2,0,2,0,1,1,0,0,1,0,0,하차,310,2021-01-01,검단유성아파트(서편),7021019400,10,대구광역시 북구 검단동
0,0,2,2,2,1,5,3,2,0,3,4,2,6,5,7,4,2,0,승차,309,2021-01-01,검단유성아파트건너,7021018500,50,대구광역시 북구 복현2동
0,0,0,1,0,0,1,0,1,0,0,3,0,0,0,0,0,0,0,하차,309,2021-01-01,검단유성아파트건너,7021018500,6,대구광역시 북구 복현2동
4,11,1,11,8,11,5,12,8,13,14,10,8,9,5,1,4,1,0,승차,2096,2021-01-01,검단유성아파트앞,7021018600,136,대구광역시 북구 검단동
0,1,3,4,1,3,1,3,5,1,1,0,4,0,0,0,0,0,0,하차,2096,2021-01-01,검단유성아파트앞,7021018600,27,대구광역시 북구 검단동
0,0,0,1,0,1,0,3,1,3,10,3,8,5,6,6,7,2,0,승차,1685,2021-01-01,경기장네거리1,7061029300,56,대구광역시 수성구 고산2동
0,1,1,0,2,1,0,2,1,1,0,0,3,2,0,1,0,1,0,하차,1685,2021-01-01,경기장네거리1,7061029300,16,대구광역시 수성구 고산2동
0,1,0,0,1,1,1,4,4,11,6,5,1,8,4,13,6,2,0,승차,1507,2021-01-01,경기장네거리2,7061029200,68,대구광역시 수성구 고산2동
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,하차,1507,2021-01-01,경기장네거리2,7061029200,1,대구광역시 수성구 고산2동
0,1,5,5,3,9,9,2,7,3,11,9,9,8,1,2,8,2,0,승차,2754,2021-01-01,경대교2,7021054800,94,대구광역시 북구 대현2동
0,0,0,3,1,0,1,0,1,0,0,1,0,0,2,0,0,0,0,하차,2754,2021-01-01,경대교2,7021054800,9,대구광역시 북구 대현2동
0,1,0,1,2,1,0,0,2,1,1,2,0,1,0,0,0,0,0,승차,247,2021-01-01,경대교건너,7021023800,12,대구광역시 북구 침산2동
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하차,247,2021-01-01,경대교건너,7021023800,1,대구광역시 북구 침산2동
0,0,0,0,1,2,1,0,4,1,5,1,2,1,1,0,1,1,0,승차,248,2021-01-01,경대교앞,7021023700,21,대구광역시 북구 침산2동
0,0,0,0,1,0,0,0,0,0,0,0,3,3,1,0,0,3,0,하차,248,2021-01-01,경대교앞,7021023700,11,대구광역시 북구 침산2동
0,4,5,3,4,7,3,8,11,10,8,10,5,11,10,13,16,11,0,승차,2203,2021-01-01,경대사대부설고등학교앞,7001007500,139,대구광역시 중구 대봉1동
0,1,2,0,3,5,4,5,5,6,8,10,11,4,6,2,6,4,0,하차,2203,2021-01-01,경대사대부설고등학교앞,7001007500,82,대구광역시 중구 대봉1동
