cctvUid,cctvNm,lat,lon,cctvCount,boongi
CTV0000477,범어2동141-1_100719,35.864232,128.634272,3766,4
CTV0000478,범어2동141-27_100720,35.863565,128.634807,3516,4
CTV0001281,범어2동142-33(범어유치원)_100421,35.863257,128.6341,3593,4
CTV0001302,범어2동144-6_100496,35.863608,128.635449,7749,4
CTV0001417,범어2동146-14(계성어린이집)_101082,35.862214,128.635598,6023,4
CTV0001418,범어2동146-14(계성어린이집)동쪽_101083,35.862214,128.635598,9983,4
CTV0000948,범어2동146-9_남쪽_101298,35.86279,128.635204,388,4
CTV0000949,범어2동146-9_북쪽_101299,35.86279,128.635204,1113,4
CTV0001466,범어2동147-15_101148,35.859692,128.635154,9678,4
CTV0001467,범어2동147-15_동쪽_101149,35.859692,128.635154,6581,4
CTV0001303,범어2동148-1_100497,35.862197,128.634525,7888,4
CTV0000476,범어2동150-3_100718,35.861022,128.635124,3311,4
CTV0001167,범어2동150-8(범어초교)_100030,35.860931,128.634333,6430,4
CTV0001199,범어2동150-8_서쪽_100220,35.860931,128.634333,3134,4
CTV0001369,범어2동153-15_100593,35.859748,128.634134,13274,4
CTV0000732,범어2동157-6남쪽_101019,35.860809,128.63145,2349,4
CTV0000731,범어2동157-6북쪽_101018,35.860809,128.63145,3448,4
CTV0001292,범어2동159-9_100474,35.860948,128.632327,6596,4
CTV0001198,범어2동159-9_남쪽_100219,35.860948,128.632327,2349,4
CTV0001197,범어2동166-4_100218,35.85971,128.632866,8567,4
CTV0000179,범어2동222-4_100115,35.859719,128.638725,12218,4
CTV0000734,범어2동222-7_동쪽_101021,35.8597715,128.6400229,10868,4
CTV0000733,범어2동222-7_북쪽_101020,35.85976623,128.6396889,872,4
CTV0000111,범어2동224-15_100024,35.859747,128.63711,11975,4
CTV0001325,범어2동229-24_100519,35.861052,128.637707,6438,4
CTV0000248,범어2동230-2_100249,35.860708,128.637705,8207,4
CTV0000351,범어2동235-1_100464,35.861215,128.638724,5700,4
CTV0000110,범어2동235-39_100023,35.860815,128.639623,1766,4
CTV0001324,범어2동252-26_100518,35.861869,128.638319,5064,4
CTV0000386,범어2동253-22_100628,35.861021,128.63647,4292,4
CTV0000142,범어2동394-18_100064,35.863136,128.63644,2022,4
CTV0000950,범어2동397-44_101300,35.863691,128.636404,1096,4
CTV0000951,범어2동397-44_북쪽_101301,35.863691,128.636404,291,4
CTV0000325,범어2동398-14_100385,35.862523,128.636835,791,4
CTV0000324,범어2동398-3_100384,35.863104,128.637034,4309,4
CTV0000326,범어2동401-13_100386,35.862253,128.637517,773,4
CTV0000327,범어2동402-14_100387,35.862849,128.637705,536,4
CTV0000249,범어2동403-1_100250,35.86329,128.638016,2009,4
CTV0000672,범어2동403-15_100958,35.862427,128.63852,1114,4
CTV0000328,범어2동403-8_100388,35.862919,128.638081,1916,4
CTV0001200,범어2동405-16_100221,35.859657,128.631061,12095,4
CTV0000329,범어2동407-22_100389,35.863541,128.639411,13167,4
CTV0000290,범어2동416-5_100350,35.863803,128.63859,2755,4
CTV0000030,범어2동416-9(계림어린이공원)_100427,35.863424,128.63793,2208,4
CTV0000321,범어2동417-22_100381,35.864072,128.637645,662,4
CTV0000323,범어2동417-6_100383,35.864192,128.636998,2468,4
CTV0000771,범어2동418-15_101058,35.864953,128.636913,2516,4
CTV0000251,범어2동418-15_서쪽_100252,35.864953,128.636913,1345,4
CTV0000322,범어2동418-42_100382,35.864279,128.637757,1085,4
CTV0001322,범어2동422-5_100516,35.865182,128.638652,9057,4
CTV0001323,범어2동424-7_100517,35.865697,128.637799,2115,4
CTV0000813,범어2동425-1_101163,35.86585,128.638387,936,4
CTV0000814,범어2동425-1_남쪽_101164,35.86585,128.638387,146,4
CTV0000094,범어2동426-29_100006,35.865858,128.636823,3142,4
CTV0001067,범어2동427-6_101419,35.8671,128.636223,3648,4
CTV0001068,범어2동427-6_남쪽_101420,35.8671,128.636223,1261,4
CTV0000520,범어2동428-23_100806,35.866178,128.635692,3146,4
CTV0000521,범어2동428-23_북쪽_100807,35.866178,128.635692,1291,4
CTV0000952,범어2동430-17_남서쪽_101302,35.865178,128.635917,872,4
CTV0000953,범어2동430-17_북동쪽_101303,35.865178,128.635917,1371,4
CTV0000815,범어2동433-7_101165,35.86559,128.635,1598,4
CTV0000816,범어2동433-7_남서쪽_101166,35.86559,128.635,2338,4
CTV0000522,범어2동435-25_100808,35.866681,128.634833,541,4
CTV0000593,범어2동52-15_100879,35.863797,128.629984,4145,4
CTV0000594,범어2동52-15_서쪽_100880,35.863797,128.629984,4093,4
CTV0000811,범어2동52-29_101161,35.864564,128.630784,4717,4
CTV0000812,범어2동52-29_서쪽_101162,35.864564,128.630784,1375,4
CTV0000474,범어2동53-3_100716,35.865558,128.629785,11938,4
CTV0000484,범어2동53-3_남쪽_100726,35.865558,128.629785,3259,4
CTV0000482,범어2동53-3_동쪽_100724,35.865558,128.629785,4884,4
CTV0000485,범어2동53-3_북쪽_100727,35.865558,128.629785,5656,4
CTV0000483,범어2동53-3_서쪽_100725,35.865558,128.629785,1566,4
CTV0000954,범어3동1003-18_101304,35.864444,128.619574,21750,4
CTV0000955,범어3동1003-18_남쪽_101305,35.864444,128.619574,10399,4
CTV0000174,범어3동1130_100110,35.867039,128.618888,9416,4
CTV0000595,범어3동12-9_100881,35.864946,128.624681,4227,4
CTV0000596,범어3동12-9_북쪽_100882,35.864946,128.624681,2192,4
CTV0000673,범어3동1260_100959,35.867039,128.618888,4953,4
CTV0001368,범어3동14-14_100592,35.864721,128.626001,10276,4
CTV0000735,범어3동1444_101022,35.865486,128.618373,33062,4
CTV0000736,범어3동1444_남동쪽_101023,35.865486,128.618373,1226,4
CTV0000173,범어3동1460_100109,35.865388,128.619457,8369,4
CTV0000505,범어3동1460_남쪽_100768,35.865388,128.619457,12224,4
CTV0000057,범어3동1575(범어재어린이공원)_100475,35.865454,128.620512,4671,4
CTV0000486,범어3동1949_100728,35.866095,128.621542,5493,4
CTV0000292,범어3동1991_100352,35.867096,128.622082,3882,4
CTV0000387,범어3동21-2주변_100629,35.863802,128.625309,4685,4
CTV0000821,범어3동23-7_101171,35.863959,128.62502,1701,4
CTV0000822,범어3동23-7_북쪽_101172,35.863959,128.62502,994,4
CTV0001236,범어3동24-1(동천초교주변)_100307,35.864708,128.624021,18794,4
CTV0000523,범어3동28-2_100809,35.861406,128.624801,10204,4
CTV0000388,범어3동28-8_100630,35.863163,128.624724,9503,4
CTV0001122,범어3동3-9_남쪽_101479,35.861043,128.625371,2088,4
CTV0001121,범어3동3-9_북서쪽_101478,35.861043,128.625371,4552,4
CTV0000819,범어3동31-3_101169,35.863163,128.624724,13001,4
CTV0000820,범어3동31-3_동쪽_101170,35.863163,128.624724,10664,4
CTV0000956,범어3동35-1_101306,35.861043,128.625371,14579,4
CTV0000957,범어3동35-1_동쪽_101307,35.861043,128.625371,9023,4
CTV0000291,범어3동40-15_100351,35.860469,128.624757,9001,4
CTV0001237,범어3동471-1(동천초교주변)_100308,35.86632,128.623905,18900,4
CTV0000817,범어3동471-11_동쪽_101167,35.866116,128.622701,279,4
CTV0000818,범어3동471-11_서쪽_101168,35.866116,128.622701,366,4
CTV0000737,범어3동481-1_101024,35.862481,128.623232,9379,4
CTV0000738,범어3동481-1_북서쪽_101025,35.862481,128.623232,3295,4
CTV0001069,범어3동481-10_101421,35.861483,128.623174,16228,4
CTV0001070,범어3동481-10_동쪽_101422,35.861483,128.623174,9029,4
CTV0001367,범어3동8-10_100591,35.866164,128.624696,5477,4
CTV0000825,범어4동100_101175,35.854826,128.638451,15494,4
CTV0000826,범어4동100_북쪽_101176,35.854826,128.638451,8576,4
CTV0000155,범어4동103-6_100080,35.855698,128.638941,5482,4
CTV0001286,범어4동117-43(청수유치원)_100426,35.856733,128.63831,14264,4
CTV0000354,범어4동121-6_100543,35.857104,128.636872,8698,4
CTV0000390,범어4동200-15주변_100632,35.857895,128.633911,10070,4
CTV0000739,범어4동202-22_101026,35.857078,128.633023,12010,4
CTV0000199,범어4동206-10_100136,35.858241,128.637734,3243,4
CTV0000524,범어4동208-1_100810,35.858193,128.636844,9020,4
CTV0000525,범어4동208-1_동쪽_100811,35.858193,128.636844,1764,4
CTV0000103,범어4동208-6_100016,35.857892,128.635842,25639,4
CTV0000121,범어4동212-11_100036,35.85793,128.640498,12474,4
CTV0000828,범어4동244-1_동쪽_101178,35.856682,128.632685,727,4
CTV0000827,범어4동244-1_서쪽_101177,35.856682,128.632685,780,4
CTV0000198,범어4동255-10_100135,35.857084,128.634618,24037,4
CTV0000197,범어4동269-1_100134,35.855975,128.636899,1815,4
CTV0000389,범어4동271-18_100631,35.855391,128.636239,3868,4
CTV0000196,범어4동271-7_100133,35.855953,128.635617,8906,4
CTV0001260,범어4동271-87_100400,35.854263,128.63632,2636,4
CTV0000141,범어4동325-2_100063,35.850944,128.636999,14148,4
CTV0001174,범어4동330_100195,35.851228,128.638583,1788,4
CTV0000319,범어4동63-27_100379,35.857966,128.64281,17646,4
CTV0001123,범어4동63-7_101480,35.857232,128.642875,6009,4
CTV0001124,범어4동63-7_북쪽_101481,35.857232,128.642875,4742,4
CTV0001289,범어4동64-135(덕일어린이집)_100449,35.855764,128.643179,3453,4
CTV0000910,범어4동64-19_101260,35.85653,128.642337,1618,4
CTV0000912,범어4동64-19_남동쪽_101262,35.85653,128.642337,102,4
CTV0000911,범어4동64-19_북동쪽_101261,35.85653,128.642337,1297,4
CTV0000250,범어4동64-58_100251,35.855747,128.642011,3193,4
CTV0000597,범어4동64-91_100883,35.856185,128.642826,907,4
CTV0000598,범어4동64-91_북쪽_100884,35.856185,128.642826,1159,4
CTV0000122,범어4동65-43_100037,35.857147,128.641045,5281,4
CTV0000526,범어4동65-54_100812,35.856709,128.640338,6096,4
CTV0000527,범어4동65-54_동쪽_100813,35.856709,128.640338,1719,4
CTV0000913,범어4동65-71_101263,35.856797,128.641436,2165,4
CTV0000914,범어4동65-71_북쪽_101264,35.856797,128.641436,1083,4
CTV0000156,범어4동70-2_2_100081,35.856646,128.639156,7338,4
CTV0000823,범어4동75-21_101173,35.856057,128.640467,948,4
CTV0000824,범어4동75-21_북동쪽_101174,35.856057,128.640467,351,4
CTV0000958,범어4동77-41_101308,35.854774,128.641469,3462,4
CTV0000959,범어4동77-41_동쪽_101309,35.854774,128.641469,924,4
CTV0000588,범어4동77-61_100874,35.854687,128.642353,868,4
CTV0000590,범어4동77-61_북동쪽_100876,35.854687,128.642353,198,4
CTV0000589,범어4동77-61_북서쪽_100875,35.854687,128.642353,435,4
CTV0000260,범어4동88-38_100268,35.854185,128.64257,887,4
CTV0001168,범어4동89_100189,35.852313,128.63867,6239,4
CTV0000157,범어4동93-55_100082,35.853583,128.638648,2590,4
CTV0001169,범어4동98-11_100190,35.853034,128.639985,8289,4
CTV0001170,범어4동산104-10_100191,35.851795,128.640242,4313,4
CTV0001131,범어2동143-30_101488,35.86088,128.633274,7249,4
CTV0001132,범어2동143-30_서쪽_101489,35.86088,128.633274,926,4
CTV0001133,범어2동161-3_북쪽_101490,35.859712,128.632243,3242,4
CTV0000935,만촌1동1221-13_북쪽삼거리_101285,35.873909,128.654545,3613,4
CTV0000936,만촌1동1221-13_북쪽삼거리_북서쪽_101286,35.873909,128.654545,2095,4
CTV0000937,만촌1동1221-13_북쪽삼거리_남서쪽_101287,35.873909,128.654545,3275,4
CTV0000962,만촌1동1325-41_101312,35.871291,128.635775,12996,4
CTV0000963,만촌1동1325-41_서쪽_101313,35.871291,128.635775,9416,4
CTV0000261,만촌1동1328-8_100269,35.872337,128.638618,8843,4
CTV0000528,만촌1동1329-62_100814,35.872496,128.64057,8626,4
CTV0000529,만촌1동1329-62_북쪽_100815,35.872496,128.64057,5044,4
CTV0000509,만촌1동1330-1_100773,35.873724,128.640481,14190,4
CTV0001282,만촌1동1348(보노유치원)_100422,35.868287,128.635024,5431,4
CTV0001248,만촌1동1425(중앙초교동편)_100319,35.870296,128.641057,11725,4
CTV0001247,만촌1동1425(중앙초교정문옆)_100318,35.86934,128.640628,10089,4
CTV0001471,만촌1동1425_서쪽_101423,35.86934,128.640628,9009,4
CTV0000599,만촌1동189-3_100885,35.877539,128.649103,4108,4
CTV0000600,만촌1동189-3_동쪽_100886,35.877539,128.649103,3342,4
CTV0000789,만촌1동190-3_101134,35.877321,128.648279,2593,4
CTV0000790,만촌1동190-3_남쪽_101135,35.877269,128.647881,1788,4
CTV0000793,만촌1동190-6_101138,35.87637,128.646021,6703,4
CTV0000794,만촌1동190-6_북쪽(지하보도)_101139,35.87637,128.646021,4083,4
CTV0000801,만촌1동198_101146,35.87679,128.648285,3718,4
CTV0000802,만촌1동198_남서쪽(경로당)_101147,35.876729,128.648419,442,4
CTV0000797,만촌1동214_101142,35.875578,128.647872,1488,4
CTV0000798,만촌1동214_남서쪽_101143,35.875578,128.647872,448,4
CTV0000222,만촌1동233_100161,35.876562,128.649031,4977,4
CTV0001218,만촌1동262(동문초교)_100265,35.874105,128.651793,1695,4
CTV0000393,만촌1동342-14_남쪽사거리_100635,35.874313,128.649655,4536,4
CTV0000966,만촌1동342-39_101316,35.874175,128.65071,8502,4
CTV0001395,만촌1동342-41_100740,35.874473,128.651185,1337,4
CTV0001217,만촌1동348-17(동문초)_100264,35.875209,128.649894,9075,4
CTV0000795,만촌1동349-2_101140,35.875216,128.649188,1393,4
CTV0000796,만촌1동349-2_남쪽_101141,35.875216,128.649188,2366,4
CTV0000944,만촌1동350-1_101294,35.875846,128.649034,5266,4
CTV0000372,만촌1동360_100609,35.874822,128.648258,3892,4
CTV0000799,만촌1동375-8_101144,35.875686,128.646715,1142,4
CTV0000800,만촌1동375-8_남동쪽_101145,35.875686,128.646715,1696,4
CTV0000356,만촌1동383-1_100545,35.876378,128.647003,2202,4
CTV0000943,만촌1동383-2_101293,35.87622,128.647127,3062,4
CTV0000791,만촌1동389-9_101136,35.877077,128.646692,4191,4
CTV0000792,만촌1동389-9_남동쪽_101137,35.877077,128.646692,992,4
CTV0000294,만촌1동413-2_100354,35.869374,128.633002,14738,4
CTV0000391,만촌1동414-11_100633,35.867716,128.631641,2239,4
CTV0000113,만촌1동415-9_100027,35.868111,128.633846,7904,4
CTV0001419,만촌1동422-10(보노유치원)_101084,35.867493,128.635185,5869,4
CTV0001420,만촌1동422-10(보노유치원)북쪽_101085,35.867493,128.635185,2077,4
CTV0000829,만촌1동423-1_101179,35.867989,128.636582,4440,4
CTV0000830,만촌1동423-1_동남쪽_101180,35.867989,128.636582,2895,4
CTV0000392,만촌1동429-5_100634,35.870971,128.642013,4712,4
CTV0000831,만촌1동444-7_101181,35.873118,128.641626,9318,4
CTV0000832,만촌1동444-7_북쪽_101182,35.873118,128.641626,5497,4
CTV0000964,만촌1동445-7_101314,35.872624,128.643388,6667,4
CTV0000965,만촌1동445-7_동쪽_101315,35.872624,128.643388,5047,4
CTV0000100,만촌1동448-5_100012,35.872285,128.642254,4951,4
CTV0000530,만촌1동607-13_100816,35.874417,128.644238,4196,4
CTV0000293,만촌1동608-14_100353,35.875292,128.644342,2260,4
CTV0000960,만촌1동639-3_101310,35.872446,128.647027,1540,4
CTV0000961,만촌1동639-3_북쪽_101311,35.872446,128.647027,488,4
CTV0000932,만촌1동64-7_동쪽삼거리_101282,35.873413,128.655529,5106,4
CTV0000934,만촌1동64-7_동쪽삼거리_북쪽_101284,35.873144,128.644363,3595,4
CTV0000933,만촌1동64-7_동쪽삼거리_동쪽_101283,35.873413,128.655529,151,4
CTV0000740,만촌1동651-2_101027,35.870656,128.643252,717,4
CTV0000741,만촌1동651-2_북쪽_101028,35.870656,128.643252,345,4
CTV0000710,만촌1동655-21_100996,35.869705,128.643972,850,4
CTV0000833,만촌1동656-14_101183,35.870938,128.644053,1317,4
CTV0000834,만촌1동656-14_북동쪽_101184,35.870938,128.644053,502,4
CTV0000002,만촌1동656-3(샛별어린이공원)_100235,35.870561,128.643649,9299,4
CTV0000675,만촌1동656-39_100961,35.870159,128.644342,681,4
CTV0000708,만촌1동656-47_100994,35.870758,128.644682,4834,4
CTV0001249,만촌1동658-28(중앙초교주변)_100320,35.86974,128.642076,14526,4
CTV0000270,만촌1동658-41_100328,35.869452,128.642349,363,4
CTV0001403,만촌1동659-10_100759,35.867821,128.642155,7303,4
CTV0000271,만촌1동662-1_100329,35.868365,128.642392,1137,4
CTV0000143,만촌1동662-16_100066,35.869503,128.642706,6312,4
CTV0000279,만촌1동663-6_100337,35.86876,128.64274,2377,4
CTV0000272,만촌1동664-17_100330,35.867708,128.642804,1469,4
CTV0000180,만촌1동664-43_100116,35.866333,128.643112,14566,4
CTV0000273,만촌1동665-20_100331,35.868356,128.643217,456,4
CTV0000274,만촌1동665-3_100332,35.866695,128.643432,1219,4
CTV0000275,만촌1동666-4_100333,35.868794,128.643347,4935,4
CTV0000276,만촌1동667-10_100334,35.867289,128.64347,1184,4
CTV0000278,만촌1동668-13_100336,35.867812,128.644156,1703,4
CTV0000277,만촌1동668-38_100335,35.867178,128.644002,469,4
CTV0000353,만촌1동673-7_100527,35.87025,128.645812,1578,4
CTV0000487,만촌1동674-12_100729,35.871055,128.647096,4753,4
CTV0000674,만촌1동676-28_100960,35.869702,128.646788,1049,4
CTV0000489,만촌1동685-22_100748,35.869211,128.646098,1354,4
CTV0001335,만촌1동79-1맞은편_100531,35.8751408,128.6527116,2218,4
CTV0000501,만촌1동87-6_1_100764,35.877942,128.649866,4797,4
CTV0000502,만촌1동87-6_2_100765,35.878185,128.649971,3222,4
CTV0001125,만촌2동1001-42_101482,35.862365,128.646355,383,4
CTV0001126,만촌2동1001-42_남서쪽_101483,35.862365,128.646355,328,4
CTV0000365,만촌2동1001-6_100554,35.862626,128.64544,3608,4
CTV0000531,만촌2동1005-31_100817,35.864135,128.646737,5007,4
CTV0000532,만촌2동1005-31_서쪽_100818,35.864135,128.646737,1977,4
CTV0000114,만촌2동1006-11_100028,35.863288,128.645718,939,4
CTV0000031,만촌2동1006-2(청구어린이공원)_100428,35.863207,128.646079,3938,4
CTV0000262,만촌2동1009-15_100270,35.863274,128.642791,3650,4
CTV0000601,만촌2동1009-25_100887,35.862597,128.6434,5058,4
CTV0000602,만촌2동1009-25_동쪽_100888,35.862597,128.6434,1357,4
CTV0000146,만촌2동1011-1_100069,35.861147,128.643707,3080,4
CTV0000340,만촌2동1016-60_100453,35.8625,128.642394,2862,4
CTV0000295,만촌2동1016-87_100355,35.861554,128.641912,2575,4
CTV0000184,만촌2동1017-11_100120,35.862596,128.642834,1107,4
CTV0000046,만촌2동1017-2(동원어린이공원)_100443,35.862045,128.643286,7304,4
CTV0000742,만촌2동1018-23_101029,35.863036,128.64077,2449,4
CTV0000743,만촌2동1018-23_남서쪽_101030,35.863036,128.64077,3026,4
CTV0000169,만촌2동1018-48_100104,35.862707,128.641501,333,4
CTV0001073,만촌2동1021-18_101426,35.861386,128.64071,1590,4
CTV0000967,만촌2동1022-6_101317,35.86186,128.640894,3924,4
CTV0000259,만촌2동1022-6_동쪽_100260,35.86187,128.640905,2261,4
CTV0000047,만촌2동1023-11(광명어린이공원)_100444,35.860035,128.641518,6883,4
CTV0000101,만촌2동1023-17_100013,35.859948,128.642065,11869,4
CTV0001071,만촌2동1027-1_101424,35.860757,128.642181,3591,4
CTV0001072,만촌2동1027-1_남쪽_101425,35.860757,128.642181,3837,4
CTV0000378,만촌2동1029-9_100615,35.860423,128.644859,10793,4
CTV0000125,만촌2동1030-1_100040,35.860614,128.644108,1164,4
CTV0001204,만촌2동934_정문옆(동원초교)_100225,35.86583235,128.6400991,5224,4
CTV0001207,만촌2동935-1_100228,35.864738,128.639248,5783,4
CTV0000280,만촌2동935-19_100338,35.864192,128.639392,6318,4
CTV0001331,만촌2동935-24_100525,35.86483,128.640321,2879,4
CTV0001206,만촌2동935-30_100227,35.863995,128.640192,2127,4
CTV0000282,만촌2동952-6_100340,35.864608,128.64088,1996,4
CTV0000285,만촌2동958-3_100343,35.865133,128.641696,978,4
CTV0000283,만촌2동959-5_100341,35.864156,128.640794,4310,4
CTV0000284,만촌2동960-3_100342,35.863833,128.64157,1005,4
CTV0000281,만촌2동960-33_100339,35.863291,128.64015,1091,4
CTV0000286,만촌2동960-57_100344,35.863622,128.642641,4278,4
CTV0000289,만촌2동961-2_100347,35.864418,128.642695,582,4
CTV0000288,만촌2동961-21_100346,35.865107,128.643006,3821,4
CTV0000182,만촌2동962-9_100118,35.863674,128.643548,4765,4
CTV0000287,만촌2동963-3_100345,35.865624,128.642295,2088,4
CTV0000383,만촌2동964-8_100625,35.861408,128.649125,2456,4
CTV0000835,만촌2동965-8_101185,35.865321,128.643362,9765,4
CTV0000836,만촌2동965-8_북쪽_101186,35.865321,128.643362,2853,4
CTV0000970,만촌2동972-16_101320,35.866871,128.644753,9282,4
CTV0000971,만촌2동972-16_남쪽_101321,35.866871,128.644753,2610,4
CTV0001421,만촌2동973-38(만촌초교)_101086,35.866534,128.645874,4773,4
CTV0001422,만촌2동973-38(만촌초교)서쪽_101087,35.866534,128.645874,1430,4
CTV0001360,만촌2동975-20_100584,35.867134,128.646932,3339,4
CTV0000972,만촌2동975-24_101322,35.867822,128.647151,1556,4
CTV0000973,만촌2동975-24_동쪽_101323,35.867822,128.647151,682,4
CTV0001361,만촌2동976-52(색동유치원)_100585,35.86776,128.648053,4049,4
CTV0000776,만촌2동977-1_101063,35.869297,128.64834,3515,4
CTV0000777,만촌2동977-1_남쪽_101064,35.869297,128.64834,580,4
CTV0000778,만촌2동978-23_101065,35.86624,128.648989,742,4
CTV0000779,만촌2동978-23_북쪽_101066,35.86624,128.648989,2413,4
CTV0001201,만촌2동979-10_100222,35.867186,128.648327,821,4
CTV0000183,만촌2동979-21_100119,35.865621,128.648552,2242,4
CTV0001203,만촌2동981-31_100224,35.866299,128.647506,5976,4
CTV0000181,만촌2동982-47_100117,35.86576584,128.6464642,2165,4
CTV0001423,만촌2동983-27_동쪽_(만촌어린이집)_101088,35.865479,128.643911,1467,4
CTV0001424,만촌2동983-27_서쪽_(만촌어린이집)_101089,35.865479,128.643911,784,4
CTV0001285,만촌2동983-39(만촌어린이집)_100425,35.865975,128.645001,5415,4
CTV0000394,만촌2동984-10_100636,35.865149,128.645237,1324,4
CTV0000837,만촌2동985-3_101187,35.864436,128.644499,1176,4
CTV0000838,만촌2동985-3_북쪽_101188,35.864436,128.644499,684,4
CTV0000479,만촌2동990-41_100721,35.865062,128.645996,2422,4
CTV0000480,만촌2동990-51_100722,35.865504,128.647051,1369,4
CTV0001475,만촌2동991-5(만촌초교)_101463,35.866716,128.648429,3244,4
CTV0001202,만촌2동991-5_서쪽_100223,35.866716,128.648429,528,4
CTV0000026,만촌2동991-8(무열어린이공원)_100288,35.865537,128.647839,4434,4
CTV0000145,만촌2동992-52_100068,35.864482,128.647602,2283,4
CTV0000841,만촌2동992-56_101191,35.864092,128.648076,5857,4
CTV0000533,만촌2동995-13_100819,35.861949,128.647601,8884,4
CTV0000534,만촌2동995-13_북쪽_100820,35.861949,128.647601,1975,4
CTV0000839,만촌2동997-11_101189,35.860569,128.646286,1621,4
CTV0000840,만촌2동997-11_서쪽_101190,35.860569,128.646286,485,4
CTV0000352,만촌2동999-12_100526,35.861317,128.646137,3471,4
CTV0000968,만촌2동산360-8_101318,35.85785,128.650396,1200,4
CTV0000969,만촌2동산360-8_북동쪽_101319,35.85785,128.650396,288,4
CTV0002559,급식실측면(역사관-급식실사이현관)(중앙01),35.817948,128.638482,856,4
CTV0002560,강당주차장측면(운동장)(중앙02),35.817948,128.638482,1449,4
CTV0002561,강당주차장측면(후문오르막)(중앙03),35.817948,128.638482,2708,4
CTV0002606,강당주차장안쪽(분리수거장)(중앙04),35.817948,128.638482,14605,4
CTV0002607,1-2앞(모래놀이터)(중앙05),35.817948,128.638482,1381,4
