rank,cctvUid,cctvNm,cctvCount,lat,lon
1687,CTV0000272,만촌1동664-17_100330,3238,35.867708,128.642804
1688,CTV0000621,파동148-31_100907,3207,35.815392,128.61433
1689,CTV0001483,만촌1동산90(영남제일관내부2)_300043,3181,35.875305,128.65824
1690,CTV0001366,범물1동1296-3_100590,3177,35.817012,128.647736
1691,CTV0000321,범어2동417-22_100381,3173,35.864072,128.637645
1692,CTV0002413,조회대중심동편스탠드(범물15),3156,35.8215275,128.6451281
1693,CTV0000308,대흥동149_100368,3146,35.832638,128.684622
1694,CTV0000674,만촌1동676-28_100960,3125,35.869702,128.646788
1695,CTV0000839,만촌2동997-11_101189,3118,35.860569,128.646286
1696,CTV0000276,만촌1동667-10_100334,3118,35.867289,128.64347
1697,CTV0000862,황금2동734-2_북쪽_101212,3101,35.848606,128.620913
1698,CTV0000394,만촌2동984-10_100636,3059,35.865149,128.645237
1699,CTV0002060,조례대급수대(용지16),3050,35.82255,128.632677
1700,CTV0000497,지산2동1184-3_100756,3049,35.820983,128.626868
1701,CTV0001425,만촌3동1088(만촌아이숲유치원)_101090,3048,35.85459,128.646003
1702,CTV0000496,지산2동1248_100755,3038,35.82398,128.627329
1703,CTV0002518,쓰레기분리수거장(동일14),3028,35.85801,128.616951
1704,CTV0000781,지산1동305-1_동쪽_101068,3024,35.823666,128.639783
1705,CTV0000072,범물2동1367(관계지어린이공원)_100539,3021,35.814559,128.639549
1706,CTV0000333,상동152-57_100393,3019,35.835893,128.608041
1707,CTV0002484,강당동관사이(욱수06),3016,35.831124,128.707641
1708,CTV0002658,텃밭및주차장(수성13),3012,35.8371448,128.6100157
1709,CTV0002701,식생활관출입문(용지05),3010,35.82255,128.632677
1710,CTV0002560,강당주차장측면(운동장)(중앙02),3006,35.817948,128.638482
1711,CTV0000995,황금2동707-14_101345,3001,35.85016,128.622638
1712,CTV0002547,본관(동원09),2997,35.8652208,128.640122
1713,CTV0000522,범어2동435-25_100808,2982,35.866681,128.634833
1714,CTV0002357,범어1동238-3(수성구청별관옥상)_101615,2975,35.858204,128.630035
1715,CTV0000607,수성2가동199-1_100893,2974,35.852671,128.615219
1716,CTV0000433,상동243-8_100675,2970,35.833992,128.607911
1717,CTV0002556,서편교실뒤편(동일03),2968,35.85801,128.616951
1718,CTV0002681,운동장강당(범어16),2966,35.860581,128.632761
1719,CTV0000728,사월동15-1_북동쪽_101015,2962,35.841157,128.723161
1720,CTV0000098,고모동1-2_100010,2958,35.870359,128.666948
1721,CTV0001399,지산1동1027-6_남쪽(남양학교)_100744,2947,35.831933,128.628455
1722,CTV0002013,운동장쪽(지봉18),2944,35.825289,128.640523
1723,CTV0002420,고산10(고산),2931,35.843638,128.693003
1724,CTV0001088,지산2동1217_101441,2925,35.822277,128.624965
1725,CTV0001437,파동110-125(키즈브라운어린이집)_101102,2910,35.818423,128.614627
1726,CTV0000768,이천동452-1_북동쪽_101055,2905,35.838665,128.655953
1727,CTV0002555,강당뒤북서쪽(성동08),2902,35.841491,128.63213
1728,CTV0001423,만촌2동983-27_동쪽_(만촌어린이집)_101088,2896,35.865479,128.643911
1729,CTV0002362,정문(대청01),2894,35.851036,128.650413
1730,CTV0002572,주차장동편(수성08),2892,35.8371448,128.6100157
1731,CTV0001181,범물1동1292-9_100202,2891,35.817882,128.647757
1732,CTV0000289,만촌2동961-2_100347,2891,35.864418,128.642695
1733,CTV0000763,지산2동1186-8_101050,2890,35.821962,128.626559
1734,CTV0000984,수성3가동244-9_북쪽_101334,2889,35.850765,128.619818
1735,CTV0000800,만촌1동375-8_남동쪽_101145,2882,35.875686,128.646715
1736,CTV0000837,만촌2동985-3_101187,2871,35.864436,128.644499
1737,CTV0000612,황금1동129-3_동쪽_100898,2870,35.848671,128.636061
1738,CTV0002589,운동장_우(동도03),2864,35.857024,128.623882
1739,CTV0000904,매호동100-1_남쪽_101254,2861,35.8552,128.709555
1740,CTV0002690,텃밭(시지13),2860,35.84351,128.703264
1741,CTV0002626,정문입구(시지01),2854,35.84351,128.703264
1742,CTV0002059,조례대(지봉17),2844,35.825289,128.640523
1743,CTV0001552,범어1동356(구민운동장주차장좌측)_300006,2844,35.85055419,128.629343
1744,CTV0000664,연호동133-3_남동쪽_100950,2838,35.843307,128.670727
1745,CTV0000792,만촌1동389-9_남동쪽_101137,2835,35.877077,128.646692
1746,CTV0002656,주차장1(동산13),2835,35.84907,128.627928
1747,CTV0000610,수성4가동1236-17_동쪽_100896,2833,35.861627,128.610554
1748,CTV0002469,주차장1(노변12),2833,35.8377186,128.6974833
1749,CTV0002312,범어2동135-20_동쪽_101571,2818,35.866271,128.632965
1750,CTV0001762,기상대뒤(복명11),2810,35.817636,128.647293
1751,CTV0000813,범어2동425-1_101163,2800,35.86585,128.638387
1752,CTV0002293,후관1층동편측면(동도18),2799,35.857024,128.623882
1753,CTV0001395,만촌1동342-41_100740,2798,35.874473,128.651185
1754,CTV0002435,본관북쪽4층교문앞(지봉05),2788,35.825289,128.640523
1755,CTV0002499,본관서관연결로(신매10),2780,35.836088,128.708975
1756,CTV0002192,3동앞우유급식대방향(서쪽)(두산19),2772,35.83256237,128.6258352
1757,CTV0002678,새싹놀이터(들안길06),2759,35.8389183,128.6183819
1758,CTV0000815,범어2동433-7_101165,2753,35.86559,128.635
1759,CTV0002302,만촌1동666-15_남동쪽_101561,2749,35.869159,128.643735
1760,CTV0001078,중동24-6_101431,2741,35.84932,128.614988
1761,CTV0000271,만촌1동662-1_100329,2737,35.868365,128.642392
1762,CTV0002029,장미관현관문(매호14),2736,35.841486,128.712799
1763,CTV0002655,운동장옆(동산12),2734,35.84907,128.627928
1764,CTV0000231,범어1동805-32_서쪽_100170,2724,35.852128,128.623567
1765,CTV0000328,범어2동403-8_100388,2720,35.862919,128.638081
1766,CTV0001422,만촌2동973-38(만촌초교)서쪽_101087,2720,35.866534,128.645874
1767,CTV0000251,범어2동418-15_서쪽_100252,2719,35.864953,128.636913
1768,CTV0000795,만촌1동349-2_101140,2718,35.875216,128.649188
1769,CTV0001805,동관옆담장(욱수14)_,2718,35.831124,128.707641
1770,CTV0001555,지산동888-1(무학산공원)_300090,2712,35.836015,128.630071
1771,CTV0002540,강당서편(동원02),2691,35.8652208,128.640122
1772,CTV0001841,본관동쪽통로(청림10),2687,35.835638,128.703309
1773,CTV0000284,만촌2동960-3_100342,2682,35.863833,128.64157
1774,CTV0002603,급식실옆주차장(동산03),2675,35.84907,128.627928
1775,CTV0000575,범물2동1339-14_남동쪽_100861,2675,35.818669,128.637949
1776,CTV0002143,행정실뒷편(삼육05),2669,35.839911,128.610579
1777,CTV0001424,만촌2동983-27_서쪽_(만촌어린이집)_101089,2662,35.865479,128.643911
1778,CTV0002647,주차장4(들안길12),2644,35.8389183,128.6183819
1779,CTV0000939,범물1동산205-7_남동쪽_101289,2644,35.815948,128.652813
1780,CTV0000274,만촌1동665-3_100332,2638,35.866695,128.643432
1781,CTV0001761,급식차량진입구(동천14),2626,35.865813,128.625014
1782,CTV0002371,강당주차장출입구(대청11),2618,35.851036,128.650413
1783,CTV0000563,두산동176-1_동쪽_100849,2613,35.830516,128.618508
1784,CTV0002459,남문출입구(복명05),2602,35.817636,128.647293
1785,CTV0002627,운동장좌측(시지02),2595,35.84351,128.703264
1786,CTV0000736,범어3동1444_남동쪽_101023,2594,35.865486,128.618373
1787,CTV0001773,놀이시설(매호17),2594,35.841486,128.712799
1788,CTV0002679,잎새마당(들안길07),2590,35.8389183,128.6183819
1789,CTV0000317,지산2동1230-17_100377,2587,35.820298,128.628127
1790,CTV0002568,후문출입구(수성04),2572,35.8371448,128.6100157
1791,CTV0000538,수성2가동136-2_100824,2559,35.856683,128.614992
1792,CTV0000399,황금2동752-1_100641,2552,35.848072,128.617418
1793,CTV0000327,범어2동402-14_100387,2545,35.862849,128.637705
1794,CTV0000833,만촌1동656-14_101183,2543,35.870938,128.644053
1795,CTV0002619,후문주차장_텃밭(동문02),2532,35.8748569,128.6523723
1796,CTV0000419,중동34-4_100661,2526,35.849013,128.613645
1797,CTV0002455,주차장2(복명16),2523,35.817636,128.647293
1798,CTV0000908,범어1동685-15_동쪽_101258,2518,35.848622,128.62693
1799,CTV0001950,식당입구(시지07),2515,35.84351,128.703264
1800,CTV0001973,우유창고앞(지봉15),2502,35.825289,128.640523
1801,CTV0001516,만촌2동715-1(모명재)_300050,2500,35.858389,128.65158
1802,CTV0000536,만촌3동867_서쪽_100822,2490,35.851516,128.655
1803,CTV0000335,상동151-4_100395,2486,35.835594,128.607892
1804,CTV0001064,시지동209-1_101414,2476,35.841583,128.685286
1805,CTV0002292,후관1층동편현관(동도17),2467,35.857024,128.623882
1806,CTV0002037,정문(동도08)_,2456,35.857024,128.623882
1807,CTV0000384,연호동21-9_100626,2451,35.847367,128.671543
1808,CTV0000644,황금2동833-6_북쪽_100930,2450,35.843152,128.62152
1809,CTV0000650,중동118-10_북쪽_100936,2441,35.843463,128.614689
1810,CTV0001107,중동537-8(부성자원앞)_동쪽_101464,2434,35.84803,128.60959
1811,CTV0000804,수성1가동515_서쪽_101154,2432,35.849597,128.612433
1812,CTV0001916,사월10,2431,35.833859,128.715246
1813,CTV0002219,범어2동224-15_북쪽_101549,2430,35.859747,128.63711
1814,CTV0001881,본관주차장(청림13),2423,35.835638,128.703309
1815,CTV0000304,대흥동433-4_100364,2421,35.830809,128.682984
1816,CTV0002660,동편현관외벽(수성16),2417,35.8371448,128.6100157
1817,CTV0002693,서편현관(돌봄교실앞)(용지17),2412,35.82255,128.632677
1818,CTV0000972,만촌2동975-24_101322,2407,35.867822,128.647151
1819,CTV0002506,2동동쪽출입구(두산02),2394,35.832514,128.625868
1820,CTV0000747,수성3가동347-4_101034,2388,35.853034,128.617751
1821,CTV0001073,만촌2동1021-18_101426,2373,35.861386,128.64071
1822,CTV0000651,파동23-87_100937,2372,35.818654,128.612314
1823,CTV0002615,후문입구(동문05),2371,35.8748569,128.6523723
1824,CTV0000130,범물2동1391-8_100045,2368,35.813859,128.641221
1825,CTV0001548,만촌1동산90(영남제일관좌측계단)_300038,2368,35.875305,128.65824
1826,CTV0002621,중앙현관(동문04),2367,35.835638,128.703309
1827,CTV0000521,범어2동428-23_북쪽_100807,2366,35.866178,128.635692
1828,CTV0000039,지산2동1184-5(현대어린이공원)_100436,2365,35.822425,128.625102
1829,CTV0001869,본관서쪽뜰(청림12),2354,35.835638,128.703309
1830,CTV0000587,연호동53-2_동쪽_100873,2353,35.846166,128.673851
1831,CTV0000602,만촌2동1009-25_동쪽_100888,2351,35.862597,128.6434
1832,CTV0002418,고산01(고산),2344,35.843638,128.693003
1833,CTV0002590,신관뒤편2(동도06),2339,35.857024,128.623882
1834,CTV0000785,연호동154-44_남쪽_101072,2327,35.845301,128.672985
1835,CTV0000902,삼덕동343-3_남쪽_101252,2323,35.829575,128.678199
1836,CTV0002494,강당주차장2(파동11),2315,35.824284,128.60801
1837,CTV0000184,만촌2동1017-11_100120,2313,35.862596,128.642834
1838,CTV0001820,등나무(복명01),2310,35.817636,128.647293
1839,CTV0000441,파동345-5_100683,2308,35.81104,128.619278
1840,CTV0000975,만촌3동869-3_동쪽_101325,2308,35.85078,128.653399
1841,CTV0000285,만촌2동958-3_100343,2300,35.865133,128.641696
1842,CTV0002715,만촌1동668-5_남동쪽_101623,2292,35.867933,128.644557
1843,CTV0001834,본관건물뒤주차장(교무실벽)(용지11),2291,35.82255,128.632677
1844,CTV0002460,교문정문출입구(복명10),2289,35.817636,128.647293
1845,CTV0002366,운동장(대청07),2289,35.851036,128.650413
1846,CTV0001788,다니엘관1층(삼육02),2289,35.839911,128.610579
1847,CTV0000722,지산2동1251-4_101009,2287,35.823659,128.628568
1848,CTV0000758,파동153_동쪽_101045,2286,35.81397,128.618825
1849,CTV0000305,고모동56_100365,2282,35.867154,128.67019
1850,CTV0000325,범어2동398-14_100385,2282,35.862523,128.636835
1851,CTV0002515,필로티주차장뒤쪽(동일11),2273,35.85801,128.616951
1852,CTV0001426,만촌3동1088(만촌아이숲유치원)동쪽_101091,2270,35.852325,128.644727
1853,CTV0000307,이천동326-2_100367,2257,35.839499,128.658169
1854,CTV0002524,후관뒤유도실옆(성동01),2253,35.841491,128.63213
1855,CTV0000260,범어4동88-38_100268,2240,35.854185,128.64257
1856,CTV0000045,지산2동1211-2(거성어린이공원)_100442,2234,35.819623,128.635608
1857,CTV0000818,범어3동471-11_서쪽_101168,2232,35.866116,128.622701
1858,CTV0000668,사월동207-2_북서쪽_100954,2231,35.841536,128.719602
1859,CTV0002526,주차장동쪽방향(두산09),2231,35.832514,128.625868
1860,CTV0001850,본관뒤중앙출입구(성동02),2229,35.841491,128.63213
1861,CTV0001963,쓰레기장(시지16),2226,35.84351,128.703264
1862,CTV0002638,지하주차장3(동천04),2214,35.865813,128.625014
1863,CTV0000714,삼덕동473-1_101000,2212,35.829968,128.67006
1864,CTV0002268,대흥동646-148_400012,2210,35.839113,128.682209
1865,CTV0002680,후문(들안길15),2198,35.8389183,128.6183819
1866,CTV0002373,본관동편(매동02),2196,35.8452426,128.7090979
1867,CTV0002643,주차장2(들안길10),2184,35.8389183,128.6183819
1868,CTV0000588,범어4동77-61_100874,2177,35.854687,128.642353
1869,CTV0000914,범어4동65-71_북쪽_101264,2161,35.856797,128.641436
1870,CTV0000416,만촌2동1008-41_100658,2150,35.863293,128.645094
1871,CTV0002750,범어2동401-13_북쪽_101658,2149,35.862253,128.637517
1872,CTV0000273,만촌1동665-20_100331,2145,35.868356,128.643217
1873,CTV0001685,강당앞북쪽운동장(성동07),2129,35.841491,128.63213
1874,CTV0001077,황금2동881-11_101430,2126,35.841426,128.619151
1875,CTV0002483,고산11(고산),2123,35.843638,128.693003
1876,CTV0000828,범어4동244-1_동쪽_101178,2121,35.856682,128.632685
1877,CTV0002398,후관동편(매동07),2120,35.8452426,128.7090979
1878,CTV0002588,신관뒤편1(동도05),2118,35.857024,128.623882
1879,CTV0002538,체육관출입구(동원12),2113,35.8652208,128.640122
1880,CTV0001741,급수대서쪽담장(동성12),2112,35.853031,128.612508
1881,CTV0001089,범물1동1300-1_101442,2110,35.816429,128.647819
1882,CTV0002457,주차장4(복명18),2109,35.817636,128.647293
1883,CTV0001760,급식실휴게실뒤편(신매04),2105,35.836088,128.708975
1884,CTV0002657,어린이놀이시설(수성15),2092,35.8371448,128.6100157
1885,CTV0001482,만촌1동산90(영남제일관내부1)_300042,2087,35.875305,128.65824
1886,CTV0001562,범물1동951(진밭골개울가우측)_300085,2087,35.816959,128.660388
1887,CTV0000675,만촌1동656-39_100961,2087,35.870159,128.644342
1888,CTV0001184,범물1동1283_100205,2075,35.819222,128.644035
1889,CTV0001201,만촌2동979-10_100222,2074,35.867186,128.648327
1890,CTV0001920,사월14,2073,35.833859,128.715246
1891,CTV0002685,강당주차장2(용지20),2066,35.82255,128.632677
1892,CTV0002563,수돗가옆현관(동도12),2056,35.857024,128.623882
1893,CTV0000968,만촌2동산360-8_101318,2034,35.85785,128.650396
1894,CTV0002201,지산1동980-14_101531,2026,35.835634,128.629097
1895,CTV0001743,급식소뒤편1(시지14),2014,35.84351,128.703264
1896,CTV0002634,가스계량기함주변(용지04),2005,35.82255,128.632677
1897,CTV0001129,황금2동810-14_남쪽_101486,2000,35.845209,128.617452
1898,CTV0002249,두산동37-3(두산공영)_300128,1987,35.837968,128.618375
1899,CTV0000933,만촌1동64-7_동쪽삼거리_동쪽_101283,1981,35.873413,128.655529
1900,CTV0000269,고모동376_100277,1981,35.857239,128.677158
1901,CTV0001693,강당주차장(동산08),1968,35.84907,128.627928
1902,CTV0000960,만촌1동639-3_101310,1960,35.872446,128.647027
1903,CTV0002724,매호동1099-63_101632,1948,35.8536676,128.7080476
1904,CTV0002158,후관주차장(청림11),1946,35.835638,128.703309
1905,CTV0000710,만촌1동655-21_100996,1939,35.869705,128.643972
1906,CTV0000022,지산2동1247(청산어린이공원)_100284,1934,35.823568,128.627441
1907,CTV0000872,파동390_서쪽_101222,1907,35.809125,128.621455
1908,CTV0002015,운동장쪽문(복명08),1907,35.817636,128.647293
1909,CTV0001048,대흥동496-6_101398,1904,35.829475,128.68549
1910,CTV0001477,고모동20-5(수성패밀리파크)_300071,1901,35.870422,128.674056
1911,CTV0000489,만촌1동685-22_100748,1898,35.869211,128.646098
1912,CTV0002406,서편우유창고(복명14),1897,35.817636,128.647293
1913,CTV0002407,서편현관(복명13),1891,35.817636,128.647293
1914,CTV0001670,CH07(욱수22),1889,35.831124,128.707641
1915,CTV0002613,임시교사동서편(동도14),1874,35.857024,128.623882
1916,CTV0002441,정문경비실화단(지봉11),1868,35.825289,128.640523
1917,CTV0002577,본관앞도서관연결통로(동성07),1863,35.853031,128.612508
1918,CTV0000754,중동135-5_101041,1861,35.843368,128.616109
1919,CTV0002474,과학실주차장(지산04),1860,35.827117,128.62999
1920,CTV0002433,본관중앙현관(지봉09),1840,35.825289,128.640523
1921,CTV0002451,신관운동장쪽(욱수04),1839,35.831124,128.707641
1922,CTV0002149,후관뒤서쪽출입구(성동05),1832,35.841491,128.63213
1923,CTV0000834,만촌1동656-14_북동쪽_101184,1823,35.870938,128.644053
1924,CTV0000544,황금1동115-5_100830,1823,35.849799,128.634912
1925,CTV0001790,다니엘관3층(삼육13),1820,35.839911,128.610579
1926,CTV0002412,본관중앙현관(범물09),1812,35.8215275,128.6451281
1927,CTV0000342,범물2동1359-11_100455,1802,35.816235,128.637904
1928,CTV0002574,조례대(수성10),1800,35.8371448,128.6100157
1929,CTV0000827,범어4동244-1_서쪽_101177,1799,35.856682,128.632685
1930,CTV0002073,주차장1(동일07),1795,35.85801,128.616951
1931,CTV0000707,두산동154-31_북쪽_100993,1794,35.833437,128.617454
1932,CTV0000941,삼덕동529_101291,1787,35.829818,128.668194
1933,CTV0001960,신관출입구방향(범일10),1782,35.816243,128.639464
1934,CTV0002342,지산2동1209-6_101602,1775,35.817592,128.634262
1935,CTV0000642,황금2동833-6_100928,1775,35.843152,128.62152
1936,CTV0002306,만촌1동672-9_북서쪽_101565,1772,35.868244,128.645177
1937,CTV0000765,범물2동1343-9_101052,1764,35.81753,128.637595
1938,CTV0002497,본관서편출입구(욱수18),1754,35.831124,128.707641
1939,CTV0002585,유치원현관(동도10),1751,35.857024,128.623882
1940,CTV0002601,중앙현관내부(동산01),1748,35.84907,128.627928
1941,CTV0000277,만촌1동668-38_100335,1746,35.867178,128.644002
1942,CTV0000901,삼덕동343-3_101251,1740,35.829575,128.678199
1943,CTV0002776,만촌1동435-1_남동쪽_101684,1738,35.874194,128.646784
1944,CTV0002431,본관뒤쪽동편(욱수03),1730,35.831124,128.707641
1945,CTV0000919,만촌3동853-9_서쪽_101269,1729,35.856358,128.649861
1946,CTV0000950,범어2동397-44_101300,1723,35.863691,128.636404
1947,CTV0002649,본관앞길1(들안길03),1718,35.8389183,128.6183819
1948,CTV0000499,연호동424-3_100758,1704,35.83695,128.66768
1949,CTV0000138,수성4가동1028-10_100060,1703,35.862314,128.616958
1950,CTV0002545,유치원현관(동원07),1694,35.8652208,128.640122
1951,CTV0001470,노변동367-2_101152,1692,35.83440693,128.7040193
1952,CTV0002381,본관현관문(매호13),1691,35.8414878,128.712805
1953,CTV0002450,본관뒤쪽서편(욱수02),1690,35.831124,128.707641
1954,CTV0001397,지산1동1026-1_북쪽_100742,1680,35.832873,128.628413
1955,CTV0002565,정문(수성01),1677,35.8371448,128.6100157
1956,CTV0002346,신매동604-4_남동쪽_101606,1676,35.830649,128.703219
1957,CTV0000802,만촌1동198_남서쪽(경로당)_101147,1673,35.876729,128.648419
1958,CTV0002173,후문크게보임(지산12),1672,35.827117,128.62999
1959,CTV0001060,황금1동산93-3_101410,1672,35.83159855,128.6423255
1960,CTV0002731,사월동380-5_서쪽_101639,1664,35.835885,128.719498
1961,CTV0000585,연호동28-1_북서쪽_100871,1649,35.84734,128.673624
1962,CTV0002566,수영장출입문(수성02),1643,35.8371448,128.6100157
1963,CTV0000114,만촌2동1006-11_100028,1642,35.863288,128.645718
1964,CTV0002557,후문(동일10),1637,35.85801,128.616951
1965,CTV0002699,강당주차장5(용지18),1636,35.82255,128.632677
1966,CTV0000643,황금2동833-6_남쪽_100929,1632,35.843152,128.62152
1967,CTV0002653,강당연결복도아래(동산10),1631,35.84907,128.627928
1968,CTV0002429,학교교문(범물13),1628,35.8215275,128.6451281
1969,CTV0002618,정문(동문01),1621,35.8748569,128.6523723
1970,CTV0000568,지산2동1248-10_100854,1613,35.82398,128.627329
1971,CTV0002517,후문주차장(동일13),1612,35.85801,128.616951
1972,CTV0000778,만촌2동978-23_101065,1598,35.86624,128.648989
1973,CTV0002520,주차장입구및창고(만촌06),1590,35.866863,128.647761
1974,CTV0001098,삼덕동552-1_남서쪽_101454,1578,35.82803007,128.6686053
1975,CTV0000281,만촌2동960-33_100339,1548,35.863291,128.64015
1976,CTV0002248,두산동37-3(두산공영)_300127,1543,35.837968,128.618375
1977,CTV0001191,범물2동1362-17(범일초교북편도로)_100212,1510,35.81673,128.639497
1978,CTV0000740,만촌1동651-2_101027,1509,35.870656,128.643252
1979,CTV0002733,파동118-3_남서쪽_101641,1503,35.818978,128.615628
1980,CTV0000822,범어3동23-7_북쪽_101172,1503,35.863959,128.62502
1981,CTV0001202,만촌2동991-5_서쪽_100223,1496,35.866716,128.648429
1982,CTV0000125,만촌2동1030-1_100040,1494,35.860614,128.644108
1983,CTV0000515,대흥동149_북서쪽_100779,1494,35.832879,128.684422
1984,CTV0001540,만촌1동산90(영남제일관우측출입구)_300040,1484,35.875305,128.65824
1985,CTV0002602,운동장(동산02),1475,35.84907,128.627928
1986,CTV0002378,후문(매호09),1461,35.8414878,128.712805
1987,CTV0002635,지하주차장1(동천01),1454,35.865813,128.625014
1988,CTV0000689,고모동685_100975,1452,35.858298,128.660781
1989,CTV0001125,만촌2동1001-42_101482,1445,35.862365,128.646355
1990,CTV0001438,파동110-125(키즈브라운어린이집)북쪽_101103,1445,35.818423,128.614627
1991,CTV0002672,다목적구장(경동),1445,35.8521375,128.6395086
1992,CTV0001163,지산1동527_북서쪽_101520,1443,35.825014,128.638023
1993,CTV0002531,강당입구(만촌01),1442,35.866863,128.647761
1994,CTV0002416,고산04(고산),1439,35.843638,128.693003
1995,CTV0001045,삼덕동213-1_남쪽_101395,1438,35.831481,128.680181
1996,CTV0002777,시지동220-6_남쪽_101685,1436,35.841816,128.688514
1997,CTV0001757,급식실입구에서본관통로방향(대청22),1432,35.851036,128.650413
1998,CTV0002730,성동40-5_남동쪽_101638,1431,35.859903,128.716716
1999,CTV0000549,황금2동753-12_북쪽_100835,1423,35.849396,128.617392
2000,CTV0002424,돌봄교실현관(청림03),1422,35.835638,128.703309
2001,CTV0002639,북문입구(동천05),1408,35.865813,128.625014
2002,CTV0000949,범어2동146-9_북쪽_101299,1396,35.86279,128.635204
2003,CTV0002722,성동436-1_101630,1389,35.8503622,128.7214122
2004,CTV0002421,후관가는통로(청림07),1387,35.835638,128.703309
2005,CTV0001084,두산동306-1_101437,1381,35.829539,128.62479
2006,CTV0000760,두산동203-3_북쪽_101047,1379,35.830884,128.622446
2007,CTV0002612,사랑반옆현관(동도13),1367,35.857024,128.623882
2008,CTV0002700,본관건물뒤주차장(컨테이너)(용지07),1366,35.82255,128.632677
2009,CTV0002558,정문(동일09),1364,35.85801,128.616951
2010,CTV0002725,매호동1099-63_서쪽_101633,1358,35.8536676,128.7080476
2011,CTV0001014,파동24-17_동쪽_101364,1354,35.820371,128.611668
2012,CTV0001130,황금2동810-14_북쪽_101487,1346,35.845209,128.617452
2013,CTV0002683,운동장중앙(범어14),1345,35.860581,128.632761
2014,CTV0002504,돌봄2(노변01),1342,35.8377186,128.6974833
2015,CTV0002461,폐자원쪽강당밑(지산06),1337,35.827117,128.62999
2016,CTV0000891,범물2동1393-6_101241,1327,35.813914,128.640726
2017,CTV0001461,범물2동1385-4_동쪽_(삼덕유치원)_101126,1310,35.814548,128.642476
2018,CTV0000670,사월동176-2_북동쪽_100956,1304,35.840574,128.721436
2019,CTV0002522,후문및기계실(만촌03),1293,35.866863,128.647761
2020,CTV0000371,범어3동475-4_100608,1285,35.864295,128.622593
2021,CTV0002688,강당주차장4(용지22),1284,35.82255,128.632677
2022,CTV0002689,분리수거장(들안길05),1277,35.8389183,128.6183819
2023,CTV0002437,본관동쪽출입문앞(지봉12),1275,35.825289,128.640523
2024,CTV0001044,삼덕동213-1_101394,1268,35.831481,128.680181
2025,CTV0002152,후관뒤조리실출입구(성동06),1265,35.841491,128.63213
2026,CTV0002598,본관북쪽차량출입문방향(파동15),1252,35.824284,128.60801
2027,CTV0002608,남쪽현관측면(유치원건물북편)(중앙06),1251,35.817948,128.638482
2028,CTV0000270,만촌1동658-41_100328,1250,35.869452,128.642349
2029,CTV0002405,학교운동장(범물03),1237,35.8215275,128.6451281
2030,CTV0001028,지산2동1184-3_동쪽_101378,1233,35.821999,128.625641
2031,CTV0002379,정문(매호01),1223,35.8414878,128.712805
2032,CTV0002723,성동436-1_북동쪽_101631,1207,35.8503622,128.7214122
2033,CTV0002176,황금1동산61(두리봉터널만촌3동방향)_700001,1203,35.846707,128.644387
2034,CTV0002682,등나무벤치(범어15),1203,35.860581,128.632761
2035,CTV0001744,급식소뒤편2(시지15),1201,35.84351,128.703264
2036,CTV0001097,삼덕동552-1_101453,1200,35.82803007,128.6686053
2037,CTV0001894,본관화장실쪽(동일06),1179,35.85801,128.616951
2038,CTV0001190,범물2동1361-4_100211,1178,35.815931,128.638746
2039,CTV0002636,지하주차장2(동천02),1177,35.865813,128.625014
2040,CTV0002676,꽃보라마당(들안길01),1168,35.8389183,128.6183819
2041,CTV0002409,유치원현관(복명02),1164,35.817636,128.647293
2042,CTV0002250,만촌2동726-4(모명재공영)_300129,1150,35.8581,128.650779
2043,CTV0000088,범물1동1202(대덕지)_600006,1139,35.81555,128.652672
2044,CTV0002456,주차장3(복명17),1138,35.817636,128.647293
2045,CTV0001386,황금1동79_남쪽(황금유치원)_100731,1127,35.842598,128.639596
2046,CTV0000973,만촌2동975-24_동쪽_101323,1123,35.867822,128.647151
2047,CTV0002587,도서관동편측면(동도02),1122,35.857024,128.623882
2048,CTV0000580,삼덕동532_남서쪽_100866,1111,35.829425,128.668926
2049,CTV0002251,만촌2동726-4(모명재공영)_300130,1106,35.8581,128.650779
2050,CTV0002562,주차장(동도11),1105,35.857024,128.623882
2051,CTV0002033,정글집주변(동성09),1104,35.853031,128.612508
2052,CTV0000666,사월동207-2_100952,1100,35.841536,128.719602
2053,CTV0002687,강당주차장1(용지21),1099,35.82255,128.632677
2054,CTV0000788,대흥동431_101133,1093,35.83081,128.683797
2055,CTV0000085,황금1동38-1(황금네거리방향)_700008,1090,35.840737,128.635243
2056,CTV0001729,고산20(고산),1090,35.843638,128.693003
2057,CTV0000725,지산2동1192-8_101012,1089,35.821119,128.629578
2058,CTV0002570,운동장좌측(수성06),1085,35.8371448,128.6100157
2059,CTV0000961,만촌1동639-3_북쪽_101311,1083,35.872446,128.647027
2060,CTV0002509,3동뒤편서쪽(두산06),1073,35.832514,128.625868
2061,CTV0000777,만촌2동977-1_남쪽_101064,1066,35.869297,128.64834
2062,CTV0001691,강당외부계단밑(지산10),1064,35.827117,128.62999
2063,CTV0002473,놀이시설(정문)(지산03),1064,35.827117,128.62999
2064,CTV0002374,지하주차장(매동04),1053,35.8452426,128.7090979
2065,CTV0001538,만촌1동산90(영남제일관우측)_300037,1049,35.875305,128.65824
2066,CTV0002380,강당주차장내부(매호08),1025,35.8414878,128.712805
2067,CTV0002166,후문운동장(매호10),1022,35.8414878,128.712805
2068,CTV0002523,임간교실늑목철봉(만촌07),1020,35.866863,128.647761
