rank,cctvUid,cctvNm,cctvCount,lat,lon
2069,CTV0001352,신매동155_100576,1019,35.836909,128.711573
2070,CTV0002512,본관현관앞(동일01),1013,35.85801,128.616951
2071,CTV0002252,만촌2동726-4(모명재공영)_300131,1007,35.8581,128.650779
2072,CTV0001086,지산1동960-18_101439,1003,35.837253,128.626506
2073,CTV0002078,주차장2(동일08),1001,35.85801,128.616951
2074,CTV0000078,신매동590_100561,992,35.819923,128.644637
2075,CTV0002554,강당숙직실앞(성동09),992,35.841491,128.63213
2076,CTV0000041,범물1동1302(배수지어린이공원)_100438,986,35.816112,128.648212
2077,CTV0002539,운동장출입구(동원13),985,35.8652208,128.640122
2078,CTV0002726,대흥동138-4_101634,966,35.831525,128.6854932
2079,CTV0002496,급식실뒤쪽(욱수17),954,35.831124,128.707641
2080,CTV0002393,급식소서쪽(복명04),946,35.817636,128.647293
2081,CTV0000892,범물2동1393-6_서쪽_101242,946,35.813914,128.640726
2082,CTV0002644,주차장3(들안길11),945,35.8389183,128.6183819
2083,CTV0000589,범어4동77-61_북서쪽_100875,938,35.854687,128.642353
2084,CTV0001090,범물1동1300-1_서쪽_101443,935,35.816429,128.647819
2085,CTV0000798,만촌1동214_남서쪽_101143,934,35.875578,128.647872
2086,CTV0000838,만촌2동985-3_북쪽_101188,929,35.864436,128.644499
2087,CTV0002696,놀이시설2(용지14),928,35.82255,128.632677
2088,CTV0002661,본관앞길2(들안길04),883,35.8389183,128.6183819
2089,CTV0001354,욱수동71-3_100578,880,35.826086,128.705473
2090,CTV0002576,돌봄교실및현관출입구(수성12),879,35.8371448,128.6100157
2091,CTV0002028,자전거보관소(동천10),871,35.865813,128.625014
2092,CTV0002395,본관서편현관(매동01),864,35.8452426,128.7090979
2093,CTV0000774,연호동21-9_남서쪽_101061,857,35.847367,128.671543
2094,CTV0001551,범어1동356(구민운동장주차장우측)_300005,854,35.85054466,128.6297821
2095,CTV0001727,고산18(고산),850,35.843638,128.693003
2096,CTV0002575,본관뒤편출입문(수성11),845,35.8371448,128.6100157
2097,CTV0001549,만촌1동산90(영남제일관좌측출입구)_300041,844,35.875305,128.65824
2098,CTV0002439,신관1층도서관출입문(지봉13),828,35.825289,128.640523
2099,CTV0002273,황금2동609_700019,827,35.843775,128.624365
2100,CTV0001833,본관3층복도(삼육01),826,35.839911,128.610579
2101,CTV0000087,욱수동산305(감태봉)_600001,824,35.793044,128.677286
2102,CTV0002487,다목적교실주차장남쪽(지봉22),822,35.825289,128.640523
2103,CTV0002571,주차장뒤편(수성07),822,35.8371448,128.6100157
2104,CTV0002295,후관1층서편측면후문쪽(동도20),818,35.857024,128.623882
2105,CTV0002097,중간뜰(지산11),817,35.827117,128.62999
2106,CTV0002110,중앙현관(용지12),808,35.82255,128.632677
2107,CTV0000512,대흥동504_서편남쪽_100776,799,35.832632,128.689443
2108,CTV0001063,고모동산54-2_101413,798,35.866225,128.670531
2109,CTV0002697,교문(용지09),793,35.82255,128.632677
2110,CTV0002449,운동장(지산02),791,35.827117,128.62999
2111,CTV0000824,범어4동75-21_북동쪽_101174,783,35.856057,128.640467
2112,CTV0002684,강당주차장3(용지19),781,35.82255,128.632677
2113,CTV0000951,범어2동397-44_북쪽_101301,779,35.863691,128.636404
2114,CTV0001047,삼덕동148_서쪽_101397,770,35.833289,128.677408
2115,CTV0000948,범어2동146-9_남쪽_101298,768,35.86279,128.635204
2116,CTV0001713,강당출입문방향(파동05)-,762,35.824284,128.60801
2117,CTV0002391,조회대중심서편스탠드(범물05),759,35.8215275,128.6451281
2118,CTV0000665,연호동133-3_북서쪽_100951,752,35.843307,128.670727
2119,CTV0000840,만촌2동997-11_서쪽_101190,746,35.860569,128.646286
2120,CTV0000994,황금2동566_남쪽_101344,746,35.840692,128.625193
2121,CTV0002434,본관남쪽4층주차장(지봉07),744,35.825289,128.640523
2122,CTV0000912,범어4동64-19_남동쪽_101262,742,35.85653,128.642337
2123,CTV0001766,남문(지봉19),741,35.825289,128.640523
2124,CTV0001355,범어1동636-3_100579,733,35.849273,128.628958
2125,CTV0000942,삼덕동529_북쪽_101292,730,35.829818,128.668194
2126,CTV0001055,사월동209_서쪽_101405,730,35.842136,128.719116
2127,CTV0002401,등나무(범물08),727,35.8215275,128.6451281
2128,CTV0001029,지산2동1184-3_서쪽_101379,726,35.821999,128.625641
2129,CTV0001351,신매동149-4_100575,719,35.836244,128.711214
2130,CTV0000814,범어2동425-1_남쪽_101164,717,35.86585,128.638387
2131,CTV0001376,상동157-2_100600,707,35.836563,128.60949
2132,CTV0002123,창고및주차장(지산14),703,35.827117,128.62999
2133,CTV0001914,사월08,698,35.833859,128.715246
2134,CTV0000545,황금1동115-5_동쪽_100831,694,35.849799,128.634912
2135,CTV0002632,중앙현관뒤편창고(용지01),693,35.82255,128.632677
2136,CTV0000091,지산1동산12-1(조일골)_600002,690,35.835347,128.646047
2137,CTV0002403,분리수거장(범물01),688,35.8215275,128.6451281
2138,CTV0002392,주차장(범물07),681,35.8215275,128.6451281
2139,CTV0001910,사월04,679,35.833859,128.715246
2140,CTV0001126,만촌2동1001-42_남서쪽_101483,652,35.862365,128.646355
2141,CTV0001036,범물2동1246_101386,650,35.813323,128.643642
2142,CTV0002513,서편후문(동일02),649,35.85801,128.616951
2143,CTV0001396,상동177-1(리리유치원)_100741,641,35.839026,128.608915
2144,CTV0000080,매호동1321(매호공원)_100563,634,35.844675,128.70331
2145,CTV0001547,만촌1동산90(영남제일관좌측2)_300036,625,35.875305,128.65824
2146,CTV0000513,대흥동504_서편북쪽_100777,621,35.832632,128.689443
2147,CTV0000741,만촌1동651-2_북쪽_101028,615,35.870656,128.643252
2148,CTV0000993,황금2동566_북쪽_101343,609,35.840692,128.625193
2149,CTV0002729,욱수동51-1_북서쪽_101637,609,35.828037,128.709844
2150,CTV0002546,돌봄교실앞(동원08),606,35.8652208,128.640122
2151,CTV0000581,삼덕동680-1_100867,602,35.827406,128.664905
2152,CTV0002454,주차장1(복명15),594,35.817636,128.647293
2153,CTV0000817,범어3동471-11_동쪽_101167,594,35.866116,128.622701
2154,CTV0002208,삼덕동106_남서쪽_101538,573,35.834073,128.677637
2155,CTV0000927,파동251-2_동쪽_101277,567,35.811709,128.620783
2156,CTV0002620,급식소동편(동문03),567,35.8748569,128.6523723
2157,CTV0002443,도서관남쪽체육창고뒤(지봉02),560,35.825289,128.640523
2158,CTV0002215,지산2동산136_북쪽_101545,558,35.818093,128.635398
2159,CTV0002180,지산1동산61-3(무학터널지산방향)_700005,553,35.82822992,128.6357253
2160,CTV0000783,연호동105-3_남서쪽_101070,539,35.845883,128.672122
2161,CTV0001687,강당엘리베이터및출입구(지산13),534,35.827117,128.62999
2162,CTV0002112,중앙현관뒤편(복명12),532,35.817636,128.647293
2163,CTV0002704,사월CAM2_교문주변,524,35.833858,128.7152482
2164,CTV0002642,운동장(용지15),517,35.82255,128.632677
2165,CTV0000590,범어4동77-61_북동쪽_100876,514,35.854687,128.642353
2166,CTV0002389,학교정문방향(범일07),514,35.816243,128.639464
2167,CTV0001388,노변동14-3(자연누리유치원)_100733,496,35.84039,128.700756
2168,CTV0000671,사월동176-2_북서쪽_100957,495,35.840574,128.721436
2169,CTV0002581,운동장놀이터(성동11),494,35.841491,128.63213
2170,CTV0000084,황금1동38-1(두리봉터널방향)_700007,492,35.841763,128.6423
2171,CTV0002475,급식소옆주차장(지산05),490,35.827117,128.62999
2172,CTV0000996,황금2동707-14_서쪽_101346,485,35.85016,128.622638
2173,CTV0001349,노변동337-1_100573,464,35.835827,128.698453
2174,CTV0000969,만촌2동산360-8_북동쪽_101319,458,35.85785,128.650396
2175,CTV0001728,고산19(고산),442,35.843638,128.693003
2176,CTV0000500,범어1동782-11(마리아유치원)_100763,438,35.855776,128.623698
2177,CTV0000408,시지동494-1_100650,436,35.836738,128.696024
2178,CTV0001911,사월05,432,35.833859,128.715246
2179,CTV0002177,만촌3동산407-10(두리봉터널황금고가방향)_700002,430,35.847381,128.646208
2180,CTV0001391,지산1동1289-5(지봉초교)_100736,420,35.823532,128.641035
2181,CTV0002551,양궁장(황금05),402,35.843858,128.618347
2182,CTV0002550,후관서편주차장(황금03),393,35.843858,128.618347
2183,CTV0001908,사월02,393,35.833859,128.715246
2184,CTV0001556,지산동888-1(무학산공원)_300092,382,35.835749,128.630423
2185,CTV0001345,범어1동805-32_100569,381,35.852128,128.623567
2186,CTV0002402,정문(범물02),381,35.8215275,128.6451281
2187,CTV0001571,지산2동1192-11(한라공영)_300058,376,35.821065,128.629859
2188,CTV0001912,사월06,373,35.833859,128.715246
2189,CTV0001344,파동20-3_100568,373,35.822713,128.609147
2190,CTV0002751,범어2동402-14_서쪽_101659,367,35.862849,128.637705
2191,CTV0002617,학교안전봉사단방향(동문07),357,35.8748569,128.6523723
2192,CTV0001756,급식실입구에서대청마루방향(대청23),342,35.851036,128.650413
2193,CTV0002377,강당주차장외부(매호07),336,35.8414878,128.712805
2194,CTV0001907,사월01,331,35.833859,128.715246
2195,CTV0001353,욱수동103_100577,325,35.827566,128.706824
2196,CTV0001567,지산2동1192-11(한라공영)_300054,324,35.821065,128.629859
2197,CTV0000092,파동산18(법이산)_600005,323,35.816125,128.616278
2198,CTV0000667,사월동207-2_남서쪽_100953,313,35.841536,128.719602
2199,CTV0000511,대흥동504_동편남쪽_100775,308,35.832495,128.69109
2200,CTV0002148,후관뒤뜰(청림09),290,35.835638,128.703309
2201,CTV0001889,본관쪽강당밑(지산09),285,35.827117,128.62999
2202,CTV0000514,대흥동149_북쪽_100778,284,35.832866,128.684661
2203,CTV0000089,연호동산7(연호관망대)_600004,273,35.8353,128.673406
2204,CTV0000510,대흥동504_동편북쪽_100774,270,35.832495,128.69109
2205,CTV0002178,지산1동96(무학터널두산방향)_700003,258,35.82774877,128.6425436
2206,CTV0002397,후관북편(매동06),251,35.8452426,128.7090979
2207,CTV0002503,서편진입로(매호03),251,35.8414878,128.712805
2208,CTV0002709,사월CAM7_유치원놀이시설,250,35.833858,128.7152482
2209,CTV0002553,후관뒷문출입구앞(황금08),239,35.843858,128.618347
2210,CTV0001478,고모동20-5(수성패밀리파크)_300072,238,35.870422,128.674056
2211,CTV0001392,지산1동1047-10(두산초교)_100737,232,35.832258,128.624688
2212,CTV0001573,지산2동1192-11(한라공영)_300060,226,35.821065,128.629859
2213,CTV0001546,만촌1동산90(영남제일관좌측1)_300035,208,35.875305,128.65824
2214,CTV0000213,중동532-309_100152,199,35.845388,128.608564
2215,CTV0002707,사월CAM6_지하주차장내부,199,35.833858,128.7152482
2216,CTV0000726,지산2동1192-8_북쪽_101013,191,35.821119,128.629578
2217,CTV0001572,지산2동1192-11(한라공영)_300059,184,35.821065,128.629859
2218,CTV0002298,운동장놀이터및미끄럼틀(범어23),181,35.860581,128.632761
2219,CTV0002179,지산1동96(무학터널지산방향)_700004,180,35.82796498,128.642532
2220,CTV0001348,두산동161-1_100572,176,35.83324,128.61945
2221,CTV0000370,범어1동774-22_100607,174,35.852899,128.62415
2222,CTV0001726,고산17(고산),173,35.843638,128.693003
2223,CTV0001671,CH08(욱수23),168,35.831124,128.707641
2224,CTV0002705,사월CAM3_지하주차장내부,163,35.833858,128.7152482
2225,CTV0001672,CH09(욱수24),148,35.831124,128.707641
2226,CTV0002629,다니엘관뒷편(삼육07),136,35.839911,128.610579
2227,CTV0000579,삼덕동532_100865,134,35.829425,128.668926
2228,CTV0001566,지산2동1192-11(한라공영)_300053,134,35.821065,128.629859
2229,CTV0002382,북편주차로(매호04),132,35.8414878,128.712805
2230,CTV0002482,주차장창고(지산07),122,35.827117,128.62999
2231,CTV0001350,노변동452-2_100574,120,35.834877,128.698609
2232,CTV0002703,사월CAM1_지하주차장외부,119,35.833858,128.7152482
2233,CTV0001993,운동장남쪽(동천12),113,35.865813,128.625014
2234,CTV0000086,가천동산11-3(천을산-정상부)_600007,110,35.851083,128.694017
2235,CTV0002569,운동장우측(수성05),108,35.8371448,128.6100157
2236,CTV0001997,운동장동쪽(동천13),104,35.865813,128.625014
2237,CTV0001814,동편주차장(황금02),104,35.843858,128.618347
2238,CTV0002181,지산1동산61-3(무학터널두산방향)_700006,103,35.827964,128.636064
2239,CTV0001394,만촌1동251북쪽삼거리(동문초교)_100739,101,35.87617,128.650712
2240,CTV0001896,본관후관통로(황금04),88,35.843858,128.618347
2241,CTV0001733,교문(황금01),87,35.843858,128.618347
2242,CTV0002552,강당출입구통로(황금07),84,35.843858,128.618347
2243,CTV0001570,지산2동1192-11(한라공영)_300057,82,35.821065,128.629859
2244,CTV0002481,폐쇄문(쪽문)통로(지산08),80,35.827117,128.62999
2245,CTV0001989,운동장(황금12),78,35.843858,128.618347
2246,CTV0001362,만촌2동738-4_100586,70,35.857202,128.650207
2247,CTV0001565,지산2동1192-11(한라공영)_300052,69,35.821065,128.629859
2248,CTV0002706,사월CAM4_조리실측면급수대,63,35.833858,128.7152482
2249,CTV0000115,만촌1동677-36_100029,55,35.870237,128.647478
2250,CTV0002591,후관동편뒤쪽(황금10),46,35.843858,128.618347
2251,CTV0001568,지산2동1192-11(한라공영)_300055,44,35.821065,128.629859
2252,CTV0001569,지산2동1192-11(한라공영)_300056,39,35.821065,128.629859
2253,CTV0000691,노변동420-8_북쪽_100977,37,35.830759,128.700848
2254,CTV0000690,노변동420-8_남쪽_100976,34,35.830759,128.700848
2255,CTV0002594,퇴비장(황금06),27,35.843858,128.618347
2256,CTV0002098,중간뜰통로(지산15),27,35.827117,128.62999
2257,CTV0002593,조회대(황금13),27,35.843858,128.618347
2258,CTV0001749,급식소출입구(황금11),16,35.843858,128.618347
2259,CTV0002500,강당출입문(매호06),10,35.8414878,128.712805
2260,CTV0002592,농구장(황금09),6,35.843858,128.618347
