cctvUid,cctvNm,lat,lon,cctvCount
CTV0000427,상동3-4_100669,35.832226,128.613423,13570
CTV0000428,상동20-8_100670,35.839095,128.613588,11531
CTV0000429,상동47_100671,35.837561,128.616121,13132
CTV0000430,상동325-9_100672,35.833983,128.615729,17490
CTV0000431,상동395-18_100673,35.830669,128.615697,20485
CTV0000432,상동350-9_100674,35.832103,128.611613,24989
CTV0000433,상동243-8_100675,35.833992,128.607911,2970
CTV0000434,상동231_100676,35.832851,128.608834,19937
CTV0000435,상동612-27주변_100677,35.828329,128.60956,9145
CTV0000436,파동49-4_100678,35.82453,128.610882,10180
CTV0000437,파동23-61_100679,35.819783,128.612012,3947
CTV0000438,파동23-41_100680,35.819791,128.61153,7656
CTV0000439,파동169-3_100681,35.813138,128.615743,38460
CTV0000440,파동259_100682,35.812476,128.620598,7004
CTV0000441,파동345-5_100683,35.81104,128.619278,2308
CTV0000442,파동307_100684,35.81071,128.621478,7399
CTV0000443,파동528-1_100685,35.81091,128.617443,7854
CTV0000444,파동471-4_100686,35.807862,128.621919,7145
CTV0000445,파동540-9_100687,35.807891,128.619719,21175
CTV0000446,파동193-2_100688,35.807047,128.620835,22129
CTV0000447,두산동18-1_100689,35.839169,128.621276,32455
CTV0000448,두산동35-7_100690,35.836879,128.617425,13528
CTV0000449,두산동65-6_100691,35.827081,128.621993,6959
CTV0000450,두산동137-16_100692,35.834477,128.617772,10101
CTV0000451,두산동154-27_100693,35.831492,128.617723,12145
CTV0000452,지산1동996-1_100694,35.836998,128.62477,15625
CTV0000453,지산1동920_100695,35.838364,128.630092,43309
CTV0000454,지산1동977-1_100696,35.836781,128.62889,11229
CTV0000455,지산1동978-1_100697,35.836007,128.627817,11688
CTV0000456,지산1동986-6_100698,35.83525,128.626884,18642
CTV0000457,지산1동1264_100699,35.827288,128.632468,13111
CTV0000458,지산1동800_100700,35.83202,128.631353,32227
CTV0000459,지산1동1288-16_100701,35.822425,128.638871,75809
CTV0000460,지산2동1250-10_100702,35.822451,128.628496,25360
CTV0000461,지산2동1252-6_100703,35.823921,128.628668,6129
CTV0000462,지산2동1161-70_100704,35.825461,128.628357,5340
CTV0000463,지산2동1246_100705,35.823544,128.626644,11779
CTV0000464,지산2동1204-7_100706,35.820027,128.634098,19707
CTV0000465,지산2동1196-10_100707,35.820856,128.631473,25354
CTV0000466,범물1동1317-7_100708,35.816802,128.645752,6469
CTV0000467,범물2동1378-7_100709,35.816404,128.643702,10650
CTV0000468,범물2동862-1_100710,35.81539,128.646797,9010
CTV0000469,만촌3동1050-109_100711,35.856627,128.645161,7323
CTV0000470,황금1동440_100712,35.845333,128.632922,8485
CTV0000471,황금2동677-8_100713,35.849356,128.624145,6832
CTV0000472,상동400_100714,35.832278,128.615686,29772
CTV0000473,지산2동1197-4_100715,35.819976,128.630089,3294
CTV0000474,범어2동53-3_100716,35.865558,128.629785,23389
CTV0000475,수성4가동1020-17_100717,35.86043,128.61825,6415
CTV0000476,범어2동150-3_100718,35.861022,128.635124,7675
CTV0000477,범어2동141-1_100719,35.864232,128.634272,9122
CTV0000478,범어2동141-27_100720,35.863565,128.634807,5945
CTV0000479,만촌2동990-41_100721,35.865062,128.645996,4059
CTV0000480,만촌2동990-51_100722,35.865504,128.647051,4896
CTV0000481,수성4가동1020-17_동쪽_100723,35.86044,128.618356,3680
CTV0000482,범어2동53-3_동쪽_100724,35.865558,128.629785,10555
CTV0000483,범어2동53-3_서쪽_100725,35.865558,128.629785,4708
CTV0000484,범어2동53-3_남쪽_100726,35.865558,128.629785,7666
CTV0000485,범어2동53-3_북쪽_100727,35.865558,128.629785,13304
CTV0000486,범어3동1949_100728,35.866095,128.621542,15702
CTV0000487,만촌1동674-12_100729,35.871055,128.647096,10584
CTV0000488,중동515-4_100730,35.847974,128.611316,7754
CTV0000489,만촌1동685-22_100748,35.869211,128.646098,1898
CTV0000490,중동600-1_100749,35.838936,128.609949,11601
CTV0000491,중동425-5_100750,35.841538,128.611979,10526
CTV0000492,상동132-10_100751,35.835963,128.609721,5281
CTV0000493,상동32-2_100752,35.833844,128.609633,17665
CTV0000494,파동446-3_100753,35.807306,128.624237,3575
CTV0000495,지산2동1207-5_100754,35.818734,128.634203,6901
CTV0000496,지산2동1248_100755,35.82398,128.627329,3038
CTV0000497,지산2동1184-3_100756,35.820983,128.626868,3049
CTV0000498,신매동573-17_100757,35.838407,128.710051,28000
CTV0000499,연호동424-3_100758,35.83695,128.66768,1704
CTV0000500,범어1동782-11(마리아유치원)_100763,35.855776,128.623698,438
CTV0000501,만촌1동87-6_1_100764,35.877942,128.649866,8565
CTV0000502,만촌1동87-6_2_100765,35.878185,128.649971,5658
CTV0000503,만촌3동865-7_100766,35.852764,128.653535,28163
CTV0000504,지산1동551-1_남쪽_100767,35.825634,128.637368,8788
CTV0000505,범어3동1460_남쪽_100768,35.865388,128.619457,31891
CTV0000506,두산동52-1_동쪽_100769,35.835861,128.618869,5777
CTV0000507,만촌3동859-30_동쪽_100770,35.855101,128.652284,3953
CTV0000508,만촌3동859-30_서쪽_100771,35.855101,128.652284,3352
CTV0000509,만촌1동1330-1_100773,35.873724,128.640481,24533
CTV0000510,대흥동504_동편북쪽_100774,35.832495,128.69109,270
CTV0000511,대흥동504_동편남쪽_100775,35.832495,128.69109,308
CTV0000512,대흥동504_서편남쪽_100776,35.832632,128.689443,799
CTV0000513,대흥동504_서편북쪽_100777,35.832632,128.689443,621
CTV0000514,대흥동149_북쪽_100778,35.832866,128.684661,284
CTV0000515,대흥동149_북서쪽_100779,35.832879,128.684422,1494
CTV0000516,이천동655-144_100800,35.846702,128.607594,5131
CTV0000517,범어1동391-7_100803,35.856989,128.629293,45839
CTV0000518,범어1동391-7_서쪽_100804,35.856989,128.629293,32983
CTV0000519,범어1동산169-1_100805,35.852755,128.629027,9582
CTV0000520,범어2동428-23_100806,35.866178,128.635692,7877
CTV0000521,범어2동428-23_북쪽_100807,35.866178,128.635692,2366
CTV0000522,범어2동435-25_100808,35.866681,128.634833,2982
CTV0000523,범어3동28-2_100809,35.861406,128.624801,24240
CTV0000524,범어4동208-1_100810,35.858193,128.636844,28405
CTV0000525,범어4동208-1_동쪽_100811,35.858193,128.636844,3955
CTV0000526,범어4동65-54_100812,35.856709,128.640338,15390
CTV0000527,범어4동65-54_동쪽_100813,35.856709,128.640338,3465
CTV0000528,만촌1동1329-62_100814,35.872496,128.64057,16517
CTV0000529,만촌1동1329-62_북쪽_100815,35.872496,128.64057,8423
CTV0000530,만촌1동607-13_100816,35.874417,128.644238,6521
CTV0000531,만촌2동1005-31_100817,35.864135,128.646737,8642
CTV0000532,만촌2동1005-31_서쪽_100818,35.864135,128.646737,4502
CTV0000533,만촌2동995-13_100819,35.861949,128.647601,17282
CTV0000534,만촌2동995-13_북쪽_100820,35.861949,128.647601,3948
CTV0000535,만촌3동867_100821,35.851516,128.655,5527
CTV0000536,만촌3동867_서쪽_100822,35.851516,128.655,2490
CTV0000537,수성1가동96-244_100823,35.859885,128.609817,5976
CTV0000538,수성2가동136-2_100824,35.856683,128.614992,2559
CTV0000539,수성2가동136-2_서쪽_100825,35.856683,128.614992,6294
CTV0000540,수성3가동322-1_100826,35.85489354,128.6186914,32836
CTV0000541,수성3가동322-1_서쪽_100827,35.85489354,128.6186914,13724
CTV0000542,수성4가동1026-23_100828,35.863629,128.617361,15005
CTV0000543,수성4가동1026-23_서쪽_100829,35.863629,128.617361,4550
CTV0000544,황금1동115-5_100830,35.849799,128.634912,1823
CTV0000545,황금1동115-5_동쪽_100831,35.849799,128.634912,694
CTV0000546,황금1동966_100832,35.84263,128.630807,6805
CTV0000547,황금1동966_남쪽_100833,35.84263,128.630807,8429
CTV0000548,황금2동753-12_100834,35.849396,128.617392,11225
CTV0000549,황금2동753-12_북쪽_100835,35.849396,128.617392,1423
CTV0000550,황금2동714-5_100836,35.850703,128.619588,5346
CTV0000551,상동392-1_100837,35.832187,128.613924,4144
CTV0000552,상동392-1_북쪽_100838,35.832187,128.613924,5751
CTV0000553,상동39-9_100839,35.831616,128.614321,13611
CTV0000554,상동39-9_북쪽_100840,35.831616,128.614321,6861
CTV0000555,상동249-1_100841,35.834586,128.609727,48029
CTV0000556,상동249-1_동쪽_100842,35.834586,128.609727,28297
CTV0000557,파동118-300_100843,35.817937,128.615957,21623
CTV0000558,파동118-300_남동쪽_100844,35.817937,128.615957,16779
CTV0000559,파동142-19_100845,35.817032,128.615026,16360
CTV0000560,두산동145-4_100846,35.833653,128.62077,29791
CTV0000561,두산동145-4_남쪽_100847,35.833653,128.62077,16741
CTV0000562,두산동176-1_100848,35.830516,128.618508,16921
CTV0000563,두산동176-1_동쪽_100849,35.830516,128.618508,2613
CTV0000564,지산1동1258-5_100850,35.825816,128.632097,7763
CTV0000565,지산1동1258-5_남동쪽_100851,35.825816,128.632097,3412
CTV0000566,지산1동1260-6_100852,35.82532,128.632803,7649
CTV0000567,지산1동1260-6_북서쪽_100853,35.82532,128.632803,8043
CTV0000568,지산2동1248-10_100854,35.82398,128.627329,1613
CTV0000569,수성1가동96-244_북쪽_100855,35.859885,128.609817,4178
CTV0000570,범물1동1271-1동남편사거리_100856,35.821066,128.641048,18940
CTV0000571,범물1동1271-1동남편사거리_남동쪽_100857,35.821066,128.641048,18017
CTV0000572,범물1동1261남서쪽사거리_100858,35.823695,128.643021,11081
CTV0000573,범물1동1261남서쪽사거리_남서쪽_100859,35.823695,128.643021,18011
CTV0000574,범물2동1339-14_100860,35.818669,128.637949,3530
CTV0000575,범물2동1339-14_남동쪽_100861,35.818669,128.637949,2675
CTV0000576,범물2동1332범물에덴타운201동북편_100862,35.819295,128.639591,7868
CTV0000577,욱수동137_100863,35.828344,128.708899,6820
CTV0000578,욱수동137_북동쪽_100864,35.828344,128.708899,8881
CTV0000579,삼덕동532_100865,35.829425,128.668926,134
CTV0000580,삼덕동532_남서쪽_100866,35.829425,128.668926,1111
CTV0000581,삼덕동680-1_100867,35.827406,128.664905,602
CTV0000582,매호동1085-8_100868,35.841824,128.708134,40952
CTV0000583,매호동1085-8_서쪽_100869,35.841824,128.708134,25937
CTV0000584,연호동28-1_100870,35.84734,128.673624,17079
CTV0000585,연호동28-1_북서쪽_100871,35.84734,128.673624,1649
CTV0000586,연호동53-2_100872,35.846166,128.673851,4708
CTV0000587,연호동53-2_동쪽_100873,35.846166,128.673851,2353
CTV0000588,범어4동77-61_100874,35.854687,128.642353,2177
CTV0000589,범어4동77-61_북서쪽_100875,35.854687,128.642353,938
CTV0000590,범어4동77-61_북동쪽_100876,35.854687,128.642353,514
CTV0000591,범어1동646-1_100877,35.850213,128.629047,51511
CTV0000592,범어1동646-1_서쪽_100878,35.850213,128.629047,9449
CTV0000593,범어2동52-15_100879,35.863797,128.629984,10786
CTV0000594,범어2동52-15_서쪽_100880,35.863797,128.629984,11271
CTV0000595,범어3동12-9_100881,35.864946,128.624681,6921
CTV0000596,범어3동12-9_북쪽_100882,35.864946,128.624681,5434
CTV0000597,범어4동64-91_100883,35.856185,128.642826,3279
CTV0000598,범어4동64-91_북쪽_100884,35.856185,128.642826,4560
CTV0000599,만촌1동189-3_100885,35.877539,128.649103,6178
CTV0000600,만촌1동189-3_동쪽_100886,35.877539,128.649103,5958
CTV0000601,만촌2동1009-25_100887,35.862597,128.6434,7954
CTV0000602,만촌2동1009-25_동쪽_100888,35.862597,128.6434,2351
CTV0000603,만촌3동848-37_100889,35.857579,128.646865,29737
CTV0000604,만촌3동848-37_서쪽_100890,35.857579,128.646865,38382
CTV0000605,수성1가동646-2_100891,35.850851,128.610276,5456
CTV0000606,수성1가동646-2_동쪽_100892,35.850851,128.610276,5622
CTV0000607,수성2가동199-1_100893,35.852671,128.615219,2974
CTV0000608,수성2가동199-1_동쪽_100894,35.852671,128.615219,3581
CTV0000609,수성4가동1236-17_100895,35.861627,128.610554,4037
CTV0000610,수성4가동1236-17_동쪽_100896,35.861627,128.610554,2833
CTV0000611,황금1동129-3_100897,35.848671,128.636061,20272
CTV0000612,황금1동129-3_동쪽_100898,35.848671,128.636061,2870
CTV0000613,황금2동876-4_100899,35.842175,128.6198,10769
CTV0000614,황금2동876-4_남쪽_100900,35.842175,128.6198,9120
CTV0000615,중동23-9_100901,35.849632,128.615708,6385
CTV0000616,중동23-9_북쪽_100902,35.849632,128.615708,4476
CTV0000617,중동551-3_100903,35.842642,128.608624,5256
CTV0000618,중동551-3_북쪽_100904,35.842642,128.608624,4080
CTV0000619,상동389-11_100905,35.830026,128.611621,13712
CTV0000620,상동389-11_북쪽_100906,35.830026,128.611621,13279
CTV0000621,파동148-31_100907,35.815392,128.61433,3207
CTV0000622,파동148-31_남쪽_100908,35.815392,128.61433,9624
CTV0000623,두산동79-10_100909,35.835179,128.619298,29645
CTV0000624,두산동79-10_남쪽_100910,35.835179,128.619298,9907
CTV0000625,지산1동304-2_100911,35.823323,128.639925,16800
CTV0000626,지산1동304-2_동북쪽_100912,35.823323,128.639925,8723
CTV0000627,지산2동1205-19_100913,35.81965,128.635261,8470
CTV0000628,지산2동1205-19_남서쪽_100914,35.81965,128.635261,4028
CTV0000629,범물2동1374-7_100915,35.817532,128.644929,26142
CTV0000630,범물2동1374-7_서쪽_100916,35.817532,128.644929,23116
CTV0000631,신매동586-5_100917,35.834047,128.708212,17804
CTV0000632,신매동586-5_동쪽_100918,35.834047,128.708212,12085
CTV0000633,욱수동115-3_100919,35.828168,128.70589,22516
CTV0000634,욱수동115-3_남쪽_100920,35.828168,128.70589,25415
CTV0000635,시지동107_100921,35.844869,128.697374,17665
CTV0000636,시지동107_동쪽_100922,35.844869,128.697374,18686
CTV0000637,사월동255-2_100923,35.839057,128.715319,39505
CTV0000638,사월동255-2_서쪽_100924,35.839057,128.715319,40798
CTV0000640,신매동590_1_100926,35.832819,128.709011,38820
CTV0000641,수성4가동1090-15(수성근린공원서편)_100927,35.860536,128.614565,23623
CTV0000642,황금2동833-6_100928,35.843152,128.62152,1775
CTV0000643,황금2동833-6_남쪽_100929,35.843152,128.62152,1632
CTV0000644,황금2동833-6_북쪽_100930,35.843152,128.62152,2450
CTV0000645,황금2동772-11_100931,35.845823,128.620144,19804
CTV0000646,황금2동772-11_남쪽_100932,35.845823,128.620144,13627
CTV0000647,황금2동761-7_서쪽_100933,35.847071,128.621962,8832
CTV0000648,중동118-10_100934,35.843463,128.614689,6315
CTV0000649,중동118-10_동쪽_100935,35.843463,128.614689,4856
CTV0000650,중동118-10_북쪽_100936,35.843463,128.614689,2441
CTV0000651,파동23-87_100937,35.818654,128.612314,2372
CTV0000652,파동23-87_북쪽_100938,35.818654,128.612314,3683
CTV0000653,파동23-87_남쪽_100939,35.818654,128.612314,7868
CTV0000654,지산2동1272-3_100940,35.82214944,128.632094,31799
CTV0000655,지산2동1272-3_동쪽_100941,35.82214944,128.632094,17524
CTV0000656,지산2동1272-3_서쪽_100942,35.82214944,128.632094,22204
CTV0000657,신매동608-6_100943,35.830635,128.704804,18428
CTV0000658,신매동608-6_동쪽_100944,35.830635,128.704804,7686
CTV0000659,신매동608-6_서쪽_100945,35.830635,128.704804,5442
CTV0000660,신매동596-6_100946,35.832323,128.704847,28443
CTV0000661,신매동596-6_서쪽_100947,35.832323,128.704847,5009
CTV0000662,신매동596-6_남쪽_100948,35.832323,128.704847,16174
CTV0000663,연호동133-3_100949,35.843307,128.670727,3552
CTV0000664,연호동133-3_남동쪽_100950,35.843307,128.670727,2838
CTV0000665,연호동133-3_북서쪽_100951,35.843307,128.670727,752
CTV0000666,사월동207-2_100952,35.841536,128.719602,1100
CTV0000667,사월동207-2_남서쪽_100953,35.841536,128.719602,313
CTV0000668,사월동207-2_북서쪽_100954,35.841536,128.719602,2231
CTV0000669,사월동176-2_100955,35.840413,128.721597,24101
CTV0000670,사월동176-2_북동쪽_100956,35.840574,128.721436,1304
CTV0000671,사월동176-2_북서쪽_100957,35.840574,128.721436,495
CTV0000672,범어2동403-15_100958,35.862427,128.63852,5094
CTV0000673,범어3동1260_100959,35.867039,128.618888,12327
CTV0000674,만촌1동676-28_100960,35.869702,128.646788,3125
CTV0000675,만촌1동656-39_100961,35.870159,128.644342,2087
CTV0000678,수성2가동151-3_100964,35.85557,128.615481,7992
CTV0000679,수성2가동17-1_남쪽_100965,35.85814788,128.6173291,14386
CTV0000680,황금2동834-1_100966,35.842436,128.622032,10268
CTV0000681,파동517-1_북쪽_100967,35.811221,128.618151,17367
CTV0000682,중동532-294_100968,35.844658,128.609095,8260
CTV0000683,중동532-294_동쪽_100969,35.844658,128.609095,8103
CTV0000684,지산2동1192-17_100970,35.821376,128.628634,8215
CTV0000685,지산2동1196-21_100971,35.819752,128.630924,19023
CTV0000686,욱수동238-2_100972,35.831681,128.71067,28475
CTV0000687,신매동581-2_서쪽_100973,35.834284,128.70543,16055
CTV0000688,신매동568-11_서쪽_100974,35.83867,128.707883,5345
CTV0000689,고모동685_100975,35.858298,128.660781,1452
CTV0000690,노변동420-8_남쪽_100976,35.830759,128.700848,34
CTV0000691,노변동420-8_북쪽_100977,35.830759,128.700848,37
CTV0000692,상동411-4_100978,35.830122,128.612516,15142
CTV0000693,상동411-4_동쪽_100979,35.830122,128.612516,7775
CTV0000694,상동397-6_100980,35.831616,128.614321,10142
CTV0000695,상동397-6_동쪽_100981,35.831616,128.614321,5139
CTV0000696,상동326-6_100982,35.833588,128.614447,7944
CTV0000697,상동326-6_남쪽_100983,35.833588,128.614447,3468
CTV0000698,상동340-1_100984,35.832832,128.612127,12520
CTV0000699,상동340-1_북쪽_100985,35.832832,128.612127,8088
CTV0000700,두산동164-13_100986,35.831317,128.619767,13655
CTV0000701,두산동164-13_서쪽_100987,35.831317,128.619767,9203
CTV0000702,두산동149-8_100988,35.833922,128.619991,12988
CTV0000703,두산동149-8_남쪽_100989,35.833922,128.619991,13081
CTV0000704,두산동139-7_100990,35.834592,128.61934,12175
CTV0000705,두산동139-7_동쪽_100991,35.834592,128.61934,10213
CTV0000706,두산동154-31_100992,35.833437,128.617454,8468
CTV0000707,두산동154-31_북쪽_100993,35.833437,128.617454,1794
CTV0000708,만촌1동656-47_100994,35.870758,128.644682,8043
CTV0000709,신매동170-12_100995,35.83656,128.712378,22287
CTV0000710,만촌1동655-21_100996,35.869705,128.643972,1939
CTV0000711,황금2동855_100997,35.842009,128.621792,3800
CTV0000712,황금2동830-21_100998,35.843559,128.620499,9794
CTV0000713,파동446-3_100999,35.806452,128.622843,15907
CTV0000714,삼덕동473-1_101000,35.829968,128.67006,2212
CTV0000715,만촌3동816_101002,35.849176,128.653294,3979
CTV0000716,만촌3동816_북쪽_101003,35.849176,128.653294,3734
CTV0000717,만촌3동842-3_101004,35.847405,128.652729,4935
CTV0000718,만촌3동842-3_서쪽_101005,35.847405,128.652729,4097
CTV0000719,수성1가동294-4_101006,35.851838,128.613264,25256
CTV0000720,수성1가동294-4_서쪽_101007,35.851992,128.613273,6764
CTV0000721,지산1동1007-5_101008,35.834578,128.62569,6948
CTV0000722,지산2동1251-4_101009,35.823659,128.628568,2287
CTV0000723,지산2동1251-4_동쪽_101010,35.823659,128.628568,5808
CTV0000724,지산2동1251-4_남쪽_101011,35.823659,128.628568,6961
CTV0000725,지산2동1192-8_101012,35.821119,128.629578,1089
CTV0000726,지산2동1192-8_북쪽_101013,35.821119,128.629578,191
CTV0000727,사월동15-1_101014,35.841157,128.723161,17074
CTV0000728,사월동15-1_북동쪽_101015,35.841157,128.723161,2962
CTV0000729,범어1동775-1_101016,35.854418,128.624341,19294
CTV0000730,범어1동775-1_북쪽_101017,35.854418,128.624341,6924
CTV0000731,범어2동157-6북쪽_101018,35.860809,128.63145,8562
CTV0000732,범어2동157-6남쪽_101019,35.860809,128.63145,8242
CTV0000733,범어2동222-7_북쪽_101020,35.85976623,128.6396889,4471
CTV0000734,범어2동222-7_동쪽_101021,35.8597715,128.6400229,20888
CTV0000735,범어3동1444_101022,35.865486,128.618373,64339
CTV0000736,범어3동1444_남동쪽_101023,35.865486,128.618373,2594
CTV0000737,범어3동481-1_101024,35.862481,128.623232,24836
CTV0000738,범어3동481-1_북서쪽_101025,35.862481,128.623232,10013
CTV0000739,범어4동202-22_101026,35.857078,128.633023,28492
CTV0000740,만촌1동651-2_101027,35.870656,128.643252,1509
CTV0000741,만촌1동651-2_북쪽_101028,35.870656,128.643252,615
CTV0000742,만촌2동1018-23_101029,35.863036,128.64077,5872
CTV0000743,만촌2동1018-23_남서쪽_101030,35.863036,128.64077,5763
CTV0000744,만촌3동812-2_101031,35.850494,128.65583,13183
CTV0000745,만촌3동812-2_동쪽_101032,35.850494,128.65583,15463
CTV0000746,수성1가동249-73_101033,35.857446,128.610966,31716
CTV0000747,수성3가동347-4_101034,35.853034,128.617751,2388
CTV0000748,수성4가동1126-9_101035,35.865422,128.616641,10730
CTV0000749,수성4가동1126-9_서쪽_101036,35.865422,128.616641,6036
CTV0000750,황금1동69-3_101037,35.845416,128.638923,17979
CTV0000751,황금2동795-7_101038,35.844572,128.621462,3805
CTV0000752,황금2동705-1_101039,35.849813,128.6230727,19128
CTV0000753,황금2동705-1_서쪽_101040,35.849813,128.6230727,13706
CTV0000754,중동135-5_101041,35.843368,128.616109,1861
CTV0000755,중동135-5_서쪽_101042,35.843368,128.616109,10084
CTV0000756,상동715_101043,35.826478,128.613696,87196
CTV0000757,파동153_서쪽_101044,35.81397,128.618825,3525
CTV0000758,파동153_동쪽_101045,35.81397,128.618825,2286
CTV0000759,두산동203-3_101046,35.830884,128.622446,5786
CTV0000760,두산동203-3_북쪽_101047,35.830884,128.622446,1379
CTV0000761,지산1동1265-3_101048,35.826122,128.632698,26307
CTV0000762,지산1동1265-3_북쪽_101049,35.826122,128.632698,4000
CTV0000763,지산2동1186-8_101050,35.821962,128.626559,2890
CTV0000764,범물1동1262_101051,35.824373,128.644804,3803
CTV0000765,범물2동1343-9_101052,35.81753,128.637595,1764
CTV0000766,신매동584-15_101053,35.834569,128.709476,26340
CTV0000767,이천동452-1_101054,35.838665,128.655953,8123
CTV0000768,이천동452-1_북동쪽_101055,35.838665,128.655953,2905
CTV0000769,시지동509-1_101056,35.840764,128.697039,18697
CTV0000770,매호동1344-11_101057,35.841926,128.704181,42709
CTV0000771,범어2동418-15_101058,35.864953,128.636913,5530
CTV0000772,범어2동136-44_동쪽_101059,35.865138,128.633662,6728
CTV0000773,황금1동408-5_동쪽_101060,35.842837,128.63365,7775
CTV0000774,연호동21-9_남서쪽_101061,35.847367,128.671543,857
CTV0000775,신매동170-12_북쪽_101062,35.83656,128.712378,12988
CTV0000776,만촌2동977-1_101063,35.869297,128.64834,5395
CTV0000777,만촌2동977-1_남쪽_101064,35.869297,128.64834,1066
CTV0000778,만촌2동978-23_101065,35.86624,128.648989,1598
CTV0000779,만촌2동978-23_북쪽_101066,35.86624,128.648989,3879
CTV0000780,지산1동305-1_101067,35.823666,128.639783,9650
CTV0000781,지산1동305-1_동쪽_101068,35.823666,128.639783,3024
CTV0000782,연호동105-3_101069,35.845883,128.672122,4365
CTV0000783,연호동105-3_남서쪽_101070,35.845883,128.672122,539
CTV0000784,연호동154-44_101071,35.845645,128.673264,5893
CTV0000785,연호동154-44_남쪽_101072,35.845301,128.672985,2327
CTV0000786,수성2가동28-6_101131,35.85665297,128.6171944,17074
CTV0000787,황금2동806-11_101132,35.845197,128.617787,10343
CTV0000788,대흥동431_101133,35.83081,128.683797,1093
CTV0000789,만촌1동190-3_101134,35.877321,128.648279,3718
CTV0000790,만촌1동190-3_남쪽_101135,35.877269,128.647881,4153
CTV0000791,만촌1동389-9_101136,35.877077,128.646692,6257
CTV0000792,만촌1동389-9_남동쪽_101137,35.877077,128.646692,2835
CTV0000793,만촌1동190-6_101138,35.87637,128.646021,10979
CTV0000794,만촌1동190-6_북쪽(지하보도)_101139,35.87637,128.646021,8278
CTV0000795,만촌1동349-2_101140,35.875216,128.649188,2718
CTV0000796,만촌1동349-2_남쪽_101141,35.875216,128.649188,3492
CTV0000797,만촌1동214_101142,35.875578,128.647872,3844
CTV0000798,만촌1동214_남서쪽_101143,35.875578,128.647872,934
CTV0000799,만촌1동375-8_101144,35.875686,128.646715,5219
CTV0000800,만촌1동375-8_남동쪽_101145,35.875686,128.646715,2882
CTV0000801,만촌1동198_101146,35.87679,128.648285,6131
CTV0000802,만촌1동198_남서쪽(경로당)_101147,35.876729,128.648419,1673
CTV0000803,수성1가동515_남쪽_101153,35.849597,128.612433,4041
CTV0000804,수성1가동515_서쪽_101154,35.849597,128.612433,2432
CTV0000805,범어1동592-7_101155,35.856157,128.626949,13015
CTV0000806,범어1동592-7_서쪽_101156,35.856157,128.626949,12063
CTV0000807,범어1동906-1_101157,35.852257,128.627576,27944
CTV0000808,범어1동906-1_북서쪽_101158,35.852257,128.627576,10028
CTV0000809,범어1동687-2_101159,35.849331,128.62582,12177
CTV0000810,범어1동687-2_남쪽_101160,35.849331,128.62582,12311
CTV0000811,범어2동52-29_101161,35.864564,128.630784,10488
CTV0000812,범어2동52-29_서쪽_101162,35.864564,128.630784,3935
CTV0000813,범어2동425-1_101163,35.86585,128.638387,2800
CTV0000814,범어2동425-1_남쪽_101164,35.86585,128.638387,717
CTV0000815,범어2동433-7_101165,35.86559,128.635,2753
CTV0000816,범어2동433-7_남서쪽_101166,35.86559,128.635,5489
CTV0000817,범어3동471-11_동쪽_101167,35.866116,128.622701,594
CTV0000818,범어3동471-11_서쪽_101168,35.866116,128.622701,2232
CTV0000819,범어3동31-3_101169,35.863163,128.624724,32320
CTV0000820,범어3동31-3_동쪽_101170,35.863163,128.624724,25192
CTV0000821,범어3동23-7_101171,35.863959,128.62502,6151
CTV0000822,범어3동23-7_북쪽_101172,35.863959,128.62502,1503
CTV0000823,범어4동75-21_101173,35.856057,128.640467,4183
CTV0000824,범어4동75-21_북동쪽_101174,35.856057,128.640467,783
CTV0000825,범어4동100_101175,35.854826,128.638451,36967
CTV0000826,범어4동100_북쪽_101176,35.854826,128.638451,21319
CTV0000827,범어4동244-1_서쪽_101177,35.856682,128.632685,1799
CTV0000828,범어4동244-1_동쪽_101178,35.856682,128.632685,2121
CTV0000829,만촌1동423-1_101179,35.867989,128.636582,7284
CTV0000830,만촌1동423-1_동남쪽_101180,35.867989,128.636582,4968
CTV0000831,만촌1동444-7_101181,35.873118,128.641626,15950
CTV0000832,만촌1동444-7_북쪽_101182,35.873118,128.641626,9095
CTV0000833,만촌1동656-14_101183,35.870938,128.644053,2543
CTV0000834,만촌1동656-14_북동쪽_101184,35.870938,128.644053,1823
CTV0000835,만촌2동965-8_101185,35.865321,128.643362,19402
CTV0000836,만촌2동965-8_북쪽_101186,35.865321,128.643362,5648
CTV0000837,만촌2동985-3_101187,35.864436,128.644499,2871
CTV0000838,만촌2동985-3_북쪽_101188,35.864436,128.644499,929
CTV0000839,만촌2동997-11_101189,35.860569,128.646286,3118
CTV0000840,만촌2동997-11_서쪽_101190,35.860569,128.646286,746
CTV0000841,만촌2동992-56_101191,35.864092,128.648076,9761
CTV0000842,만촌3동816_101192,35.850499,128.654454,33883
CTV0000843,만촌3동816_서쪽_101193,35.850499,128.654454,24899
CTV0000844,만촌3동816_101194,35.850045,128.655565,31648
CTV0000845,만촌3동859-29_101195,35.855187,128.651559,35847
CTV0000846,수성1가동266-3_101196,35.855207,128.611581,19999
CTV0000847,수성1가동266-3_동쪽_101197,35.855207,128.611581,13026
CTV0000848,수성1가동106-8_101198,35.857142,128.612157,20073
CTV0000849,수성1가동423-5_101199,35.850779,128.612916,6347
CTV0000850,수성2가동163-2_101200,35.855046,128.614883,5443
CTV0000851,수성4가동1120-2_101201,35.86449,128.61724,8676
CTV0000852,수성4가동1120-2_북서쪽_101202,35.86449,128.61724,12125
