BASE_YM,MENU_CODE,MENU_NM,NTT_CNT,NTT_PER_AVRG_MENTN_CNT
202008,CNVNC_M02001,간장·마늘치킨,636070,0.0055
202008,KOREA_M01001,간장·양념게장,636070,0.0308
202008,KOREA_M01002,갈비찜·뼈찜,636070,0.009
202008,KOREA_M02001,갈비탕,636070,0.013
202008,KOREA_M02002,감자탕,636070,0.0103
202008,CNVNC_M01001,감자튀김·사이드메뉴,636070,0.0277
202008,BARFD_M01001,견과류,636070,0.0002
202008,KOREA_M01003,계란찜·계란말이,636070,0.0473
202008,CNVNC_M01002,고로케·소시지빵·피자빵,636070,0.0073
202008,KOREA_M06001,고추장찌개·돼지찌개,636070,0.0394
202008,BARFD_M01002,골뱅이,636070,0.0061
202008,KOREA_M01004,곰장어 요리,636070,0.0038
202008,KOREA_M05001,곱창·막창·내장부위,636070,0.0721
202008,KOREA_M01005,공기밥·돌솥밥,636070,0.0106
202008,BARFD_M01003,과일안주,636070,0.0013
202008,KOREA_M02003,국·탕,636070,0.0264
202008,KOREA_M02004,국밥,636070,0.0107
202008,KOREA_M03001,국수·칼국수·수제비,636070,0.1085
202008,KOREA_M01006,굴요리,636070,0.0024
202008,FORGN_M01001,그라탕,636070,0.002
202008,KOREA_M05002,기타동물,636070,0.0003
202008,CNVNC_M02002,기타시즈닝치킨,636070,0.0256
202008,SNACK_M01001,김밥·주먹밥,636070,0.0311
202008,KOREA_M06002,김치찌개·참치찌개,636070,0.0256
202008,SPECL_M01001,나베·전골,636070,0.0458
202008,KOREA_M01008,낙지·오징어·쭈꾸미 요리,636070,0.0955
202008,KOREA_M05003,닭갈비,636070,0.0261
202008,CNVNC_M01003,닭강정,636070,0.009
202008,KOREA_M05004,닭똥집·모래집,636070,0.0026
202008,KOREA_M05005,닭발,636070,0.0178
202008,KOREA_M05006,닭볶음탕,636070,0.0184
202008,SPECL_M01002,덮밥,636070,0.0348
202008,CNVNC_M01004,도넛·꽈배기,636070,0.0129
202008,SPECL_M01003,도시락,636070,0.0037
202008,SPECL_M01004,돈가스,636070,0.0417
202008,FORGN_M01003,돈부리,636070,0.0159
202008,FORGN_M01004,동남아음식,636070,0.0066
202008,KOREA_M05007,돼지갈비·주물럭·양념고기,636070,0.0338
202008,KOREA_M05008,돼지고기 구이,636070,0.1173
202008,KOREA_M06003,된장찌개·청국장,636070,0.0521
202008,SPECL_M01005,두부요리,636070,0.0216
202008,CNVNC_M01005,떡·모찌,636070,0.0442
202008,SNACK_M01002,떡볶이,636070,0.0411
202008,DRINK_M01001,라떼류음료,636070,0.0324
202008,DRINK_M01002,라떼류커피,636070,0.0382
202008,SNACK_M01003,라면,636070,0.0462
202008,FORGN_M01006,리소토·필라프,636070,0.0249
202008,FORGN_M01007,마라탕,636070,0.0166
202008,CNVNC_M01006,마카롱·와플·파이·타르트·카페디저트,636070,0.0703
202008,ALCHL_M01003,막걸리,636070,0.0262
202008,CNVNC_M01007,만두,636070,0.0477
202008,KOREA_M02005,매운탕·해물탕,636070,0.035
202008,ALCHL_M01004,맥주,636070,0.0135
202008,CNVNC_M01008,머핀·카스텔라,636070,0.0062
202008,FORGN_M01008,멕시칸음식,636070,0.0015
202008,SPECL_M01006,면류,636070,0.0019
202008,KOREA_M03002,물냉면,636070,0.0281
202008,KOREA_M01009,민물고기 요리,636070,0.0031
202008,KOREA_M01010,민물장어 요리,636070,0.0047
202008,SPECL_M01007,바닷가재·게요리,636070,0.0354
202008,CNVNC_M02003,반반치킨,636070,0.0011
202008,KOREA_M04001,백반,636070,0.0139
202008,KOREA_M05009,백숙·토종닭,636070,0.0077
202008,SPECL_M01010,버섯요리,636070,0.002
202008,BARFD_M01004,번데기,636070,0.0025
202008,CNVNC_M01009,베이글·식사용빵,636070,0.0043
202008,CNVNC_M02004,베이크류치킨,636070,0.001
202008,KOREA_M05010,보쌈,636070,0.0211
202008,KOREA_M01011,복어요리,636070,0.0021
202008,SPECL_M01011,볶음밥,636070,0.0479
202008,KOREA_M06004,부대찌개,636070,0.0091
202008,KOREA_M05011,불닭,636070,0.0073
202008,BUFFT_M01001,뷔페·식권,636070,0.0148
202008,KOREA_M03003,비빔냉면,636070,0.0195
202008,KOREA_M01012,비빔밥,636070,0.0402
202008,CNVNC_M01010,빙수,636070,0.0255
202008,FORGN_M01009,사시미,636070,0.017
202008,KOREA_M02006,사철탕·보신탕,636070,0.0006
202008,ALCHL_M01005,사케,636070,0.0136
202008,KOREA_M05012,삼계탕,636070,0.0142
202008,KOREA_M01013,새우구이,636070,0.0279
202008,CNVNC_M01011,샌드위치,636070,0.0245
202008,FORGN_M01010,샐러드,636070,0.0481
202008,KOREA_M01014,생선구이,636070,0.0247
202008,KOREA_M06005,생선찌개,636070,0.0008
202008,KOREA_M01015,생선찜·해물찜,636070,0.0062
202008,SPECL_M01012,샤브샤브,636070,0.0185
202008,KOREA_M02007,설렁탕·곰탕,636070,0.0159
202008,KOREA_M05013,소고기구이,636070,0.0477
202008,FORGN_M01011,소바,636070,0.0151
202008,CNVNC_M01012,소보로·슈크림·브라우니·달콤한빵·과자류,636070,0.0478
202008,BARFD_M01005,소시지,636070,0.011
202008,KOREA_M05014,수육,636070,0.0246
202008,SNACK_M01004,순대,636070,0.0248
202008,KOREA_M02008,순대국,636070,0.0079
202008,KOREA_M06006,순두부찌개,636070,0.0108
202008,DRINK_M01004,쉐이크·스무디·요거트,636070,0.0035
202008,FORGN_M01012,스시,636070,0.065
202008,FORGN_M01013,스테이크,636070,0.0473
202008,FORGN_M01014,스튜,636070,0.003
202008,FORGN_M01015,스프,636070,0.0167
202008,CNVNC_M01013,식빵·바게트,636070,0.0124
202008,FORGN_M01016,쌀국수,636070,0.0203
202008,KOREA_M01016,쌈밥,636070,0.0095
202008,KOREA_M01017,아구·아귀요리,636070,0.0109
202008,DRINK_M01005,아메리카노,636070,0.007
202008,CNVNC_M01014,아이스크림,636070,0.0478
202008,CNVNC_M01015,약과·한과,636070,0.0005
202008,SPECL_M01013,양고기요리,636070,0.0068
202008,CNVNC_M02005,양념치킨,636070,0.0081
202008,KOREA_M01018,어죽,636070,0.0013
202008,DRINK_M01006,에스프레소·드립커피·냉침커피,636070,0.012
202008,FORGN_M01017,오꼬노미야끼·타코야끼,636070,0.004
202008,KOREA_M05015,오리로스·주물럭·훈제,636070,0.0085
202008,KOREA_M05016,오리탕·오리백숙,636070,0.0088
202008,SPECL_M01014,오므라이스,636070,0.0043
202008,BARFD_M01006,오징어·먹태·노가리류,636070,0.0015
202008,KOREA_M05017,옻닭,636070,0.001
202008,ALCHL_M01008,와인,636070,0.0043
202008,SPECL_M01015,우동,636070,0.0415
202008,KOREA_M02009,육개장,636070,0.0082
202008,KOREA_M05018,육회,636070,0.0355
202008,BARFD_M01008,은행·꼬치구이,636070,0.0066
202008,FORGN_M01018,인도음식,636070,0.0036
202008,KOREA_M01019,전·빈대떡·부침개,636070,0.0418
202008,DRINK_M01008,전통차·허브차·과일차,636070,0.0022
202008,KOREA_M04002,정식,636070,0.0193
202008,KOREA_M05019,제육볶음·두루치기·불고기,636070,0.0594
202008,KOREA_M01020,조개구이,636070,0.0127
202008,KOREA_M05020,족발,636070,0.0083
202008,DRINK_M01009,주스·에이드,636070,0.0019
202008,KOREA_M01021,죽,636070,0.0471
202008,FORGN_M01019,중식요리,636070,0.0335
202008,SPECL_M01016,짜장면,636070,0.0198
202008,SPECL_M01017,짬뽕·짬뽕밥·짬뽕탕,636070,0.0423
202008,SNACK_M01005,쫄면,636070,0.0128
202008,KOREA_M06007,찌개,636070,0.0034
202008,CNVNC_M01017,찐빵,636070,0.0019
202008,KOREA_M05021,찜닭,636070,0.0098
202008,SPECL_M01018,참치회,636070,0.0036
202008,SPECL_M01019,채식·비건 요리,636070,0.0057
202008,KOREA_M02010,추어탕,636070,0.0055
202008,SPECL_M01020,치킨가스·생선가스·규가스,636070,0.0053
202008,SPECL_M01021,카레,636070,0.0242
202008,ALCHL_M01010,칵테일,636070,0.0044
202008,DRINK_M01010,커피,636070,0.0117
202008,CNVNC_M01018,케이크,636070,0.0461
202008,CNVNC_M01019,쿠키,636070,0.0254
202008,FORGN_M01020,타다끼,636070,0.0022
202008,BARFD_M01009,타코와사비·고노와다,636070,0.0021
202008,FORGN_M01021,탕수육·꿔바로우,636070,0.0289
202008,FORGN_M01022,터키음식,636070,0.0005
202008,CNVNC_M01020,토스트,636070,0.0144
202008,SPECL_M01022,튀김,636070,0.0464
202008,FORGN_M01023,파스타,636070,0.0476
202008,CNVNC_M02006,프라이드치킨,636070,0.0063
202008,FORGN_M01024,피자,636070,0.0377
202008,SPECL_M01023,함박스테이크,636070,0.0063
202008,CNVNC_M01021,핫도그,636070,0.0084
202008,KOREA_M01022,해산물요리,636070,0.0623
202008,KOREA_M02011,해장국,636070,0.0186
202008,CNVNC_M01022,햄버거,636070,0.0126
202008,KOREA_M01023,홍어 요리,636070,0.0042
202008,DRINK_M01012,홍차·녹차·밀크티,636070,0.0193
202008,KOREA_M01024,황태 요리,636070,0.0122
202008,KOREA_M01025,회,636070,0.0666
202008,KOREA_M05022,흑염소,636070,0.001
202009,CNVNC_M02001,간장·마늘치킨,554382,0.0092
202009,KOREA_M01001,간장·양념게장,554382,0.028
202009,KOREA_M01002,갈비찜·뼈찜,554382,0.0082
202009,KOREA_M02001,갈비탕,554382,0.0125
202009,KOREA_M02002,감자탕,554382,0.0107
202009,CNVNC_M01001,감자튀김·사이드메뉴,554382,0.0258
202009,BARFD_M01001,견과류,554382,0.0002
202009,KOREA_M01003,계란찜·계란말이,554382,0.0446
202009,CNVNC_M01002,고로케·소시지빵·피자빵,554382,0.0074
202009,KOREA_M06001,고추장찌개·돼지찌개,554382,0.0374
202009,BARFD_M01002,골뱅이,554382,0.0053
202009,KOREA_M01004,곰장어 요리,554382,0.003
202009,KOREA_M05001,곱창·막창·내장부위,554382,0.0673
202009,KOREA_M01005,공기밥·돌솥밥,554382,0.0116
202009,BARFD_M01003,과일안주,554382,0.0007
202009,KOREA_M02003,국·탕,554382,0.0253
202009,KOREA_M02004,국밥,554382,0.01
202009,KOREA_M03001,국수·칼국수·수제비,554382,0.1125
202009,KOREA_M01006,굴요리,554382,0.003
202009,FORGN_M01001,그라탕,554382,0.0016
202009,KOREA_M05002,기타동물,554382,0.0003
202009,CNVNC_M02002,기타시즈닝치킨,554382,0.0412
202009,SNACK_M01001,김밥·주먹밥,554382,0.0301
202009,KOREA_M06002,김치찌개·참치찌개,554382,0.0246
202009,SPECL_M01001,나베·전골,554382,0.0427
202009,KOREA_M01008,낙지·오징어·쭈꾸미 요리,554382,0.0942
202009,KOREA_M05003,닭갈비,554382,0.021
202009,CNVNC_M01003,닭강정,554382,0.0074
202009,KOREA_M05004,닭똥집·모래집,554382,0.0022
202009,KOREA_M05005,닭발,554382,0.0164
202009,KOREA_M05006,닭볶음탕,554382,0.0164
202009,SPECL_M01002,덮밥,554382,0.0335
202009,CNVNC_M01004,도넛·꽈배기,554382,0.0126
202009,SPECL_M01003,도시락,554382,0.0036
202009,SPECL_M01004,돈가스,554382,0.0553
202009,FORGN_M01003,돈부리,554382,0.0142
202009,FORGN_M01004,동남아음식,554382,0.0053
202009,KOREA_M05007,돼지갈비·주물럭·양념고기,554382,0.0323
202009,KOREA_M05008,돼지고기 구이,554382,0.1381
202009,KOREA_M06003,된장찌개·청국장,554382,0.0581
202009,SPECL_M01005,두부요리,554382,0.0203
202009,CNVNC_M01005,떡·모찌,554382,0.0618
202009,SNACK_M01002,떡볶이,554382,0.0489
202009,DRINK_M01001,라떼류음료,554382,0.1088
202009,DRINK_M01002,라떼류커피,554382,0.049
202009,SNACK_M01003,라면,554382,0.0656
202009,FORGN_M01006,리소토·필라프,554382,0.0229
202009,FORGN_M01007,마라탕,554382,0.0148
202009,CNVNC_M01006,마카롱·와플·파이·타르트·카페디저트,554382,0.0685
202009,ALCHL_M01003,막걸리,554382,0.0223
202009,CNVNC_M01007,만두,554382,0.0513
202009,KOREA_M02005,매운탕·해물탕,554382,0.0327
202009,ALCHL_M01004,맥주,554382,0.0116
202009,CNVNC_M01008,머핀·카스텔라,554382,0.0063
202009,FORGN_M01008,멕시칸음식,554382,0.0016
202009,SPECL_M01006,면류,554382,0.0017
202009,KOREA_M03002,물냉면,554382,0.0294
202009,KOREA_M01009,민물고기 요리,554382,0.0031
202009,KOREA_M01010,민물장어 요리,554382,0.0041
202009,SPECL_M01007,바닷가재·게요리,554382,0.0332
202009,CNVNC_M02003,반반치킨,554382,0.0019
202009,KOREA_M04001,백반,554382,0.0135
202009,KOREA_M05009,백숙·토종닭,554382,0.0054
202009,SPECL_M01010,버섯요리,554382,0.0023
202009,BARFD_M01004,번데기,554382,0.0023
202009,CNVNC_M01009,베이글·식사용빵,554382,0.0045
202009,CNVNC_M02004,베이크류치킨,554382,0.0017
202009,KOREA_M05010,보쌈,554382,0.0197
202009,KOREA_M01011,복어요리,554382,0.0019
202009,SPECL_M01011,볶음밥,554382,0.0899
202009,KOREA_M06004,부대찌개,554382,0.0089
202009,KOREA_M05011,불닭,554382,0.0071
202009,BUFFT_M01001,뷔페·식권,554382,0.0116
202009,KOREA_M03003,비빔냉면,554382,0.0209
202009,KOREA_M01012,비빔밥,554382,0.0357
202009,CNVNC_M01010,빙수,554382,0.0163
202009,FORGN_M01009,사시미,554382,0.0156
202009,KOREA_M02006,사철탕·보신탕,554382,0.0004
202009,ALCHL_M01005,사케,554382,0.0115
202009,KOREA_M05012,삼계탕,554382,0.0084
202009,KOREA_M01013,새우구이,554382,0.034
202009,CNVNC_M01011,샌드위치,554382,0.0255
202009,FORGN_M01010,샐러드,554382,0.126
202009,KOREA_M01014,생선구이,554382,0.0246
202009,KOREA_M06005,생선찌개,554382,0.0007
202009,KOREA_M01015,생선찜·해물찜,554382,0.0052
202009,SPECL_M01012,샤브샤브,554382,0.0163
202009,KOREA_M02007,설렁탕·곰탕,554382,0.0149
202009,KOREA_M05013,소고기구이,554382,0.0795
202009,FORGN_M01011,소바,554382,0.0118
202009,CNVNC_M01012,소보로·슈크림·브라우니·달콤한빵·과자류,554382,0.1108
202009,BARFD_M01005,소시지,554382,0.0108
202009,KOREA_M05014,수육,554382,0.021
202009,SNACK_M01004,순대,554382,0.023
202009,KOREA_M02008,순대국,554382,0.0082
202009,KOREA_M06006,순두부찌개,554382,0.0098
202009,DRINK_M01004,쉐이크·스무디·요거트,554382,0.0142
202009,FORGN_M01012,스시,554382,0.073
202009,FORGN_M01013,스테이크,554382,0.0528
202009,FORGN_M01014,스튜,554382,0.0028
202009,FORGN_M01015,스프,554382,0.0156
202009,CNVNC_M01013,식빵·바게트,554382,0.0135
202009,FORGN_M01016,쌀국수,554382,0.0183
202009,KOREA_M01016,쌈밥,554382,0.0087
202009,KOREA_M01017,아구·아귀요리,554382,0.0101
202009,DRINK_M01005,아메리카노,554382,0.0311
202009,CNVNC_M01014,아이스크림,554382,0.0509
202009,CNVNC_M01015,약과·한과,554382,0.0011
202009,SPECL_M01013,양고기요리,554382,0.006
202009,CNVNC_M02005,양념치킨,554382,0.0139
202009,KOREA_M01018,어죽,554382,0.0011
202009,DRINK_M01006,에스프레소·드립커피·냉침커피,554382,0.0118
202009,FORGN_M01017,오꼬노미야끼·타코야끼,554382,0.0027
202009,KOREA_M05015,오리로스·주물럭·훈제,554382,0.0071
202009,KOREA_M05016,오리탕·오리백숙,554382,0.0064
202009,SPECL_M01014,오므라이스,554382,0.0042
202009,BARFD_M01006,오징어·먹태·노가리류,554382,0.0013
202009,KOREA_M05017,옻닭,554382,0.0006
202009,ALCHL_M01008,와인,554382,0.0035
202009,SPECL_M01015,우동,554382,0.0382
202009,KOREA_M02009,육개장,554382,0.0081
202009,KOREA_M05018,육회,554382,0.0307
202009,BARFD_M01008,은행·꼬치구이,554382,0.0064
202009,FORGN_M01018,인도음식,554382,0.0034
202009,KOREA_M01019,전·빈대떡·부침개,554382,0.0353
202009,DRINK_M01008,전통차·허브차·과일차,554382,0.0017
202009,KOREA_M04002,정식,554382,0.0171
202009,KOREA_M05019,제육볶음·두루치기·불고기,554382,0.0582
202009,KOREA_M01020,조개구이,554382,0.014
202009,KOREA_M05020,족발,554382,0.0065
202009,DRINK_M01009,주스·에이드,554382,0.0017
202009,KOREA_M01021,죽,554382,0.0425
202009,FORGN_M01019,중식요리,554382,0.032
202009,SPECL_M01016,짜장면,554382,0.0187
202009,SPECL_M01017,짬뽕·짬뽕밥·짬뽕탕,554382,0.0437
202009,SNACK_M01005,쫄면,554382,0.011
202009,KOREA_M06007,찌개,554382,0.0031
202009,CNVNC_M01017,찐빵,554382,0.0022
202009,KOREA_M05021,찜닭,554382,0.0097
202009,SPECL_M01018,참치회,554382,0.0034
202009,SPECL_M01019,채식·비건 요리,554382,0.0058
202009,KOREA_M02010,추어탕,554382,0.0046
202009,SPECL_M01020,치킨가스·생선가스·규가스,554382,0.0048
202009,SPECL_M01021,카레,554382,0.0229
202009,ALCHL_M01010,칵테일,554382,0.0036
202009,DRINK_M01010,커피,554382,0.0524
202009,CNVNC_M01018,케이크,554382,0.0643
202009,CNVNC_M01019,쿠키,554382,0.0256
202009,FORGN_M01020,타다끼,554382,0.0022
202009,BARFD_M01009,타코와사비·고노와다,554382,0.0018
202009,FORGN_M01021,탕수육·꿔바로우,554382,0.0272
202009,FORGN_M01022,터키음식,554382,0.0005
202009,CNVNC_M01020,토스트,554382,0.0141
202009,SPECL_M01022,튀김,554382,0.1054
202009,FORGN_M01023,파스타,554382,0.0839
202009,CNVNC_M02006,프라이드치킨,554382,0.0104
202009,FORGN_M01024,피자,554382,0.0371
202009,SPECL_M01023,함박스테이크,554382,0.006
202009,CNVNC_M01021,핫도그,554382,0.0074
202009,KOREA_M01022,해산물요리,554382,0.0636
202009,KOREA_M02011,해장국,554382,0.0179
202009,CNVNC_M01022,햄버거,554382,0.0122
202009,KOREA_M01023,홍어 요리,554382,0.0038
202009,DRINK_M01012,홍차·녹차·밀크티,554382,0.0174
202009,KOREA_M01024,황태 요리,554382,0.0102
202009,KOREA_M01025,회,554382,0.0602
202009,KOREA_M05022,흑염소,554382,0.0011
202010,CNVNC_M02001,간장·마늘치킨,557590,0.0097
202010,KOREA_M01001,간장·양념게장,557590,0.0257
202010,KOREA_M01002,갈비찜·뼈찜,557590,0.0086
202010,KOREA_M02001,갈비탕,557590,0.0114
202010,KOREA_M02002,감자탕,557590,0.0101
202010,CNVNC_M01001,감자튀김·사이드메뉴,557590,0.0261
202010,BARFD_M01001,견과류,557590,0.0002
202010,KOREA_M01003,계란찜·계란말이,557590,0.0462
202010,CNVNC_M01002,고로케·소시지빵·피자빵,557590,0.0077
202010,KOREA_M06001,고추장찌개·돼지찌개,557590,0.0369
202010,BARFD_M01002,골뱅이,557590,0.0052
202010,KOREA_M01004,곰장어 요리,557590,0.0034
202010,KOREA_M05001,곱창·막창·내장부위,557590,0.0652
202010,KOREA_M01005,공기밥·돌솥밥,557590,0.0106
202010,BARFD_M01003,과일안주,557590,0.0005
202010,KOREA_M02003,국·탕,557590,0.0263
202010,KOREA_M02004,국밥,557590,0.0103
202010,KOREA_M03001,국수·칼국수·수제비,557590,0.1166
202010,KOREA_M01006,굴요리,557590,0.0027
202010,FORGN_M01001,그라탕,557590,0.0017
202010,KOREA_M05002,기타동물,557590,0.0003
202010,CNVNC_M02002,기타시즈닝치킨,557590,0.039
202010,SNACK_M01001,김밥·주먹밥,557590,0.0313
202010,KOREA_M06002,김치찌개·참치찌개,557590,0.0259
202010,SPECL_M01001,나베·전골,557590,0.0432
202010,KOREA_M01008,낙지·오징어·쭈꾸미 요리,557590,0.0947
202010,KOREA_M05003,닭갈비,557590,0.0202
202010,CNVNC_M01003,닭강정,557590,0.0073
202010,KOREA_M05004,닭똥집·모래집,557590,0.0024
202010,KOREA_M05005,닭발,557590,0.0159
202010,KOREA_M05006,닭볶음탕,557590,0.0159
202010,SPECL_M01002,덮밥,557590,0.0328
202010,CNVNC_M01004,도넛·꽈배기,557590,0.0133
202010,SPECL_M01003,도시락,557590,0.0027
202010,SPECL_M01004,돈가스,557590,0.0543
202010,FORGN_M01003,돈부리,557590,0.0145
202010,FORGN_M01004,동남아음식,557590,0.005
202010,KOREA_M05007,돼지갈비·주물럭·양념고기,557590,0.029
202010,KOREA_M05008,돼지고기 구이,557590,0.1349
202010,KOREA_M06003,된장찌개·청국장,557590,0.0583
202010,SPECL_M01005,두부요리,557590,0.0206
202010,CNVNC_M01005,떡·모찌,557590,0.0619
202010,SNACK_M01002,떡볶이,557590,0.0559
202010,DRINK_M01001,라떼류음료,557590,0.1106
202010,DRINK_M01002,라떼류커피,557590,0.0558
202010,SNACK_M01003,라면,557590,0.064
202010,FORGN_M01006,리소토·필라프,557590,0.0243
202010,FORGN_M01007,마라탕,557590,0.016
202010,CNVNC_M01006,마카롱·와플·파이·타르트·카페디저트,557590,0.071
202010,ALCHL_M01003,막걸리,557590,0.0223
202010,CNVNC_M01007,만두,557590,0.051
202010,KOREA_M02005,매운탕·해물탕,557590,0.0299
202010,ALCHL_M01004,맥주,557590,0.0117
202010,CNVNC_M01008,머핀·카스텔라,557590,0.0063
202010,FORGN_M01008,멕시칸음식,557590,0.0017
202010,SPECL_M01006,면류,557590,0.002
202010,KOREA_M03002,물냉면,557590,0.0243
202010,KOREA_M01009,민물고기 요리,557590,0.0027
202010,KOREA_M01010,민물장어 요리,557590,0.0037
202010,SPECL_M01007,바닷가재·게요리,557590,0.0287
202010,CNVNC_M02003,반반치킨,557590,0.0019
202010,KOREA_M04001,백반,557590,0.0128
202010,KOREA_M05009,백숙·토종닭,557590,0.0049
202010,SPECL_M01010,버섯요리,557590,0.0024
202010,BARFD_M01004,번데기,557590,0.0026
202010,CNVNC_M01009,베이글·식사용빵,557590,0.0045
202010,CNVNC_M02004,베이크류치킨,557590,0.0015
202010,KOREA_M05010,보쌈,557590,0.0187
202010,KOREA_M01011,복어요리,557590,0.0018
202010,SPECL_M01011,볶음밥,557590,0.0902
202010,KOREA_M06004,부대찌개,557590,0.0093
202010,KOREA_M05011,불닭,557590,0.0074
202010,BUFFT_M01001,뷔페·식권,557590,0.0121
202010,KOREA_M03003,비빔냉면,557590,0.0172
202010,KOREA_M01012,비빔밥,557590,0.0354
202010,CNVNC_M01010,빙수,557590,0.0108
202010,FORGN_M01009,사시미,557590,0.0154
202010,KOREA_M02006,사철탕·보신탕,557590,0.0003
202010,ALCHL_M01005,사케,557590,0.0125
202010,KOREA_M05012,삼계탕,557590,0.0072
202010,KOREA_M01013,새우구이,557590,0.035
202010,CNVNC_M01011,샌드위치,557590,0.0265
202010,FORGN_M01010,샐러드,557590,0.1307
202010,KOREA_M01014,생선구이,557590,0.0211
202010,KOREA_M06005,생선찌개,557590,0.001
202010,KOREA_M01015,생선찜·해물찜,557590,0.0057
202010,SPECL_M01012,샤브샤브,557590,0.0183
202010,KOREA_M02007,설렁탕·곰탕,557590,0.014
202010,KOREA_M05013,소고기구이,557590,0.0765
202010,FORGN_M01011,소바,557590,0.0111
202010,CNVNC_M01012,소보로·슈크림·브라우니·달콤한빵·과자류,557590,0.1113
202010,BARFD_M01005,소시지,557590,0.0111
202010,KOREA_M05014,수육,557590,0.0201
202010,SNACK_M01004,순대,557590,0.0242
202010,KOREA_M02008,순대국,557590,0.0078
202010,KOREA_M06006,순두부찌개,557590,0.0101
202010,DRINK_M01004,쉐이크·스무디·요거트,557590,0.0142
202010,FORGN_M01012,스시,557590,0.0702
202010,FORGN_M01013,스테이크,557590,0.0531
202010,FORGN_M01014,스튜,557590,0.0029
202010,FORGN_M01015,스프,557590,0.0164
202010,CNVNC_M01013,식빵·바게트,557590,0.0123
202010,FORGN_M01016,쌀국수,557590,0.0194
202010,KOREA_M01016,쌈밥,557590,0.0083
202010,KOREA_M01017,아구·아귀요리,557590,0.0103
202010,DRINK_M01005,아메리카노,557590,0.0349
202010,CNVNC_M01014,아이스크림,557590,0.0516
202010,CNVNC_M01015,약과·한과,557590,0.0008
202010,SPECL_M01013,양고기요리,557590,0.008
202010,CNVNC_M02005,양념치킨,557590,0.0128
202010,KOREA_M01018,어죽,557590,0.0012
202010,DRINK_M01006,에스프레소·드립커피·냉침커피,557590,0.0128
202010,FORGN_M01017,오꼬노미야끼·타코야끼,557590,0.0031
202010,KOREA_M05015,오리로스·주물럭·훈제,557590,0.007
202010,KOREA_M05016,오리탕·오리백숙,557590,0.006
202010,SPECL_M01014,오므라이스,557590,0.0062
202010,BARFD_M01006,오징어·먹태·노가리류,557590,0.0015
202010,KOREA_M05017,옻닭,557590,0.0006
202010,ALCHL_M01008,와인,557590,0.0046
202010,SPECL_M01015,우동,557590,0.0424
202010,KOREA_M02009,육개장,557590,0.0075
202010,KOREA_M05018,육회,557590,0.0328
202010,BARFD_M01008,은행·꼬치구이,557590,0.0058
202010,FORGN_M01018,인도음식,557590,0.0036
202010,KOREA_M01019,전·빈대떡·부침개,557590,0.036
202010,DRINK_M01008,전통차·허브차·과일차,557590,0.0023
202010,KOREA_M04002,정식,557590,0.0156
202010,KOREA_M05019,제육볶음·두루치기·불고기,557590,0.0542
202010,KOREA_M01020,조개구이,557590,0.0141
202010,KOREA_M05020,족발,557590,0.0058
202010,DRINK_M01009,주스·에이드,557590,0.0016
202010,KOREA_M01021,죽,557590,0.043
202010,FORGN_M01019,중식요리,557590,0.0345
202010,SPECL_M01016,짜장면,557590,0.0196
202010,SPECL_M01017,짬뽕·짬뽕밥·짬뽕탕,557590,0.0443
202010,SNACK_M01005,쫄면,557590,0.0127
202010,KOREA_M06007,찌개,557590,0.0034
202010,CNVNC_M01017,찐빵,557590,0.0022
202010,KOREA_M05021,찜닭,557590,0.0088
202010,SPECL_M01018,참치회,557590,0.0034
202010,SPECL_M01019,채식·비건 요리,557590,0.0056
202010,KOREA_M02010,추어탕,557590,0.0044
202010,SPECL_M01020,치킨가스·생선가스·규가스,557590,0.0045
202010,SPECL_M01021,카레,557590,0.023
202010,ALCHL_M01010,칵테일,557590,0.0039
202010,DRINK_M01010,커피,557590,0.0583
202010,CNVNC_M01018,케이크,557590,0.0621
202010,CNVNC_M01019,쿠키,557590,0.0259
202010,FORGN_M01020,타다끼,557590,0.0021
202010,BARFD_M01009,타코와사비·고노와다,557590,0.0023
202010,FORGN_M01021,탕수육·꿔바로우,557590,0.0282
202010,FORGN_M01022,터키음식,557590,0.0004
202010,CNVNC_M01020,토스트,557590,0.0138
202010,SPECL_M01022,튀김,557590,0.1101
202010,FORGN_M01023,파스타,557590,0.0886
202010,CNVNC_M02006,프라이드치킨,557590,0.0103
202010,FORGN_M01024,피자,557590,0.0366
202010,SPECL_M01023,함박스테이크,557590,0.0062
202010,CNVNC_M01021,핫도그,557590,0.0083
202010,KOREA_M01022,해산물요리,557590,0.0564
202010,KOREA_M02011,해장국,557590,0.0186
202010,CNVNC_M01022,햄버거,557590,0.0121
202010,KOREA_M01023,홍어 요리,557590,0.0036
202010,DRINK_M01012,홍차·녹차·밀크티,557590,0.0188
202010,KOREA_M01024,황태 요리,557590,0.0099
202010,KOREA_M01025,회,557590,0.0551
202010,KOREA_M05022,흑염소,557590,0.0008
202011,CNVNC_M02001,간장·마늘치킨,568372,0.009
202011,KOREA_M01001,간장·양념게장,568372,0.0259
202011,KOREA_M01002,갈비찜·뼈찜,568372,0.0075
202011,KOREA_M02001,갈비탕,568372,0.0129
202011,KOREA_M02002,감자탕,568372,0.0114
202011,CNVNC_M01001,감자튀김·사이드메뉴,568372,0.027
202011,BARFD_M01001,견과류,568372,0.0002
202011,KOREA_M01003,계란찜·계란말이,568372,0.0501
202011,CNVNC_M01002,고로케·소시지빵·피자빵,568372,0.0076
