food_name,period,ratio
츄러스,2024-09-01,83.81324
츄러스,2024-10-01,85.77231
츄러스,2024-11-01,67.64705
츄러스,2024-12-01,59.15261
피자,2024-01-01,95.78168
피자,2024-02-01,98.50389
피자,2024-03-01,92.11097
피자,2024-04-01,88.00535
피자,2024-05-01,100.0
피자,2024-06-01,93.96687
피자,2024-07-01,93.68807
피자,2024-08-01,97.6904
피자,2024-09-01,89.16748
피자,2024-10-01,82.37603
피자,2024-11-01,81.2274
피자,2024-12-01,90.65009
호떡,2024-01-01,22.16744
호떡,2024-02-01,13.587
호떡,2024-03-01,10.29018
호떡,2024-04-01,6.92174
호떡,2024-05-01,6.65351
호떡,2024-06-01,5.32997
호떡,2024-07-01,5.25836
호떡,2024-08-01,5.46966
호떡,2024-09-01,6.63825
호떡,2024-10-01,14.35119
호떡,2024-11-01,20.94074
호떡,2024-12-01,23.36009
감자샐러드 샌드위치,2024-01-01,1.86059
감자샐러드 샌드위치,2024-02-01,1.56066
감자샐러드 샌드위치,2024-03-01,2.25149
감자샐러드 샌드위치,2024-04-01,2.42991
감자샐러드 샌드위치,2024-05-01,2.87364
감자샐러드 샌드위치,2024-06-01,9.3276
감자샐러드 샌드위치,2024-07-01,9.7813
감자샐러드 샌드위치,2024-08-01,5.077
감자샐러드 샌드위치,2024-09-01,3.12837
감자샐러드 샌드위치,2024-10-01,2.41289
감자샐러드 샌드위치,2024-11-01,1.37049
감자샐러드 샌드위치,2024-12-01,0.92853
소고기 샌드위치,2024-01-01,2.35315
소고기 샌드위치,2024-02-01,2.8627
소고기 샌드위치,2024-03-01,2.97387
소고기 샌드위치,2024-04-01,3.05725
소고기 샌드위치,2024-05-01,2.58476
소고기 샌드위치,2024-06-01,2.67741
소고기 샌드위치,2024-07-01,2.56624
소고기 샌드위치,2024-08-01,3.40003
소고기 샌드위치,2024-09-01,3.37224
소고기 샌드위치,2024-10-01,2.71447
소고기 샌드위치,2024-11-01,2.73299
소고기 샌드위치,2024-12-01,2.10302
메기 매운탕,2024-01-01,76.50546
메기 매운탕,2024-02-01,74.67111
메기 매운탕,2024-03-01,75.44005
메기 매운탕,2024-04-01,77.55234
메기 매운탕,2024-05-01,100.0
메기 매운탕,2024-06-01,88.43802
메기 매운탕,2024-07-01,91.61571
메기 매운탕,2024-08-01,98.65666
메기 매운탕,2024-09-01,86.24235
메기 매운탕,2024-10-01,84.86196
메기 매운탕,2024-11-01,70.3261
메기 매운탕,2024-12-01,74.33759
흑미밥,2024-01-01,44.56179
흑미밥,2024-02-01,40.62442
흑미밥,2024-03-01,49.0087
흑미밥,2024-04-01,43.21845
흑미밥,2024-05-01,41.6435
흑미밥,2024-06-01,37.51158
흑미밥,2024-07-01,40.85603
흑미밥,2024-08-01,40.56883
흑미밥,2024-09-01,35.53826
흑미밥,2024-10-01,37.05762
흑미밥,2024-11-01,32.86084
흑미밥,2024-12-01,29.13655
강낭콩밥,2024-01-01,3.08504
강낭콩밥,2024-02-01,3.20548
강낭콩밥,2024-03-01,3.82619
강낭콩밥,2024-04-01,2.95534
강낭콩밥,2024-05-01,3.55753
강낭콩밥,2024-06-01,8.88456
강낭콩밥,2024-07-01,8.01371
강낭콩밥,2024-08-01,3.77061
강낭콩밥,2024-09-01,3.34445
강낭콩밥,2024-10-01,3.59458
강낭콩밥,2024-11-01,3.49268
강낭콩밥,2024-12-01,2.72373
검정콩밥,2024-01-01,0.56625
검정콩밥,2024-02-01,0.5277
검정콩밥,2024-03-01,0.55562
검정콩밥,2024-04-01,0.47719
검정콩밥,2024-05-01,0.3456
검정콩밥,2024-06-01,0.30572
검정콩밥,2024-07-01,0.20603
검정콩밥,2024-08-01,0.23128
검정콩밥,2024-09-01,0.21932
검정콩밥,2024-10-01,0.25521
검정콩밥,2024-11-01,0.36421
검정콩밥,2024-12-01,0.44529
굴 국밥,2024-01-01,80.34188
굴 국밥,2024-02-01,39.32554
굴 국밥,2024-03-01,27.42885
굴 국밥,2024-04-01,15.99074
굴 국밥,2024-05-01,13.35353
굴 국밥,2024-06-01,10.65651
굴 국밥,2024-07-01,10.6472
굴 국밥,2024-08-01,10.97154
굴 국밥,2024-09-01,15.0204
굴 국밥,2024-10-01,40.3331
굴 국밥,2024-11-01,83.08941
굴 국밥,2024-12-01,100.0
굴밥,2024-01-01,29.50778
굴밥,2024-02-01,13.0837
굴밥,2024-03-01,6.84956
굴밥,2024-04-01,2.63455
굴밥,2024-05-01,2.42719
굴밥,2024-06-01,1.76788
굴밥,2024-07-01,1.60439
굴밥,2024-08-01,1.78649
굴밥,2024-09-01,2.55213
굴밥,2024-10-01,10.12082
굴밥,2024-11-01,21.76629
굴밥,2024-12-01,28.43109
낙지 덮밥,2024-01-01,4.00765
낙지 덮밥,2024-02-01,3.38025
낙지 덮밥,2024-03-01,4.49548
낙지 덮밥,2024-04-01,3.9146
낙지 덮밥,2024-05-01,3.99835
낙지 덮밥,2024-06-01,4.00765
낙지 덮밥,2024-07-01,4.42104
낙지 덮밥,2024-08-01,4.41573
낙지 덮밥,2024-09-01,3.77503
낙지 덮밥,2024-10-01,3.66072
낙지 덮밥,2024-11-01,3.10643
낙지 덮밥,2024-12-01,3.11307
낙지 비빔밥,2024-01-01,36.22763
낙지 비빔밥,2024-02-01,32.23819
낙지 비빔밥,2024-03-01,40.65708
낙지 비빔밥,2024-04-01,39.95306
낙지 비빔밥,2024-05-01,42.32912
낙지 비빔밥,2024-06-01,35.78762
낙지 비빔밥,2024-07-01,40.62775
낙지 비빔밥,2024-08-01,40.45174
낙지 비빔밥,2024-09-01,37.10765
낙지 비빔밥,2024-10-01,34.87826
낙지 비빔밥,2024-11-01,30.0088
낙지 비빔밥,2024-12-01,26.95805
닭고기 덮밥,2024-01-01,98.50396
닭고기 덮밥,2024-02-01,70.13787
닭고기 덮밥,2024-03-01,87.50366
닭고기 덮밥,2024-04-01,84.68759
닭고기 덮밥,2024-05-01,91.4931
닭고기 덮밥,2024-06-01,86.35963
닭고기 덮밥,2024-07-01,99.03197
닭고기 덮밥,2024-08-01,100.0
닭고기 덮밥,2024-09-01,80.19947
닭고기 덮밥,2024-10-01,91.55177
닭고기 덮밥,2024-11-01,74.91933
닭고기 덮밥,2024-12-01,78.46875
돼지머리국밥,2024-01-01,26.89938
돼지머리국밥,2024-02-01,19.44851
돼지머리국밥,2024-03-01,23.11528
돼지머리국밥,2024-04-01,17.86447
돼지머리국밥,2024-05-01,21.26723
돼지머리국밥,2024-06-01,17.24845
돼지머리국밥,2024-07-01,17.51246
돼지머리국밥,2024-08-01,18.01114
돼지머리국밥,2024-09-01,18.53916
돼지머리국밥,2024-10-01,19.0085
돼지머리국밥,2024-11-01,15.01906
돼지머리국밥,2024-12-01,15.51774
모듬 김밥,2024-01-01,2.28806
모듬 김밥,2024-02-01,4.07744
모듬 김밥,2024-03-01,3.90143
모듬 김밥,2024-04-01,4.48811
모듬 김밥,2024-05-01,3.8721
모듬 김밥,2024-06-01,2.22939
모듬 김밥,2024-07-01,2.20005
모듬 김밥,2024-08-01,2.7574
모듬 김밥,2024-09-01,3.05074
모듬 김밥,2024-10-01,2.81607
모듬 김밥,2024-11-01,2.43473
모듬 김밥,2024-12-01,1.70137
모듬 초밥,2024-01-01,12.14432
모듬 초밥,2024-02-01,11.64564
모듬 초밥,2024-03-01,13.78703
모듬 초밥,2024-04-01,12.76034
모듬 초밥,2024-05-01,13.96303
모듬 초밥,2024-06-01,13.05368
모듬 초밥,2024-07-01,12.731
모듬 초밥,2024-08-01,12.731
모듬 초밥,2024-09-01,11.64564
모듬 초밥,2024-10-01,13.08301
모듬 초밥,2024-11-01,12.20299
모듬 초밥,2024-12-01,10.94162
무밥,2024-01-01,66.27656
무밥,2024-02-01,37.00199
무밥,2024-03-01,37.7324
무밥,2024-04-01,23.18227
무밥,2024-05-01,17.67098
무밥,2024-06-01,13.52091
무밥,2024-07-01,14.32602
무밥,2024-08-01,17.28087
무밥,2024-09-01,14.45053
무밥,2024-10-01,26.70152
무밥,2024-11-01,65.86155
무밥,2024-12-01,69.72941
버섯 덮밥,2024-01-01,19.38911
버섯 덮밥,2024-02-01,14.99003
버섯 덮밥,2024-03-01,16.90737
버섯 덮밥,2024-04-01,15.17264
버섯 덮밥,2024-05-01,14.07702
버섯 덮밥,2024-06-01,14.75763
버섯 덮밥,2024-07-01,15.01494
버섯 덮밥,2024-08-01,15.59594
버섯 덮밥,2024-09-01,13.33001
버섯 덮밥,2024-10-01,16.05245
버섯 덮밥,2024-11-01,12.915
버섯 덮밥,2024-12-01,12.25099
소고기 국밥,2024-01-01,84.68625
소고기 국밥,2024-02-01,70.36852
소고기 국밥,2024-03-01,72.00365
소고기 국밥,2024-04-01,66.38446
소고기 국밥,2024-05-01,67.31407
소고기 국밥,2024-06-01,74.45219
소고기 국밥,2024-07-01,69.65471
소고기 국밥,2024-08-01,75.498
소고기 국밥,2024-09-01,100.0
소고기 국밥,2024-10-01,86.11387
소고기 국밥,2024-11-01,83.93924
소고기 국밥,2024-12-01,87.47509
양송이 덮밥,2024-01-01,4.92197
양송이 덮밥,2024-02-01,4.85557
양송이 덮밥,2024-03-01,4.68957
양송이 덮밥,2024-04-01,3.88446
양송이 덮밥,2024-05-01,4.03386
양송이 덮밥,2024-06-01,3.68525
양송이 덮밥,2024-07-01,3.29515
양송이 덮밥,2024-08-01,3.33665
양송이 덮밥,2024-09-01,3.12915
양송이 덮밥,2024-10-01,4.30776
양송이 덮밥,2024-11-01,3.06274
양송이 덮밥,2024-12-01,2.97144
열무 비빔밥,2024-01-01,7.41872
열무 비빔밥,2024-02-01,7.07281
열무 비빔밥,2024-03-01,21.69532
열무 비빔밥,2024-04-01,57.19371
열무 비빔밥,2024-05-01,99.21413
열무 비빔밥,2024-06-01,100.0
열무 비빔밥,2024-07-01,78.92262
열무 비빔밥,2024-08-01,66.61069
열무 비빔밥,2024-09-01,39.91805
열무 비빔밥,2024-10-01,37.64105
열무 비빔밥,2024-11-01,19.05561
열무 비빔밥,2024-12-01,8.63111
잡채밥,2024-01-01,56.80749
잡채밥,2024-02-01,80.81004
잡채밥,2024-03-01,44.28734
잡채밥,2024-04-01,34.61848
잡채밥,2024-05-01,33.61432
잡채밥,2024-06-01,31.2332
잡채밥,2024-07-01,37.94331
잡채밥,2024-08-01,34.29943
잡채밥,2024-09-01,62.09027
잡채밥,2024-10-01,39.31354
잡채밥,2024-11-01,31.68659
잡채밥,2024-12-01,31.95862
잡탕밥,2024-01-01,26.30306
잡탕밥,2024-02-01,24.71789
잡탕밥,2024-03-01,28.26437
잡탕밥,2024-04-01,23.14951
잡탕밥,2024-05-01,23.87493
잡탕밥,2024-06-01,23.94881
잡탕밥,2024-07-01,25.20486
잡탕밥,2024-08-01,24.93954
잡탕밥,2024-09-01,25.4198
잡탕밥,2024-10-01,28.13339
잡탕밥,2024-11-01,24.81528
잡탕밥,2024-12-01,23.83463
주먹밥,2024-01-01,69.10599
주먹밥,2024-02-01,53.22743
주먹밥,2024-03-01,75.65153
주먹밥,2024-04-01,78.65394
주먹밥,2024-05-01,75.35263
주먹밥,2024-06-01,66.17745
주먹밥,2024-07-01,69.54258
주먹밥,2024-08-01,77.39454
주먹밥,2024-09-01,64.27659
주먹밥,2024-10-01,73.1663
주먹밥,2024-11-01,58.67141
주먹밥,2024-12-01,53.81179
짜장밥,2024-01-01,91.10308
짜장밥,2024-02-01,71.39907
짜장밥,2024-03-01,78.5579
짜장밥,2024-04-01,76.30356
짜장밥,2024-05-01,76.28635
짜장밥,2024-06-01,96.17965
짜장밥,2024-07-01,100.0
짜장밥,2024-08-01,86.18138
짜장밥,2024-09-01,68.9038
짜장밥,2024-10-01,81.44897
짜장밥,2024-11-01,72.56926
짜장밥,2024-12-01,65.1695
짬뽕밥,2024-01-01,50.97229
짬뽕밥,2024-02-01,46.20547
짬뽕밥,2024-03-01,49.75047
짬뽕밥,2024-04-01,44.36413
짬뽕밥,2024-05-01,45.68921
짬뽕밥,2024-06-01,45.93013
짬뽕밥,2024-07-01,49.95697
짬뽕밥,2024-08-01,52.34899
짬뽕밥,2024-09-01,50.92066
짬뽕밥,2024-10-01,57.11581
짬뽕밥,2024-11-01,48.87282
짬뽕밥,2024-12-01,46.25709
차조밥,2024-01-01,18.49939
차조밥,2024-02-01,21.35604
차조밥,2024-03-01,42.79814
차조밥,2024-04-01,34.72724
차조밥,2024-05-01,31.26828
차조밥,2024-06-01,27.3791
차조밥,2024-07-01,23.42109
차조밥,2024-08-01,23.48993
차조밥,2024-09-01,25.70986
차조밥,2024-10-01,27.53398
차조밥,2024-11-01,26.03682
차조밥,2024-12-01,21.8551
참치덮밥,2024-01-01,9.92304
참치덮밥,2024-02-01,8.97814
참치덮밥,2024-03-01,11.68295
참치덮밥,2024-04-01,9.18595
참치덮밥,2024-05-01,8.51706
참치덮밥,2024-06-01,8.75409
참치덮밥,2024-07-01,9.69574
참치덮밥,2024-08-01,10.15033
참치덮밥,2024-09-01,9.67302
참치덮밥,2024-10-01,9.70224
참치덮밥,2024-11-01,7.66633
참치덮밥,2024-12-01,7.1403
충무김밥,2024-01-01,90.54453
충무김밥,2024-02-01,74.65986
충무김밥,2024-03-01,83.57956
충무김밥,2024-04-01,76.60811
충무김밥,2024-05-01,85.02776
충무김밥,2024-06-01,75.37422
충무김밥,2024-07-01,80.81306
충무김밥,2024-08-01,100.0
충무김밥,2024-09-01,84.65434
충무김밥,2024-10-01,85.89797
충무김밥,2024-11-01,75.90999
충무김밥,2024-12-01,71.93882
콩나물 국밥,2024-01-01,100.0
콩나물 국밥,2024-02-01,86.05813
콩나물 국밥,2024-03-01,85.75867
콩나물 국밥,2024-04-01,80.16792
콩나물 국밥,2024-05-01,79.41122
콩나물 국밥,2024-06-01,72.85848
콩나물 국밥,2024-07-01,72.71922
콩나물 국밥,2024-08-01,86.10885
콩나물 국밥,2024-09-01,94.39395
콩나물 국밥,2024-10-01,95.94197
콩나물 국밥,2024-11-01,84.46825
콩나물 국밥,2024-12-01,91.39048
콩나물 국밥,2024-01-01,100.0
콩나물 국밥,2024-02-01,86.05813
콩나물 국밥,2024-03-01,85.75867
콩나물 국밥,2024-04-01,80.16792
콩나물 국밥,2024-05-01,79.41122
콩나물 국밥,2024-06-01,72.85848
콩나물 국밥,2024-07-01,72.71922
콩나물 국밥,2024-08-01,86.10885
콩나물 국밥,2024-09-01,94.39395
콩나물 국밥,2024-10-01,95.94197
콩나물 국밥,2024-11-01,84.46825
콩나물 국밥,2024-12-01,91.39048
현미밥,2024-01-01,25.54116
현미밥,2024-02-01,24.38598
현미밥,2024-03-01,32.25409
현미밥,2024-04-01,27.79758
현미밥,2024-05-01,27.06342
현미밥,2024-06-01,25.50735
현미밥,2024-07-01,24.35619
현미밥,2024-08-01,22.62221
현미밥,2024-09-01,19.57527
현미밥,2024-10-01,19.5632
현미밥,2024-11-01,16.92198
현미밥,2024-12-01,13.3703
비빔밥,2024-01-01,77.40638
비빔밥,2024-02-01,66.1205
비빔밥,2024-03-01,74.46366
비빔밥,2024-04-01,84.41254
비빔밥,2024-05-01,93.86988
비빔밥,2024-06-01,87.59339
비빔밥,2024-07-01,90.7218
비빔밥,2024-08-01,91.21772
비빔밥,2024-09-01,94.92288
비빔밥,2024-10-01,100.0
비빔밥,2024-11-01,73.52427
비빔밥,2024-12-01,62.52894
삼각김밥,2024-01-01,92.05043
삼각김밥,2024-02-01,68.66406
삼각김밥,2024-03-01,100.0
삼각김밥,2024-04-01,93.1432
삼각김밥,2024-05-01,86.93485
삼각김밥,2024-06-01,80.80456
삼각김밥,2024-07-01,83.23626
삼각김밥,2024-08-01,86.19033
삼각김밥,2024-09-01,77.83248
삼각김밥,2024-10-01,82.56379
삼각김밥,2024-11-01,68.61002
삼각김밥,2024-12-01,61.02071
수수밥,2024-01-01,10.77154
수수밥,2024-02-01,7.97358
수수밥,2024-03-01,8.36985
수수밥,2024-04-01,6.49054
수수밥,2024-05-01,6.68868
수수밥,2024-06-01,5.98619
수수밥,2024-07-01,5.83008
수수밥,2024-08-01,6.28039
수수밥,2024-09-01,6.32242
수수밥,2024-10-01,7.02491
수수밥,2024-11-01,6.40648
수수밥,2024-12-01,6.78474
알밥,2024-01-01,50.78354
알밥,2024-02-01,35.53887
알밥,2024-03-01,39.33353
알밥,2024-04-01,37.94656
알밥,2024-05-01,35.89312
알밥,2024-06-01,33.95977
알밥,2024-07-01,38.55298
알밥,2024-08-01,42.88802
알밥,2024-09-01,36.63764
알밥,2024-10-01,47.79345
알밥,2024-11-01,36.52356
알밥,2024-12-01,35.25667
영양돌솥밥,2024-01-01,1.27565
영양돌솥밥,2024-02-01,1.1466
영양돌솥밥,2024-03-01,1.17638
영양돌솥밥,2024-04-01,1.02995
영양돌솥밥,2024-05-01,1.38237
영양돌솥밥,2024-06-01,1.0982
영양돌솥밥,2024-07-01,1.12674
영양돌솥밥,2024-08-01,1.23594
영양돌솥밥,2024-09-01,1.08207
영양돌솥밥,2024-10-01,1.04112
영양돌솥밥,2024-11-01,0.92696
영양돌솥밥,2024-12-01,0.93192
오곡밥,2024-01-01,4.5045
오곡밥,2024-02-01,100.0
오곡밥,2024-03-01,4.46727
오곡밥,2024-04-01,2.93103
오곡밥,2024-05-01,2.58233
오곡밥,2024-06-01,3.99945
오곡밥,2024-07-01,2.5116
오곡밥,2024-08-01,2.5997
오곡밥,2024-09-01,2.8665
오곡밥,2024-10-01,2.83051
오곡밥,2024-11-01,2.82183
오곡밥,2024-12-01,3.14446
오므라이스,2024-01-01,36.79919
오므라이스,2024-02-01,28.69729
오므라이스,2024-03-01,29.25322
오므라이스,2024-04-01,29.10555
오므라이스,2024-05-01,30.88253
오므라이스,2024-06-01,30.10076
오므라이스,2024-07-01,28.95167
오므라이스,2024-08-01,30.92472
오므라이스,2024-09-01,26.77264
오므라이스,2024-10-01,27.98128
오므라이스,2024-11-01,31.23991
오므라이스,2024-12-01,33.42764
율무밥,2024-01-01,2.94095
율무밥,2024-02-01,2.75978
율무밥,2024-03-01,3.3579
율무밥,2024-04-01,2.73993
율무밥,2024-05-01,2.74613
율무밥,2024-06-01,2.58233
율무밥,2024-07-01,2.39743
율무밥,2024-08-01,2.62576
율무밥,2024-09-01,2.72752
율무밥,2024-10-01,2.83796
율무밥,2024-11-01,2.3813
율무밥,2024-12-01,2.08224
잡곡밥,2024-01-01,75.07699
잡곡밥,2024-02-01,100.0
잡곡밥,2024-03-01,90.13568
잡곡밥,2024-04-01,75.91775
잡곡밥,2024-05-01,84.48347
잡곡밥,2024-06-01,75.73462
잡곡밥,2024-07-01,74.14467
잡곡밥,2024-08-01,74.0531
잡곡밥,2024-09-01,68.56738
잡곡밥,2024-10-01,67.87646
잡곡밥,2024-11-01,58.04545
잡곡밥,2024-12-01,66.68609
누룽지,2024-01-01,94.82454
누룽지,2024-02-01,77.75401
누룽지,2024-03-01,90.0651
누룽지,2024-04-01,72.60676
누룽지,2024-05-01,67.77446
누룽지,2024-06-01,57.04044
누룽지,2024-07-01,100.0
누룽지,2024-08-01,74.6351
누룽지,2024-09-01,64.21604
누룽지,2024-10-01,80.33233
누룽지,2024-11-01,81.1009
누룽지,2024-12-01,83.48179
돌솥 비빔밥,2024-01-01,31.53923
돌솥 비빔밥,2024-02-01,32.86248
돌솥 비빔밥,2024-03-01,32.87188
돌솥 비빔밥,2024-04-01,27.66587
돌솥 비빔밥,2024-05-01,26.55181
돌솥 비빔밥,2024-06-01,26.95607
돌솥 비빔밥,2024-07-01,71.05553
돌솥 비빔밥,2024-08-01,59.64932
돌솥 비빔밥,2024-09-01,50.02467
돌솥 비빔밥,2024-10-01,35.33269
돌솥 비빔밥,2024-11-01,29.00321
돌솥 비빔밥,2024-12-01,30.2818
묵밥,2024-01-01,24.64758
묵밥,2024-02-01,26.10057
묵밥,2024-03-01,25.28743
묵밥,2024-04-01,31.07274
묵밥,2024-05-01,39.48078
묵밥,2024-06-01,54.03072
묵밥,2024-07-01,48.85859
묵밥,2024-08-01,60.92911
묵밥,2024-09-01,33.62548
묵밥,2024-10-01,26.80374
묵밥,2024-11-01,21.2617
묵밥,2024-12-01,17.18265
보리밥,2024-01-01,68.00413
보리밥,2024-02-01,67.54423
보리밥,2024-03-01,88.11277
보리밥,2024-04-01,95.19112
보리밥,2024-05-01,100.0
보리밥,2024-06-01,90.44889
보리밥,2024-07-01,85.70333
보리밥,2024-08-01,99.2835
보리밥,2024-09-01,92.58173
보리밥,2024-10-01,88.26273
보리밥,2024-11-01,73.68947
보리밥,2024-12-01,65.57469
팝콘,2024-01-01,87.27751
팝콘,2024-02-01,76.64272
팝콘,2024-03-01,83.37868
팝콘,2024-04-01,100.0
팝콘,2024-05-01,88.84774
팝콘,2024-06-01,82.37944
팝콘,2024-07-01,85.78311
팝콘,2024-08-01,85.07828
팝콘,2024-09-01,71.89186
팝콘,2024-10-01,64.79011
팝콘,2024-11-01,62.37676
팝콘,2024-12-01,75.40705
대구포,2024-01-01,15.81959
대구포,2024-02-01,15.31522
대구포,2024-03-01,10.14064
대구포,2024-04-01,8.25412
대구포,2024-05-01,8.59359
대구포,2024-06-01,7.85645
대구포,2024-07-01,8.58874
대구포,2024-08-01,10.63045
대구포,2024-09-01,16.56644
대구포,2024-10-01,8.73423
대구포,2024-11-01,8.37051
대구포,2024-12-01,10.37827
계란 덮밥,2024-01-01,18.45295
계란 덮밥,2024-02-01,12.30843
계란 덮밥,2024-03-01,14.11736
계란 덮밥,2024-04-01,11.86711
계란 덮밥,2024-05-01,12.85645
계란 덮밥,2024-06-01,16.72647
계란 덮밥,2024-07-01,19.161
계란 덮밥,2024-08-01,19.03491
계란 덮밥,2024-09-01,14.58777
계란 덮밥,2024-10-01,17.62851
계란 덮밥,2024-11-01,12.25509
계란 덮밥,2024-12-01,12.24054
곤드레밥,2024-01-01,95.12124
곤드레밥,2024-02-01,88.87972
곤드레밥,2024-03-01,98.54025
곤드레밥,2024-04-01,98.84093
곤드레밥,2024-05-01,100.0
곤드레밥,2024-06-01,84.54413
곤드레밥,2024-07-01,84.58292
곤드레밥,2024-08-01,95.62075
곤드레밥,2024-09-01,87.51212
곤드레밥,2024-10-01,84.88845
곤드레밥,2024-11-01,75.45101
곤드레밥,2024-12-01,68.94277
기장밥,2024-01-01,10.22308
기장밥,2024-02-01,8.83123
기장밥,2024-03-01,16.92531
기장밥,2024-04-01,13.27837
기장밥,2024-05-01,12.59941
기장밥,2024-06-01,11.13967
기장밥,2024-07-01,10.68865
기장밥,2024-08-01,11.67313
기장밥,2024-09-01,12.67701
기장밥,2024-10-01,26.49369
기장밥,2024-11-01,12.63336
기장밥,2024-12-01,12.08535
레몬청차,2024-01-01,18.51851
레몬청차,2024-03-01,25.92592
레몬청차,2024-07-01,22.22222
레몬청차,2024-10-01,18.51851
레몬청차,2024-11-01,100.0
레몬청차,2024-12-01,74.07407
식혜,2024-01-01,95.43726
식혜,2024-02-01,100.0
식혜,2024-03-01,62.46667
식혜,2024-04-01,79.45019
식혜,2024-05-01,66.03295
식혜,2024-06-01,65.47353
식혜,2024-07-01,81.194
식혜,2024-08-01,80.47288
식혜,2024-09-01,95.11384
식혜,2024-10-01,54.32017
식혜,2024-11-01,45.31707
식혜,2024-12-01,47.06525
고추장아찌,2024-01-01,14.23487
고추장아찌,2024-02-01,15.23085
고추장아찌,2024-03-01,26.18662
고추장아찌,2024-04-01,19.51518
고추장아찌,2024-05-01,21.33613
고추장아찌,2024-06-01,17.29676
고추장아찌,2024-07-01,28.76091
고추장아찌,2024-08-01,27.23806
고추장아찌,2024-09-01,41.31811
고추장아찌,2024-10-01,100.0
고추장아찌,2024-11-01,38.16841
고추장아찌,2024-12-01,13.67333
마늘쫑장아찌,2024-01-01,2.96016
마늘쫑장아찌,2024-02-01,2.99021
마늘쫑장아찌,2024-03-01,5.51968
마늘쫑장아찌,2024-04-01,27.44356
마늘쫑장아찌,2024-05-01,69.44371
마늘쫑장아찌,2024-06-01,10.27968
마늘쫑장아찌,2024-07-01,4.34625
마늘쫑장아찌,2024-08-01,3.48563
마늘쫑장아찌,2024-09-01,3.16973
마늘쫑장아찌,2024-10-01,3.40473
마늘쫑장아찌,2024-11-01,3.10424
마늘쫑장아찌,2024-12-01,2.93859
매실장아찌,2024-01-01,3.08036
매실장아찌,2024-02-01,6.12682
매실장아찌,2024-03-01,10.48616
매실장아찌,2024-04-01,7.10994
매실장아찌,2024-05-01,19.92064
매실장아찌,2024-06-01,100.0
매실장아찌,2024-07-01,15.77933
매실장아찌,2024-08-01,10.24963
매실장아찌,2024-09-01,7.43662
매실장아찌,2024-10-01,5.21842
매실장아찌,2024-11-01,3.92171
매실장아찌,2024-12-01,3.25063
무장아찌,2024-01-01,6.83411
무장아찌,2024-02-01,3.47484
무장아찌,2024-03-01,3.81154
무장아찌,2024-04-01,3.30379
무장아찌,2024-05-01,2.86693
무장아찌,2024-06-01,2.54256
무장아찌,2024-07-01,2.33454
무장아찌,2024-08-01,2.26134
무장아찌,2024-09-01,1.79443
무장아찌,2024-10-01,2.68818
무장아찌,2024-11-01,5.33939
무장아찌,2024-12-01,4.21989
오이지,2024-01-01,20.75829
오이지,2024-02-01,22.30792
오이지,2024-03-01,26.7196
오이지,2024-04-01,31.57931
오이지,2024-05-01,76.96997
오이지,2024-06-01,100.0
오이지,2024-07-01,59.78881
오이지,2024-08-01,39.68058
오이지,2024-09-01,22.58376
오이지,2024-10-01,17.96475
오이지,2024-11-01,16.08482
오이지,2024-12-01,16.21659
동치미,2024-01-01,64.87654
동치미,2024-02-01,45.65346
동치미,2024-03-01,43.7707
동치미,2024-04-01,100.0
동치미,2024-05-01,46.21539
동치미,2024-06-01,28.01691
동치미,2024-07-01,27.46415
동치미,2024-08-01,26.4762
동치미,2024-09-01,22.64044
동치미,2024-10-01,27.91003
동치미,2024-11-01,52.26679
동치미,2024-12-01,49.29377
배추김치,2024-01-01,14.89984
배추김치,2024-02-01,16.86312
배추김치,2024-03-01,21.3731
배추김치,2024-04-01,23.02377
배추김치,2024-05-01,32.44195
배추김치,2024-06-01,38.13866
배추김치,2024-07-01,42.52518
배추김치,2024-08-01,50.9896
배추김치,2024-09-01,86.22117
배추김치,2024-10-01,100.0
배추김치,2024-11-01,68.1076
배추김치,2024-12-01,28.18884
백김치,2024-01-01,25.18019
백김치,2024-02-01,21.52244
백김치,2024-03-01,20.83549
백김치,2024-04-01,17.87065
백김치,2024-05-01,19.143
백김치,2024-06-01,18.89411
백김치,2024-07-01,20.90717
백김치,2024-08-01,19.98526
백김치,2024-09-01,20.21225
백김치,2024-10-01,22.94611
백김치,2024-11-01,45.3148
백김치,2024-12-01,36.08777
부추김치,2024-01-01,7.08731
부추김치,2024-02-01,8.67735
부추김치,2024-03-01,18.97393
부추김치,2024-04-01,52.33344
부추김치,2024-05-01,47.54423
부추김치,2024-06-01,29.30866
부추김치,2024-07-01,43.12084
부추김치,2024-08-01,28.56806
부추김치,2024-09-01,38.27552
부추김치,2024-10-01,42.29047
부추김치,2024-11-01,13.67976
부추김치,2024-12-01,4.71402
얼갈이배추김치,2024-01-01,1.02
얼갈이배추김치,2024-02-01,1.31063
얼갈이배추김치,2024-03-01,2.65942
얼갈이배추김치,2024-04-01,3.1049
얼갈이배추김치,2024-05-01,4.45818
얼갈이배추김치,2024-06-01,3.73441
얼갈이배추김치,2024-07-01,3.0488
얼갈이배추김치,2024-08-01,3.62781
얼갈이배추김치,2024-09-01,5.31885
얼갈이배추김치,2024-10-01,6.51615
얼갈이배추김치,2024-11-01,3.11276
얼갈이배추김치,2024-12-01,1.05703
열무김치,2024-01-01,9.75571
열무김치,2024-02-01,14.87482
열무김치,2024-03-01,37.13432
열무김치,2024-04-01,74.30007
열무김치,2024-05-01,100.0
